"LEM_ADAMSS"

"Time      "	".rama_wahacz_P.Element_Force.X"	".rama_wahacz_P.Element_Force.Y"	".rama_wahacz_L.Element_Force.X"	".rama_wahacz_L.Element_Force.Y"	".link_wahacz.Element_Force.X"	".link_wahacz.Element_Force.Y"
3.645000e+00	-1.383337e+03	-1.225341e+02	-1.386478e+03	-1.228154e+02	2.662120e+03	9.160785e+02
3.652500e+00	-1.386909e+03	-1.227781e+02	-1.390057e+03	-1.230599e+02	2.668854e+03	9.180236e+02
3.660000e+00	-1.390483e+03	-1.230217e+02	-1.393640e+03	-1.233040e+02	2.675594e+03	9.199679e+02
3.667500e+00	-1.394061e+03	-1.232651e+02	-1.397226e+03	-1.235479e+02	2.682340e+03	9.219114e+02
3.675000e+00	-1.397643e+03	-1.235081e+02	-1.400816e+03	-1.237915e+02	2.689092e+03	9.238542e+02
3.682500e+00	-1.401227e+03	-1.237508e+02	-1.404409e+03	-1.240348e+02	2.695850e+03	9.257963e+02
3.690000e+00	-1.404815e+03	-1.239932e+02	-1.408005e+03	-1.242777e+02	2.702614e+03	9.277375e+02
3.697500e+00	-1.408407e+03	-1.242353e+02	-1.411604e+03	-1.245204e+02	2.709384e+03	9.296780e+02
3.705000e+00	-1.412002e+03	-1.244771e+02	-1.415207e+03	-1.247627e+02	2.716161e+03	9.316177e+02
3.712500e+00	-1.415600e+03	-1.247185e+02	-1.418813e+03	-1.250047e+02	2.722943e+03	9.335567e+02
3.720000e+00	-1.419201e+03	-1.249597e+02	-1.422423e+03	-1.252464e+02	2.729731e+03	9.354948e+02
3.727500e+00	-1.422806e+03	-1.252005e+02	-1.426036e+03	-1.254878e+02	2.736525e+03	9.374321e+02
3.735000e+00	-1.426414e+03	-1.254410e+02	-1.429652e+03	-1.257288e+02	2.743326e+03	9.393686e+02
3.742500e+00	-1.430025e+03	-1.256811e+02	-1.433272e+03	-1.259695e+02	2.750132e+03	9.413044e+02
3.750000e+00	-1.433640e+03	-1.259209e+02	-1.436895e+03	-1.262098e+02	2.756945e+03	9.432393e+02
3.757500e+00	-1.437258e+03	-1.261604e+02	-1.440521e+03	-1.264499e+02	2.763764e+03	9.451734e+02
3.765000e+00	-1.440880e+03	-1.263996e+02	-1.444151e+03	-1.266896e+02	2.770589e+03	9.471066e+02
3.772500e+00	-1.444505e+03	-1.266384e+02	-1.447784e+03	-1.269289e+02	2.777420e+03	9.490390e+02
3.780000e+00	-1.448133e+03	-1.268768e+02	-1.451421e+03	-1.271679e+02	2.784257e+03	9.509706e+02
3.787500e+00	-1.451765e+03	-1.271149e+02	-1.455060e+03	-1.274066e+02	2.791100e+03	9.529014e+02
3.795000e+00	-1.455400e+03	-1.273527e+02	-1.458704e+03	-1.276449e+02	2.797950e+03	9.548313e+02
3.802500e+00	-1.459038e+03	-1.275901e+02	-1.462351e+03	-1.278828e+02	2.804806e+03	9.567603e+02
3.810000e+00	-1.462680e+03	-1.278272e+02	-1.466001e+03	-1.281204e+02	2.811668e+03	9.586885e+02
3.817500e+00	-1.466325e+03	-1.280639e+02	-1.469654e+03	-1.283576e+02	2.818536e+03	9.606159e+02
3.825000e+00	-1.469974e+03	-1.283002e+02	-1.473311e+03	-1.285945e+02	2.825410e+03	9.625423e+02
3.832500e+00	-1.473626e+03	-1.285362e+02	-1.476972e+03	-1.288310e+02	2.832291e+03	9.644679e+02
3.840000e+00	-1.477282e+03	-1.287718e+02	-1.480636e+03	-1.290672e+02	2.839178e+03	9.663926e+02
3.847500e+00	-1.480941e+03	-1.290070e+02	-1.484303e+03	-1.293029e+02	2.846071e+03	9.683165e+02
3.855000e+00	-1.484603e+03	-1.292419e+02	-1.487974e+03	-1.295383e+02	2.852970e+03	9.702394e+02
3.862500e+00	-1.488269e+03	-1.294764e+02	-1.491648e+03	-1.297733e+02	2.859876e+03	9.721615e+02
3.870000e+00	-1.491938e+03	-1.297105e+02	-1.495325e+03	-1.300080e+02	2.866788e+03	9.740826e+02
3.877500e+00	-1.495611e+03	-1.299442e+02	-1.499006e+03	-1.302423e+02	2.873706e+03	9.760028e+02
3.885000e+00	-1.499287e+03	-1.301776e+02	-1.502691e+03	-1.304761e+02	2.880630e+03	9.779222e+02
3.892500e+00	-1.502967e+03	-1.304105e+02	-1.506379e+03	-1.307096e+02	2.887561e+03	9.798406e+02
3.900000e+00	-1.506650e+03	-1.306431e+02	-1.510070e+03	-1.309427e+02	2.894499e+03	9.817580e+02
3.907500e+00	-1.510336e+03	-1.308753e+02	-1.513765e+03	-1.311755e+02	2.901442e+03	9.836746e+02
3.915000e+00	-1.514026e+03	-1.311071e+02	-1.517464e+03	-1.314078e+02	2.908392e+03	9.855902e+02
3.922500e+00	-1.517720e+03	-1.313385e+02	-1.521165e+03	-1.316397e+02	2.915348e+03	9.875049e+02
3.930000e+00	-1.521417e+03	-1.315695e+02	-1.524871e+03	-1.318712e+02	2.922311e+03	9.894186e+02
3.937500e+00	-1.525117e+03	-1.318001e+02	-1.528580e+03	-1.321023e+02	2.929280e+03	9.913314e+02
3.945000e+00	-1.528821e+03	-1.320303e+02	-1.532292e+03	-1.323331e+02	2.936255e+03	9.932432e+02
3.952500e+00	-1.532529e+03	-1.322601e+02	-1.536008e+03	-1.325634e+02	2.943237e+03	9.951541e+02
3.960000e+00	-1.536239e+03	-1.324894e+02	-1.539727e+03	-1.327932e+02	2.950225e+03	9.970640e+02
3.967500e+00	-1.539954e+03	-1.327184e+02	-1.543450e+03	-1.330227e+02	2.957220e+03	9.989729e+02
3.975000e+00	-1.543672e+03	-1.329469e+02	-1.547176e+03	-1.332518e+02	2.964221e+03	1.000881e+03
3.982500e+00	-1.547393e+03	-1.331750e+02	-1.550906e+03	-1.334804e+02	2.971228e+03	1.002788e+03
3.990000e+00	-1.551118e+03	-1.334027e+02	-1.554639e+03	-1.337086e+02	2.978242e+03	1.004694e+03
3.997500e+00	-1.554846e+03	-1.336300e+02	-1.558376e+03	-1.339364e+02	2.985263e+03	1.006599e+03
4.005000e+00	-1.558578e+03	-1.338569e+02	-1.562116e+03	-1.341638e+02	2.992289e+03	1.008503e+03
4.012500e+00	-1.562313e+03	-1.340833e+02	-1.565860e+03	-1.343907e+02	2.999323e+03	1.010406e+03
4.020000e+00	-1.566052e+03	-1.343093e+02	-1.569608e+03	-1.346172e+02	3.006363e+03	1.012308e+03
4.027500e+00	-1.569795e+03	-1.345348e+02	-1.573359e+03	-1.348433e+02	3.013409e+03	1.014209e+03
4.035000e+00	-1.573541e+03	-1.347599e+02	-1.577113e+03	-1.350689e+02	3.020462e+03	1.016108e+03
4.042500e+00	-1.577290e+03	-1.349846e+02	-1.580871e+03	-1.352941e+02	3.027521e+03	1.018007e+03
4.050000e+00	-1.581043e+03	-1.352088e+02	-1.584633e+03	-1.355188e+02	3.034587e+03	1.019905e+03
4.057500e+00	-1.584800e+03	-1.354326e+02	-1.588398e+03	-1.357431e+02	3.041659e+03	1.021802e+03
4.065000e+00	-1.588560e+03	-1.356559e+02	-1.592167e+03	-1.359669e+02	3.048738e+03	1.023698e+03
4.072500e+00	-1.592324e+03	-1.358788e+02	-1.595939e+03	-1.361903e+02	3.055824e+03	1.025592e+03
4.080000e+00	-1.596091e+03	-1.361012e+02	-1.599715e+03	-1.364132e+02	3.062916e+03	1.027486e+03
4.087500e+00	-1.599862e+03	-1.363231e+02	-1.603494e+03	-1.366357e+02	3.070015e+03	1.029379e+03
4.095000e+00	-1.603636e+03	-1.365446e+02	-1.607277e+03	-1.368577e+02	3.077120e+03	1.031270e+03
4.102500e+00	-1.607414e+03	-1.367657e+02	-1.611063e+03	-1.370792e+02	3.084232e+03	1.033161e+03
4.110000e+00	-1.611196e+03	-1.369862e+02	-1.614854e+03	-1.373003e+02	3.091350e+03	1.035050e+03
4.117500e+00	-1.614981e+03	-1.372063e+02	-1.618647e+03	-1.375209e+02	3.098475e+03	1.036938e+03
4.125000e+00	-1.618770e+03	-1.374259e+02	-1.622445e+03	-1.377410e+02	3.105607e+03	1.038826e+03
4.132500e+00	-1.622562e+03	-1.376451e+02	-1.626245e+03	-1.379606e+02	3.112745e+03	1.040712e+03
4.140000e+00	-1.626358e+03	-1.378637e+02	-1.630050e+03	-1.381798e+02	3.119890e+03	1.042597e+03
4.147500e+00	-1.630157e+03	-1.380819e+02	-1.633858e+03	-1.383984e+02	3.127042e+03	1.044481e+03
4.155000e+00	-1.633960e+03	-1.382996e+02	-1.637670e+03	-1.386166e+02	3.134200e+03	1.046363e+03
4.162500e+00	-1.637767e+03	-1.385168e+02	-1.641485e+03	-1.388343e+02	3.141365e+03	1.048245e+03
4.170000e+00	-1.641577e+03	-1.387335e+02	-1.645304e+03	-1.390515e+02	3.148536e+03	1.050126e+03
4.177500e+00	-1.645391e+03	-1.389497e+02	-1.649126e+03	-1.392682e+02	3.155715e+03	1.052005e+03
4.185000e+00	-1.649208e+03	-1.391655e+02	-1.652952e+03	-1.394844e+02	3.162900e+03	1.053883e+03
4.192500e+00	-1.653029e+03	-1.393807e+02	-1.656782e+03	-1.397002e+02	3.170091e+03	1.055760e+03
4.200000e+00	-1.656854e+03	-1.395954e+02	-1.660615e+03	-1.399154e+02	3.177290e+03	1.057636e+03
4.207500e+00	-1.660682e+03	-1.398096e+02	-1.664452e+03	-1.401301e+02	3.184495e+03	1.059511e+03
4.215000e+00	-1.664514e+03	-1.400233e+02	-1.668293e+03	-1.403443e+02	3.191707e+03	1.061385e+03
4.222500e+00	-1.668349e+03	-1.402365e+02	-1.672137e+03	-1.405580e+02	3.198925e+03	1.063257e+03
4.230000e+00	-1.672189e+03	-1.404492e+02	-1.675985e+03	-1.407711e+02	3.206151e+03	1.065129e+03
4.237500e+00	-1.676031e+03	-1.406614e+02	-1.679836e+03	-1.409838e+02	3.213383e+03	1.066999e+03
4.245000e+00	-1.679878e+03	-1.408730e+02	-1.683691e+03	-1.411959e+02	3.220622e+03	1.068868e+03
4.252500e+00	-1.683728e+03	-1.410842e+02	-1.687550e+03	-1.414075e+02	3.227867e+03	1.070736e+03
4.260000e+00	-1.687581e+03	-1.412948e+02	-1.691412e+03	-1.416186e+02	3.235120e+03	1.072602e+03
4.267500e+00	-1.691439e+03	-1.415048e+02	-1.695279e+03	-1.418291e+02	3.242379e+03	1.074468e+03
4.275000e+00	-1.695300e+03	-1.417144e+02	-1.699148e+03	-1.420391e+02	3.249645e+03	1.076332e+03
4.282500e+00	-1.699164e+03	-1.419234e+02	-1.703022e+03	-1.422486e+02	3.256918e+03	1.078195e+03
4.290000e+00	-1.703032e+03	-1.421319e+02	-1.706899e+03	-1.424576e+02	3.264198e+03	1.080057e+03
4.297500e+00	-1.706904e+03	-1.423398e+02	-1.710779e+03	-1.426660e+02	3.271484e+03	1.081917e+03
4.305000e+00	-1.710780e+03	-1.425472e+02	-1.714664e+03	-1.428738e+02	3.278777e+03	1.083777e+03
4.312500e+00	-1.714659e+03	-1.427540e+02	-1.718552e+03	-1.430811e+02	3.286077e+03	1.085635e+03
4.320000e+00	-1.718542e+03	-1.429603e+02	-1.722443e+03	-1.432879e+02	3.293384e+03	1.087491e+03
4.327500e+00	-1.722429e+03	-1.431660e+02	-1.726339e+03	-1.434941e+02	3.300698e+03	1.089347e+03
4.335000e+00	-1.726319e+03	-1.433712e+02	-1.730238e+03	-1.436998e+02	3.308019e+03	1.091201e+03
4.342500e+00	-1.730213e+03	-1.435759e+02	-1.734141e+03	-1.439048e+02	3.315347e+03	1.093055e+03
4.350000e+00	-1.734110e+03	-1.437799e+02	-1.738047e+03	-1.441094e+02	3.322681e+03	1.094906e+03
4.357500e+00	-1.738011e+03	-1.439834e+02	-1.741957e+03	-1.443133e+02	3.330022e+03	1.096757e+03
4.365000e+00	-1.741916e+03	-1.441864e+02	-1.745871e+03	-1.445167e+02	3.337371e+03	1.098606e+03
4.372500e+00	-1.745825e+03	-1.443887e+02	-1.749788e+03	-1.447196e+02	3.344726e+03	1.100454e+03
4.380000e+00	-1.749737e+03	-1.445905e+02	-1.753710e+03	-1.449218e+02	3.352088e+03	1.102301e+03
4.387500e+00	-1.753653e+03	-1.447918e+02	-1.757634e+03	-1.451235e+02	3.359457e+03	1.104147e+03
4.395000e+00	-1.757573e+03	-1.449924e+02	-1.761563e+03	-1.453246e+02	3.366832e+03	1.105991e+03
4.402500e+00	-1.761496e+03	-1.451925e+02	-1.765495e+03	-1.455251e+02	3.374215e+03	1.107834e+03
4.410000e+00	-1.765423e+03	-1.453919e+02	-1.769431e+03	-1.457251e+02	3.381605e+03	1.109675e+03
4.417500e+00	-1.769354e+03	-1.455908e+02	-1.773371e+03	-1.459244e+02	3.389002e+03	1.111516e+03
4.425000e+00	-1.773289e+03	-1.457891e+02	-1.777314e+03	-1.461232e+02	3.396405e+03	1.113355e+03
4.432500e+00	-1.777227e+03	-1.459869e+02	-1.781262e+03	-1.463213e+02	3.403816e+03	1.115192e+03
4.440000e+00	-1.781169e+03	-1.461840e+02	-1.785212e+03	-1.465189e+02	3.411233e+03	1.117029e+03
4.447500e+00	-1.785114e+03	-1.463805e+02	-1.789167e+03	-1.467159e+02	3.418658e+03	1.118864e+03
4.455000e+00	-1.789064e+03	-1.465764e+02	-1.793125e+03	-1.469122e+02	3.426089e+03	1.120697e+03
4.462500e+00	-1.793017e+03	-1.467717e+02	-1.797087e+03	-1.471080e+02	3.433528e+03	1.122530e+03
4.470000e+00	-1.796973e+03	-1.469665e+02	-1.801053e+03	-1.473031e+02	3.440973e+03	1.124361e+03
4.477500e+00	-1.800934e+03	-1.471606e+02	-1.805022e+03	-1.474977e+02	3.448426e+03	1.126190e+03
4.485000e+00	-1.804898e+03	-1.473540e+02	-1.808996e+03	-1.476916e+02	3.455885e+03	1.128019e+03
4.492500e+00	-1.808866e+03	-1.475469e+02	-1.812972e+03	-1.478849e+02	3.463352e+03	1.129846e+03
4.500000e+00	-1.812838e+03	-1.477392e+02	-1.816953e+03	-1.480776e+02	3.470825e+03	1.131671e+03
4.507500e+00	-1.816813e+03	-1.479308e+02	-1.820937e+03	-1.482697e+02	3.478306e+03	1.133495e+03
4.515000e+00	-1.820792e+03	-1.481218e+02	-1.824926e+03	-1.484611e+02	3.485793e+03	1.135318e+03
4.522500e+00	-1.824775e+03	-1.483122e+02	-1.828917e+03	-1.486520e+02	3.493288e+03	1.137139e+03
4.530000e+00	-1.828761e+03	-1.485020e+02	-1.832913e+03	-1.488421e+02	3.500790e+03	1.138959e+03
4.537500e+00	-1.832752e+03	-1.486911e+02	-1.836912e+03	-1.490317e+02	3.508298e+03	1.140778e+03
4.545000e+00	-1.836746e+03	-1.488796e+02	-1.840915e+03	-1.492206e+02	3.515814e+03	1.142595e+03
4.552500e+00	-1.840743e+03	-1.490674e+02	-1.844922e+03	-1.494089e+02	3.523337e+03	1.144411e+03
4.560000e+00	-1.844745e+03	-1.492546e+02	-1.848933e+03	-1.495965e+02	3.530867e+03	1.146225e+03
4.567500e+00	-1.848750e+03	-1.494412e+02	-1.852947e+03	-1.497835e+02	3.538403e+03	1.148038e+03
4.575000e+00	-1.852759e+03	-1.496271e+02	-1.856965e+03	-1.499699e+02	3.545947e+03	1.149850e+03
4.582500e+00	-1.856772e+03	-1.498124e+02	-1.860987e+03	-1.501556e+02	3.553499e+03	1.151660e+03
4.590000e+00	-1.860788e+03	-1.499970e+02	-1.865013e+03	-1.503406e+02	3.561057e+03	1.153469e+03
4.597500e+00	-1.864809e+03	-1.501810e+02	-1.869042e+03	-1.505250e+02	3.568622e+03	1.155276e+03
4.605000e+00	-1.868833e+03	-1.503643e+02	-1.873075e+03	-1.507087e+02	3.576194e+03	1.157082e+03
4.612500e+00	-1.872860e+03	-1.505470e+02	-1.877112e+03	-1.508918e+02	3.583774e+03	1.158886e+03
4.620000e+00	-1.876892e+03	-1.507289e+02	-1.881153e+03	-1.510742e+02	3.591360e+03	1.160689e+03
4.627500e+00	-1.880927e+03	-1.509103e+02	-1.885197e+03	-1.512559e+02	3.598954e+03	1.162490e+03
4.635000e+00	-1.884966e+03	-1.510909e+02	-1.889245e+03	-1.514370e+02	3.606555e+03	1.164290e+03
4.642500e+00	-1.889009e+03	-1.512709e+02	-1.893297e+03	-1.516173e+02	3.614163e+03	1.166089e+03
4.650000e+00	-1.893055e+03	-1.514502e+02	-1.897353e+03	-1.517971e+02	3.621778e+03	1.167886e+03
4.657500e+00	-1.897105e+03	-1.516288e+02	-1.901412e+03	-1.519761e+02	3.629400e+03	1.169682e+03
4.665000e+00	-1.901159e+03	-1.518068e+02	-1.905475e+03	-1.521544e+02	3.637029e+03	1.171476e+03
4.672500e+00	-1.905217e+03	-1.519840e+02	-1.909542e+03	-1.523321e+02	3.644666e+03	1.173268e+03
4.680000e+00	-1.909279e+03	-1.521606e+02	-1.913613e+03	-1.525091e+02	3.652309e+03	1.175059e+03
4.687500e+00	-1.913344e+03	-1.523365e+02	-1.917688e+03	-1.526854e+02	3.659960e+03	1.176849e+03
4.695000e+00	-1.917413e+03	-1.525117e+02	-1.921766e+03	-1.528610e+02	3.667618e+03	1.178637e+03
4.702500e+00	-1.921486e+03	-1.526862e+02	-1.925848e+03	-1.530359e+02	3.675283e+03	1.180423e+03
4.710000e+00	-1.925562e+03	-1.528600e+02	-1.929934e+03	-1.532101e+02	3.682955e+03	1.182208e+03
4.717500e+00	-1.929643e+03	-1.530331e+02	-1.934024e+03	-1.533836e+02	3.690634e+03	1.183992e+03
4.725000e+00	-1.933727e+03	-1.532055e+02	-1.938117e+03	-1.535564e+02	3.698321e+03	1.185774e+03
4.732500e+00	-1.937815e+03	-1.533772e+02	-1.942214e+03	-1.537285e+02	3.706015e+03	1.187554e+03
4.740000e+00	-1.941907e+03	-1.535482e+02	-1.946315e+03	-1.538999e+02	3.713716e+03	1.189333e+03
4.747500e+00	-1.946002e+03	-1.537185e+02	-1.950420e+03	-1.540705e+02	3.721424e+03	1.191111e+03
4.755000e+00	-1.950101e+03	-1.538881e+02	-1.954528e+03	-1.542405e+02	3.729139e+03	1.192887e+03
4.762500e+00	-1.954204e+03	-1.540570e+02	-1.958641e+03	-1.544097e+02	3.736861e+03	1.194661e+03
4.770000e+00	-1.958311e+03	-1.542251e+02	-1.962757e+03	-1.545783e+02	3.744591e+03	1.196434e+03
4.777500e+00	-1.962421e+03	-1.543925e+02	-1.966877e+03	-1.547461e+02	3.752328e+03	1.198205e+03
4.785000e+00	-1.966536e+03	-1.545592e+02	-1.971000e+03	-1.549131e+02	3.760072e+03	1.199974e+03
4.792500e+00	-1.970654e+03	-1.547252e+02	-1.975128e+03	-1.550795e+02	3.767823e+03	1.201742e+03
4.800000e+00	-1.974776e+03	-1.548904e+02	-1.979259e+03	-1.552451e+02	3.775581e+03	1.203509e+03
4.807500e+00	-1.978901e+03	-1.550549e+02	-1.983394e+03	-1.554100e+02	3.783347e+03	1.205274e+03
4.815000e+00	-1.983031e+03	-1.552187e+02	-1.987533e+03	-1.555742e+02	3.791120e+03	1.207037e+03
4.822500e+00	-1.987164e+03	-1.553818e+02	-1.991675e+03	-1.557376e+02	3.798900e+03	1.208799e+03
4.830000e+00	-1.991301e+03	-1.555441e+02	-1.995821e+03	-1.559002e+02	3.806687e+03	1.210559e+03
4.837500e+00	-1.995441e+03	-1.557056e+02	-1.999971e+03	-1.560622e+02	3.814481e+03	1.212317e+03
4.845000e+00	-1.999586e+03	-1.558664e+02	-2.004125e+03	-1.562233e+02	3.822283e+03	1.214074e+03
4.852500e+00	-2.003734e+03	-1.560265e+02	-2.008283e+03	-1.563838e+02	3.830092e+03	1.215829e+03
4.860000e+00	-2.007886e+03	-1.561858e+02	-2.012444e+03	-1.565435e+02	3.837908e+03	1.217583e+03
4.867500e+00	-2.012042e+03	-1.563444e+02	-2.016610e+03	-1.567024e+02	3.845731e+03	1.219335e+03
4.875000e+00	-2.016202e+03	-1.565022e+02	-2.020779e+03	-1.568605e+02	3.853562e+03	1.221085e+03
4.882500e+00	-2.020365e+03	-1.566593e+02	-2.024951e+03	-1.570180e+02	3.861399e+03	1.222834e+03
4.890000e+00	-2.024532e+03	-1.568156e+02	-2.029128e+03	-1.571746e+02	3.869244e+03	1.224581e+03
4.897500e+00	-2.028703e+03	-1.569711e+02	-2.033308e+03	-1.573305e+02	3.877097e+03	1.226327e+03
4.905000e+00	-2.032877e+03	-1.571259e+02	-2.037493e+03	-1.574856e+02	3.884956e+03	1.228071e+03
4.912500e+00	-2.037056e+03	-1.572799e+02	-2.041680e+03	-1.576400e+02	3.892823e+03	1.229813e+03
4.920000e+00	-2.041238e+03	-1.574331e+02	-2.045872e+03	-1.577935e+02	3.900697e+03	1.231553e+03
4.927500e+00	-2.045424e+03	-1.575855e+02	-2.050068e+03	-1.579463e+02	3.908578e+03	1.233292e+03
4.935000e+00	-2.049614e+03	-1.577372e+02	-2.054267e+03	-1.580984e+02	3.916466e+03	1.235029e+03
4.942500e+00	-2.053807e+03	-1.578881e+02	-2.058470e+03	-1.582496e+02	3.924362e+03	1.236765e+03
4.950000e+00	-2.058005e+03	-1.580383e+02	-2.062677e+03	-1.584001e+02	3.932265e+03	1.238499e+03
4.957500e+00	-2.062206e+03	-1.581876e+02	-2.066887e+03	-1.585498e+02	3.940175e+03	1.240231e+03
4.965000e+00	-2.066410e+03	-1.583362e+02	-2.071102e+03	-1.586987e+02	3.948092e+03	1.241962e+03
4.972500e+00	-2.070619e+03	-1.584839e+02	-2.075320e+03	-1.588468e+02	3.956017e+03	1.243690e+03
4.980000e+00	-2.074831e+03	-1.586309e+02	-2.079542e+03	-1.589941e+02	3.963948e+03	1.245418e+03
4.987500e+00	-2.079047e+03	-1.587771e+02	-2.083767e+03	-1.591406e+02	3.971887e+03	1.247143e+03
4.995000e+00	-2.083267e+03	-1.589225e+02	-2.087997e+03	-1.592863e+02	3.979834e+03	1.248867e+03
5.002500e+00	-2.087491e+03	-1.590671e+02	-2.092230e+03	-1.594312e+02	3.987787e+03	1.250589e+03
5.010000e+00	-2.091718e+03	-1.592109e+02	-2.096467e+03	-1.595754e+02	3.995748e+03	1.252309e+03
5.017500e+00	-2.095949e+03	-1.593539e+02	-2.100708e+03	-1.597187e+02	4.003716e+03	1.254028e+03
5.025000e+00	-2.100184e+03	-1.594961e+02	-2.104952e+03	-1.598612e+02	4.011691e+03	1.255745e+03
5.032500e+00	-2.104423e+03	-1.596374e+02	-2.109200e+03	-1.600029e+02	4.019673e+03	1.257460e+03
5.040000e+00	-2.108665e+03	-1.597780e+02	-2.113452e+03	-1.601438e+02	4.027663e+03	1.259173e+03
5.047500e+00	-2.112911e+03	-1.599178e+02	-2.117708e+03	-1.602839e+02	4.035660e+03	1.260885e+03
5.055000e+00	-2.117161e+03	-1.600567e+02	-2.121968e+03	-1.604231e+02	4.043664e+03	1.262595e+03
5.062500e+00	-2.121415e+03	-1.601949e+02	-2.126231e+03	-1.605616e+02	4.051676e+03	1.264303e+03
5.070000e+00	-2.125672e+03	-1.603322e+02	-2.130498e+03	-1.606992e+02	4.059694e+03	1.266010e+03
5.077500e+00	-2.129933e+03	-1.604687e+02	-2.134769e+03	-1.608360e+02	4.067720e+03	1.267715e+03
5.085000e+00	-2.134198e+03	-1.606044e+02	-2.139043e+03	-1.609720e+02	4.075753e+03	1.269418e+03
5.092500e+00	-2.138467e+03	-1.607392e+02	-2.143322e+03	-1.611072e+02	4.083793e+03	1.271119e+03
5.100000e+00	-2.142739e+03	-1.608732e+02	-2.147604e+03	-1.612415e+02	4.091841e+03	1.272819e+03
5.107500e+00	-2.147015e+03	-1.610064e+02	-2.151890e+03	-1.613750e+02	4.099896e+03	1.274516e+03
5.115000e+00	-2.151295e+03	-1.611388e+02	-2.156179e+03	-1.615076e+02	4.107958e+03	1.276212e+03
5.122500e+00	-2.155579e+03	-1.612703e+02	-2.160472e+03	-1.616395e+02	4.116027e+03	1.277907e+03
5.130000e+00	-2.159866e+03	-1.614010e+02	-2.164769e+03	-1.617705e+02	4.124103e+03	1.279599e+03
5.137500e+00	-2.164157e+03	-1.615308e+02	-2.169070e+03	-1.619006e+02	4.132187e+03	1.281290e+03
5.145000e+00	-2.168452e+03	-1.616599e+02	-2.173375e+03	-1.620299e+02	4.140278e+03	1.282979e+03
5.152500e+00	-2.172750e+03	-1.617880e+02	-2.177683e+03	-1.621584e+02	4.148376e+03	1.284666e+03
5.160000e+00	-2.177053e+03	-1.619154e+02	-2.181995e+03	-1.622860e+02	4.156481e+03	1.286351e+03
5.167500e+00	-2.181358e+03	-1.620418e+02	-2.186311e+03	-1.624127e+02	4.164594e+03	1.288035e+03
5.175000e+00	-2.185668e+03	-1.621675e+02	-2.190630e+03	-1.625387e+02	4.172713e+03	1.289716e+03
5.182500e+00	-2.189981e+03	-1.622922e+02	-2.194953e+03	-1.626637e+02	4.180840e+03	1.291396e+03
5.190000e+00	-2.194299e+03	-1.624162e+02	-2.199280e+03	-1.627879e+02	4.188974e+03	1.293074e+03
5.197500e+00	-2.198619e+03	-1.625392e+02	-2.203611e+03	-1.629113e+02	4.197116e+03	1.294751e+03
5.205000e+00	-2.202944e+03	-1.626614e+02	-2.207945e+03	-1.630338e+02	4.205264e+03	1.296425e+03
5.212500e+00	-2.207272e+03	-1.627828e+02	-2.212283e+03	-1.631554e+02	4.213420e+03	1.298098e+03
5.220000e+00	-2.211604e+03	-1.629033e+02	-2.216625e+03	-1.632762e+02	4.221583e+03	1.299769e+03
5.227500e+00	-2.215939e+03	-1.630229e+02	-2.220970e+03	-1.633961e+02	4.229753e+03	1.301438e+03
5.235000e+00	-2.220279e+03	-1.631417e+02	-2.225319e+03	-1.635151e+02	4.237930e+03	1.303105e+03
5.242500e+00	-2.224622e+03	-1.632596e+02	-2.229672e+03	-1.636333e+02	4.246114e+03	1.304771e+03
5.250000e+00	-2.228968e+03	-1.633766e+02	-2.234029e+03	-1.637506e+02	4.254306e+03	1.306434e+03
5.257500e+00	-2.233319e+03	-1.634928e+02	-2.238389e+03	-1.638670e+02	4.262505e+03	1.308096e+03
5.265000e+00	-2.237673e+03	-1.636081e+02	-2.242753e+03	-1.639825e+02	4.270711e+03	1.309756e+03
5.272500e+00	-2.242030e+03	-1.637225e+02	-2.247120e+03	-1.640972e+02	4.278924e+03	1.311414e+03
5.280000e+00	-2.246392e+03	-1.638360e+02	-2.251492e+03	-1.642110e+02	4.287144e+03	1.313070e+03
5.287500e+00	-2.250757e+03	-1.639487e+02	-2.255867e+03	-1.643239e+02	4.295371e+03	1.314725e+03
5.295000e+00	-2.255126e+03	-1.640604e+02	-2.260245e+03	-1.644359e+02	4.303606e+03	1.316377e+03
5.302500e+00	-2.259498e+03	-1.641713e+02	-2.264628e+03	-1.645471e+02	4.311848e+03	1.318028e+03
5.310000e+00	-2.263874e+03	-1.642813e+02	-2.269014e+03	-1.646573e+02	4.320096e+03	1.319677e+03
5.317500e+00	-2.268254e+03	-1.643904e+02	-2.273403e+03	-1.647667e+02	4.328352e+03	1.321324e+03
5.325000e+00	-2.272637e+03	-1.644987e+02	-2.277797e+03	-1.648752e+02	4.336615e+03	1.322969e+03
5.332500e+00	-2.277024e+03	-1.646060e+02	-2.282193e+03	-1.649828e+02	4.344886e+03	1.324612e+03
5.340000e+00	-2.281415e+03	-1.647125e+02	-2.286594e+03	-1.650894e+02	4.353163e+03	1.326253e+03
5.347500e+00	-2.285809e+03	-1.648180e+02	-2.290998e+03	-1.651952e+02	4.361447e+03	1.327893e+03
5.355000e+00	-2.290207e+03	-1.649227e+02	-2.295406e+03	-1.653001e+02	4.369739e+03	1.329530e+03
5.362500e+00	-2.294609e+03	-1.650265e+02	-2.299818e+03	-1.654042e+02	4.378038e+03	1.331166e+03
5.370000e+00	-2.299014e+03	-1.651293e+02	-2.304233e+03	-1.655073e+02	4.386343e+03	1.332800e+03
