"LEM_ADAMSS"

"Time      "	".rama_wahacz_P.Element_Force.X"	".rama_wahacz_P.Element_Force.Y"	".rama_wahacz_L.Element_Force.X"	".rama_wahacz_L.Element_Force.Y"	".link_wahacz.Element_Force.X"	".link_wahacz.Element_Force.Y"
0.000000e+00	1.039652e+00	-9.535930e+00	1.042129e+00	-9.560030e+00	4.549563e+00	3.504132e+00
7.500000e-03	2.499044e+01	-8.407572e+00	2.504723e+01	-8.429417e+00	-4.679789e+01	-1.542108e+01
1.500000e-02	3.788015e+01	-7.835162e+00	3.796616e+01	-7.855885e+00	-7.456263e+01	-2.564990e+01
2.250000e-02	4.408981e+01	-7.597190e+00	4.418990e+01	-7.617474e+00	-8.809440e+01	-3.063017e+01
3.000000e-02	4.630281e+01	-7.557941e+00	4.640792e+01	-7.578191e+00	-9.311178e+01	-3.247108e+01
3.750000e-02	4.614780e+01	-7.635150e+00	4.625255e+01	-7.655603e+00	-9.308482e+01	-3.245252e+01
4.500000e-02	4.460359e+01	-7.779660e+00	4.470483e+01	-7.800452e+00	-9.009857e+01	-3.134345e+01
5.250000e-02	4.227154e+01	-7.961577e+00	4.236749e+01	-7.982785e+00	-8.543362e+01	-2.961608e+01
6.000000e-02	3.951186e+01	-8.163119e+00	3.960154e+01	-8.184782e+00	-7.985769e+01	-2.755340e+01
6.750000e-02	3.654799e+01	-8.373218e+00	3.663094e+01	-8.395352e+00	-7.384886e+01	-2.533162e+01
7.500000e-02	3.347498e+01	-8.587172e+00	3.355096e+01	-8.609786e+00	-6.761150e+01	-2.302601e+01
8.250000e-02	3.036313e+01	-8.802266e+00	3.043205e+01	-8.825362e+00	-6.129084e+01	-2.068998e+01
9.000000e-02	2.725558e+01	-9.016162e+00	2.731745e+01	-9.039736e+00	-5.498233e+01	-1.835867e+01
9.750000e-02	2.417807e+01	-9.227806e+00	2.423295e+01	-9.251854e+00	-4.874056e+01	-1.605212e+01
1.050000e-01	2.114315e+01	-9.436732e+00	2.119114e+01	-9.461249e+00	-4.259236e+01	-1.378016e+01
1.125000e-01	1.815538e+01	-9.642847e+00	1.819659e+01	-9.667826e+00	-3.654745e+01	-1.154632e+01
1.200000e-01	1.521472e+01	-9.846271e+00	1.524925e+01	-9.871706e+00	-3.060574e+01	-9.350532e+00
1.275000e-01	1.231871e+01	-1.004723e+01	1.234667e+01	-1.007311e+01	-2.476191e+01	-7.190791e+00
1.350000e-01	9.463774e+00	-1.024598e+01	9.485253e+00	-1.027231e+01	-1.900823e+01	-5.064217e+00
1.425000e-01	6.645907e+00	-1.044280e+01	6.660990e+00	-1.046958e+01	-1.333610e+01	-2.967618e+00
1.500000e-01	3.861127e+00	-1.063796e+01	3.869888e+00	-1.066518e+01	-7.736918e+00	-8.978055e-01
1.575000e-01	1.105655e+00	-1.083169e+01	1.108162e+00	-1.085935e+01	-2.202530e+00	1.148241e+00
1.650000e-01	-1.623986e+00	-1.102422e+01	-1.627677e+00	-1.105232e+01	3.274575e+00	3.173303e+00
1.725000e-01	-4.330947e+00	-1.121575e+01	-4.340782e+00	-1.124427e+01	8.701200e+00	5.179895e+00
1.800000e-01	-7.018046e+00	-1.140644e+01	-7.033981e+00	-1.143540e+01	1.408345e+01	7.170274e+00
1.875000e-01	-9.687794e+00	-1.159646e+01	-9.709790e+00	-1.162585e+01	1.942675e+01	9.146446e+00
1.950000e-01	-1.234242e+01	-1.178594e+01	-1.237044e+01	-1.181575e+01	2.473592e+01	1.111019e+01
2.025000e-01	-1.498389e+01	-1.197500e+01	-1.501790e+01	-1.200524e+01	3.001524e+01	1.306308e+01
2.100000e-01	-1.761394e+01	-1.216374e+01	-1.765393e+01	-1.219440e+01	3.526848e+01	1.500652e+01
2.175000e-01	-2.023411e+01	-1.235225e+01	-2.028004e+01	-1.238335e+01	4.049896e+01	1.694171e+01
2.250000e-01	-2.284575e+01	-1.254062e+01	-2.289761e+01	-1.257214e+01	4.570963e+01	1.886975e+01
2.325000e-01	-2.545005e+01	-1.272892e+01	-2.550783e+01	-1.276087e+01	5.090307e+01	2.079159e+01
2.400000e-01	-2.804807e+01	-1.291720e+01	-2.811175e+01	-1.294958e+01	5.608156e+01	2.270807e+01
2.475000e-01	-3.064073e+01	-1.310553e+01	-3.071030e+01	-1.313833e+01	6.124714e+01	2.461993e+01
2.550000e-01	-3.322885e+01	-1.329394e+01	-3.330429e+01	-1.332717e+01	6.640156e+01	2.652782e+01
2.625000e-01	-3.581315e+01	-1.348249e+01	-3.589445e+01	-1.351615e+01	7.154639e+01	2.843231e+01
2.700000e-01	-3.839425e+01	-1.367120e+01	-3.848141e+01	-1.370528e+01	7.668302e+01	3.033390e+01
2.775000e-01	-4.097272e+01	-1.386011e+01	-4.106574e+01	-1.389462e+01	8.181265e+01	3.223305e+01
2.850000e-01	-4.354905e+01	-1.404924e+01	-4.364791e+01	-1.408418e+01	8.693637e+01	3.413014e+01
2.925000e-01	-4.612367e+01	-1.423862e+01	-4.622838e+01	-1.427399e+01	9.205511e+01	3.602551e+01
3.000000e-01	-4.869696e+01	-1.442826e+01	-4.880751e+01	-1.446407e+01	9.716971e+01	3.791947e+01
3.075000e-01	-5.126927e+01	-1.461820e+01	-5.138566e+01	-1.465443e+01	1.022809e+02	3.981228e+01
3.150000e-01	-5.384088e+01	-1.480844e+01	-5.396311e+01	-1.484510e+01	1.073893e+02	4.170418e+01
3.225000e-01	-5.641205e+01	-1.499899e+01	-5.654012e+01	-1.503609e+01	1.124956e+02	4.359538e+01
3.300000e-01	-5.898303e+01	-1.518987e+01	-5.911693e+01	-1.522740e+01	1.176001e+02	4.548604e+01
3.375000e-01	-6.155400e+01	-1.538109e+01	-6.169374e+01	-1.541906e+01	1.227034e+02	4.737634e+01
3.450000e-01	-6.412515e+01	-1.557266e+01	-6.427073e+01	-1.561106e+01	1.278059e+02	4.926641e+01
3.525000e-01	-6.669664e+01	-1.576458e+01	-6.684806e+01	-1.580342e+01	1.329078e+02	5.115638e+01
3.600000e-01	-6.926861e+01	-1.595687e+01	-6.942587e+01	-1.599614e+01	1.380095e+02	5.304635e+01
3.675000e-01	-7.184118e+01	-1.614952e+01	-7.200427e+01	-1.618923e+01	1.431113e+02	5.493641e+01
3.750000e-01	-7.441445e+01	-1.634254e+01	-7.458339e+01	-1.638269e+01	1.482134e+02	5.682665e+01
3.825000e-01	-7.698853e+01	-1.653594e+01	-7.716331e+01	-1.657652e+01	1.533161e+02	5.871715e+01
3.900000e-01	-7.956350e+01	-1.672971e+01	-7.974413e+01	-1.677074e+01	1.584194e+02	6.060796e+01
3.975000e-01	-8.213943e+01	-1.692387e+01	-8.232591e+01	-1.696534e+01	1.635236e+02	6.249914e+01
4.050000e-01	-8.471639e+01	-1.711842e+01	-8.490872e+01	-1.716032e+01	1.686288e+02	6.439074e+01
4.125000e-01	-8.729444e+01	-1.731335e+01	-8.749262e+01	-1.735570e+01	1.737351e+02	6.628280e+01
4.200000e-01	-8.987363e+01	-1.750866e+01	-9.007766e+01	-1.755146e+01	1.788427e+02	6.817537e+01
4.275000e-01	-9.245401e+01	-1.770437e+01	-9.266390e+01	-1.774761e+01	1.839516e+02	7.006846e+01
4.350000e-01	-9.503561e+01	-1.790047e+01	-9.525136e+01	-1.794415e+01	1.890620e+02	7.196212e+01
4.425000e-01	-9.761848e+01	-1.809695e+01	-9.784009e+01	-1.814108e+01	1.941738e+02	7.385636e+01
4.500000e-01	-1.002026e+02	-1.829383e+01	-1.004301e+02	-1.833841e+01	1.992873e+02	7.575121e+01
4.575000e-01	-1.027881e+02	-1.849110e+01	-1.030215e+02	-1.853613e+01	2.044025e+02	7.764668e+01
4.650000e-01	-1.053750e+02	-1.868876e+01	-1.056142e+02	-1.873424e+01	2.095193e+02	7.954279e+01
4.725000e-01	-1.079632e+02	-1.888682e+01	-1.082083e+02	-1.893274e+01	2.146379e+02	8.143955e+01
4.800000e-01	-1.105528e+02	-1.908526e+01	-1.108038e+02	-1.913163e+01	2.197583e+02	8.333699e+01
4.875000e-01	-1.131438e+02	-1.928410e+01	-1.134006e+02	-1.933092e+01	2.248806e+02	8.523510e+01
4.950000e-01	-1.157362e+02	-1.948333e+01	-1.159990e+02	-1.953060e+01	2.300048e+02	8.713389e+01
5.025000e-01	-1.183301e+02	-1.968294e+01	-1.185987e+02	-1.973067e+01	2.351308e+02	8.903337e+01
5.100000e-01	-1.209255e+02	-1.988295e+01	-1.212000e+02	-1.993114e+01	2.402588e+02	9.093356e+01
5.175000e-01	-1.235223e+02	-2.008335e+01	-1.238027e+02	-2.013199e+01	2.453888e+02	9.283444e+01
5.250000e-01	-1.261206e+02	-2.028414e+01	-1.264069e+02	-2.033323e+01	2.505208e+02	9.473603e+01
5.325000e-01	-1.287203e+02	-2.048531e+01	-1.290126e+02	-2.053486e+01	2.556548e+02	9.663834e+01
5.400000e-01	-1.313216e+02	-2.068687e+01	-1.316197e+02	-2.073688e+01	2.607908e+02	9.854135e+01
5.475000e-01	-1.339244e+02	-2.088882e+01	-1.342284e+02	-2.093929e+01	2.659289e+02	1.004451e+02
5.550000e-01	-1.365287e+02	-2.109116e+01	-1.368386e+02	-2.114208e+01	2.710690e+02	1.023495e+02
5.625000e-01	-1.391345e+02	-2.129388e+01	-1.394504e+02	-2.134526e+01	2.762113e+02	1.042547e+02
5.700000e-01	-1.417419e+02	-2.149698e+01	-1.420636e+02	-2.154883e+01	2.813556e+02	1.061606e+02
5.775000e-01	-1.443508e+02	-2.170047e+01	-1.446785e+02	-2.175278e+01	2.865021e+02	1.080672e+02
5.850000e-01	-1.469612e+02	-2.190433e+01	-1.472948e+02	-2.195711e+01	2.916507e+02	1.099745e+02
5.925000e-01	-1.495731e+02	-2.210859e+01	-1.499127e+02	-2.216182e+01	2.968014e+02	1.118825e+02
6.000000e-01	-1.521867e+02	-2.231322e+01	-1.525322e+02	-2.236692e+01	3.019543e+02	1.137913e+02
6.075000e-01	-1.548018e+02	-2.251823e+01	-1.551532e+02	-2.257239e+01	3.071094e+02	1.157008e+02
6.150000e-01	-1.574184e+02	-2.272361e+01	-1.577758e+02	-2.277825e+01	3.122666e+02	1.176109e+02
6.225000e-01	-1.600366e+02	-2.292938e+01	-1.603999e+02	-2.298448e+01	3.174260e+02	1.195218e+02
6.300000e-01	-1.626564e+02	-2.313552e+01	-1.630256e+02	-2.319109e+01	3.225876e+02	1.214334e+02
6.375000e-01	-1.652777e+02	-2.334204e+01	-1.656529e+02	-2.339808e+01	3.277514e+02	1.233458e+02
6.450000e-01	-1.679006e+02	-2.354893e+01	-1.682818e+02	-2.360544e+01	3.329174e+02	1.252588e+02
6.525000e-01	-1.705252e+02	-2.375620e+01	-1.709123e+02	-2.381318e+01	3.380857e+02	1.271725e+02
6.600000e-01	-1.731512e+02	-2.396384e+01	-1.735443e+02	-2.402129e+01	3.432561e+02	1.290870e+02
6.675000e-01	-1.757789e+02	-2.417185e+01	-1.761780e+02	-2.422977e+01	3.484288e+02	1.310021e+02
6.750000e-01	-1.784082e+02	-2.438023e+01	-1.788132e+02	-2.443862e+01	3.536038e+02	1.329180e+02
6.825000e-01	-1.810391e+02	-2.458898e+01	-1.814501e+02	-2.464784e+01	3.587809e+02	1.348345e+02
6.900000e-01	-1.836715e+02	-2.479809e+01	-1.840885e+02	-2.485744e+01	3.639604e+02	1.367517e+02
6.975000e-01	-1.863056e+02	-2.500758e+01	-1.867286e+02	-2.506740e+01	3.691421e+02	1.386697e+02
7.050000e-01	-1.889413e+02	-2.521743e+01	-1.893702e+02	-2.527772e+01	3.743261e+02	1.405883e+02
7.125000e-01	-1.915786e+02	-2.542765e+01	-1.920135e+02	-2.548842e+01	3.795123e+02	1.425076e+02
7.200000e-01	-1.942175e+02	-2.563823e+01	-1.946584e+02	-2.569948e+01	3.847009e+02	1.444276e+02
7.275000e-01	-1.968580e+02	-2.584917e+01	-1.973049e+02	-2.591090e+01	3.898917e+02	1.463483e+02
7.350000e-01	-1.995001e+02	-2.606047e+01	-1.999530e+02	-2.612268e+01	3.950849e+02	1.482697e+02
7.425000e-01	-2.021439e+02	-2.627214e+01	-2.026028e+02	-2.633483e+01	4.002803e+02	1.501917e+02
7.500000e-01	-2.047893e+02	-2.648416e+01	-2.052542e+02	-2.654733e+01	4.054781e+02	1.521144e+02
7.575000e-01	-2.074363e+02	-2.669655e+01	-2.079072e+02	-2.676020e+01	4.106781e+02	1.540378e+02
7.650000e-01	-2.100849e+02	-2.690929e+01	-2.105618e+02	-2.697342e+01	4.158805e+02	1.559619e+02
7.725000e-01	-2.127352e+02	-2.712239e+01	-2.132181e+02	-2.718700e+01	4.210853e+02	1.578867e+02
7.800000e-01	-2.153871e+02	-2.733584e+01	-2.158761e+02	-2.740094e+01	4.262924e+02	1.598121e+02
7.875000e-01	-2.180406e+02	-2.754965e+01	-2.185356e+02	-2.761523e+01	4.315018e+02	1.617382e+02
7.950000e-01	-2.206958e+02	-2.776381e+01	-2.211969e+02	-2.782988e+01	4.367136e+02	1.636649e+02
8.025000e-01	-2.233527e+02	-2.797832e+01	-2.238597e+02	-2.804488e+01	4.419277e+02	1.655923e+02
8.100000e-01	-2.260112e+02	-2.819318e+01	-2.265243e+02	-2.826023e+01	4.471442e+02	1.675204e+02
8.175000e-01	-2.286713e+02	-2.840840e+01	-2.291905e+02	-2.847594e+01	4.523631e+02	1.694491e+02
8.250000e-01	-2.313331e+02	-2.862396e+01	-2.318583e+02	-2.869199e+01	4.575844e+02	1.713785e+02
8.325000e-01	-2.339966e+02	-2.883987e+01	-2.345278e+02	-2.890839e+01	4.628080e+02	1.733085e+02
8.400000e-01	-2.366617e+02	-2.905613e+01	-2.371990e+02	-2.912514e+01	4.680341e+02	1.752391e+02
8.475000e-01	-2.393285e+02	-2.927273e+01	-2.398719e+02	-2.934223e+01	4.732625e+02	1.771704e+02
8.550000e-01	-2.419970e+02	-2.948968e+01	-2.425464e+02	-2.955967e+01	4.784934e+02	1.791024e+02
8.625000e-01	-2.446671e+02	-2.970697e+01	-2.452226e+02	-2.977746e+01	4.837267e+02	1.810350e+02
8.700000e-01	-2.473389e+02	-2.992460e+01	-2.479004e+02	-2.999558e+01	4.889624e+02	1.829682e+02
8.775000e-01	-2.500124e+02	-3.014258e+01	-2.505800e+02	-3.021405e+01	4.942005e+02	1.849021e+02
8.850000e-01	-2.526876e+02	-3.036089e+01	-2.532612e+02	-3.043286e+01	4.994410e+02	1.868366e+02
8.925000e-01	-2.553645e+02	-3.057954e+01	-2.559442e+02	-3.065201e+01	5.046840e+02	1.887717e+02
9.000000e-01	-2.580430e+02	-3.079854e+01	-2.586288e+02	-3.087150e+01	5.099295e+02	1.907074e+02
9.075000e-01	-2.607232e+02	-3.101786e+01	-2.613151e+02	-3.109133e+01	5.151774e+02	1.926438e+02
9.150000e-01	-2.634052e+02	-3.123753e+01	-2.640031e+02	-3.131149e+01	5.204278e+02	1.945808e+02
9.225000e-01	-2.660888e+02	-3.145753e+01	-2.666929e+02	-3.153199e+01	5.256806e+02	1.965184e+02
9.300000e-01	-2.687741e+02	-3.167786e+01	-2.693843e+02	-3.175282e+01	5.309359e+02	1.984567e+02
9.375000e-01	-2.714611e+02	-3.189852e+01	-2.720774e+02	-3.197399e+01	5.361937e+02	2.003955e+02
9.450000e-01	-2.741499e+02	-3.211952e+01	-2.747723e+02	-3.219548e+01	5.414540e+02	2.023349e+02
9.525000e-01	-2.768403e+02	-3.234084e+01	-2.774688e+02	-3.241731e+01	5.467168e+02	2.042750e+02
9.600000e-01	-2.795325e+02	-3.256250e+01	-2.801671e+02	-3.263947e+01	5.519820e+02	2.062157e+02
9.675000e-01	-2.822264e+02	-3.278448e+01	-2.828671e+02	-3.286196e+01	5.572498e+02	2.081569e+02
9.750000e-01	-2.849220e+02	-3.300679e+01	-2.855688e+02	-3.308477e+01	5.625201e+02	2.100988e+02
9.825000e-01	-2.876193e+02	-3.322943e+01	-2.882722e+02	-3.330791e+01	5.677930e+02	2.120413e+02
9.900000e-01	-2.903183e+02	-3.345239e+01	-2.909774e+02	-3.353138e+01	5.730683e+02	2.139843e+02
9.975000e-01	-2.930191e+02	-3.367567e+01	-2.936843e+02	-3.375517e+01	5.783462e+02	2.159280e+02
1.005000e+00	-2.957216e+02	-3.389928e+01	-2.963929e+02	-3.397928e+01	5.836267e+02	2.178722e+02
1.012500e+00	-2.984258e+02	-3.412320e+01	-2.991033e+02	-3.420371e+01	5.889097e+02	2.198171e+02
1.020000e+00	-3.011318e+02	-3.434745e+01	-3.018155e+02	-3.442847e+01	5.941952e+02	2.217625e+02
1.027500e+00	-3.038395e+02	-3.457201e+01	-3.045293e+02	-3.465354e+01	5.994833e+02	2.237085e+02
1.035000e+00	-3.065490e+02	-3.479690e+01	-3.072449e+02	-3.487894e+01	6.047740e+02	2.256550e+02
1.042500e+00	-3.092602e+02	-3.502210e+01	-3.099623e+02	-3.510465e+01	6.100673e+02	2.276022e+02
1.050000e+00	-3.119732e+02	-3.524761e+01	-3.126814e+02	-3.533068e+01	6.153631e+02	2.295499e+02
1.057500e+00	-3.146879e+02	-3.547344e+01	-3.154023e+02	-3.555702e+01	6.206616e+02	2.314982e+02
1.065000e+00	-3.174044e+02	-3.569958e+01	-3.181250e+02	-3.578368e+01	6.259626e+02	2.334471e+02
1.072500e+00	-3.201227e+02	-3.592604e+01	-3.208494e+02	-3.601064e+01	6.312663e+02	2.353965e+02
1.080000e+00	-3.228427e+02	-3.615280e+01	-3.235756e+02	-3.623793e+01	6.365726e+02	2.373465e+02
1.087500e+00	-3.255645e+02	-3.637988e+01	-3.263035e+02	-3.646552e+01	6.418815e+02	2.392970e+02
1.095000e+00	-3.282880e+02	-3.660726e+01	-3.290333e+02	-3.669342e+01	6.471930e+02	2.412481e+02
1.102500e+00	-3.310133e+02	-3.683496e+01	-3.317648e+02	-3.692163e+01	6.525072e+02	2.431998e+02
1.110000e+00	-3.337404e+02	-3.706295e+01	-3.344981e+02	-3.715014e+01	6.578240e+02	2.451520e+02
1.117500e+00	-3.364693e+02	-3.729126e+01	-3.372332e+02	-3.737896e+01	6.631434e+02	2.471048e+02
1.125000e+00	-3.392000e+02	-3.751986e+01	-3.399701e+02	-3.760809e+01	6.684655e+02	2.490581e+02
1.132500e+00	-3.419325e+02	-3.774877e+01	-3.427087e+02	-3.783752e+01	6.737903e+02	2.510119e+02
1.140000e+00	-3.446667e+02	-3.797799e+01	-3.454492e+02	-3.806725e+01	6.791178e+02	2.529663e+02
1.147500e+00	-3.474028e+02	-3.820750e+01	-3.481914e+02	-3.829728e+01	6.844479e+02	2.549213e+02
1.155000e+00	-3.501406e+02	-3.843731e+01	-3.509355e+02	-3.852762e+01	6.897807e+02	2.568767e+02
1.162500e+00	-3.528803e+02	-3.866742e+01	-3.536814e+02	-3.875825e+01	6.951162e+02	2.588327e+02
1.170000e+00	-3.556217e+02	-3.889783e+01	-3.564291e+02	-3.898918e+01	7.004544e+02	2.607892e+02
1.177500e+00	-3.583650e+02	-3.912853e+01	-3.591785e+02	-3.922041e+01	7.057953e+02	2.627463e+02
1.185000e+00	-3.611101e+02	-3.935953e+01	-3.619299e+02	-3.945193e+01	7.111390e+02	2.647039e+02
1.192500e+00	-3.638570e+02	-3.959082e+01	-3.646830e+02	-3.968374e+01	7.164853e+02	2.666620e+02
1.200000e+00	-3.666057e+02	-3.982240e+01	-3.674379e+02	-3.991585e+01	7.218344e+02	2.686206e+02
1.207500e+00	-3.693562e+02	-4.005428e+01	-3.701947e+02	-4.014825e+01	7.271863e+02	2.705797e+02
1.215000e+00	-3.721086e+02	-4.028644e+01	-3.729533e+02	-4.038094e+01	7.325408e+02	2.725394e+02
1.222500e+00	-3.748628e+02	-4.051889e+01	-3.757138e+02	-4.061393e+01	7.378982e+02	2.744995e+02
1.230000e+00	-3.776188e+02	-4.075163e+01	-3.784760e+02	-4.084720e+01	7.432582e+02	2.764602e+02
1.237500e+00	-3.803766e+02	-4.098466e+01	-3.812402e+02	-4.108075e+01	7.486211e+02	2.784214e+02
1.245000e+00	-3.831363e+02	-4.121797e+01	-3.840061e+02	-4.131459e+01	7.539867e+02	2.803831e+02
1.252500e+00	-3.858979e+02	-4.145157e+01	-3.867739e+02	-4.154872e+01	7.593551e+02	2.823452e+02
1.260000e+00	-3.886613e+02	-4.168545e+01	-3.895436e+02	-4.178313e+01	7.647263e+02	2.843079e+02
1.267500e+00	-3.914265e+02	-4.191961e+01	-3.923151e+02	-4.201782e+01	7.701003e+02	2.862711e+02
1.275000e+00	-3.941936e+02	-4.215405e+01	-3.950885e+02	-4.225280e+01	7.754771e+02	2.882347e+02
1.282500e+00	-3.969626e+02	-4.238877e+01	-3.978637e+02	-4.248805e+01	7.808568e+02	2.901989e+02
1.290000e+00	-3.997334e+02	-4.262377e+01	-4.006409e+02	-4.272358e+01	7.862392e+02	2.921635e+02
1.297500e+00	-4.025061e+02	-4.285905e+01	-4.034198e+02	-4.295939e+01	7.916245e+02	2.941286e+02
1.305000e+00	-4.052806e+02	-4.309460e+01	-4.062007e+02	-4.319548e+01	7.970126e+02	2.960942e+02
1.312500e+00	-4.080570e+02	-4.333043e+01	-4.089834e+02	-4.343184e+01	8.024035e+02	2.980603e+02
1.320000e+00	-4.108353e+02	-4.356653e+01	-4.117680e+02	-4.366848e+01	8.077973e+02	3.000268e+02
1.327500e+00	-4.136155e+02	-4.380290e+01	-4.145545e+02	-4.390539e+01	8.131939e+02	3.019938e+02
1.335000e+00	-4.163975e+02	-4.403954e+01	-4.173428e+02	-4.414256e+01	8.185935e+02	3.039613e+02
1.342500e+00	-4.191815e+02	-4.427645e+01	-4.201331e+02	-4.438001e+01	8.239959e+02	3.059293e+02
1.350000e+00	-4.219673e+02	-4.451363e+01	-4.229253e+02	-4.461773e+01	8.294011e+02	3.078977e+02
1.357500e+00	-4.247550e+02	-4.475108e+01	-4.257193e+02	-4.485572e+01	8.348093e+02	3.098666e+02
1.365000e+00	-4.275446e+02	-4.498879e+01	-4.285153e+02	-4.509397e+01	8.402203e+02	3.118359e+02
1.372500e+00	-4.303362e+02	-4.522677e+01	-4.313131e+02	-4.533249e+01	8.456343e+02	3.138057e+02
1.380000e+00	-4.331296e+02	-4.546501e+01	-4.341129e+02	-4.557127e+01	8.510512e+02	3.157759e+02
1.387500e+00	-4.359249e+02	-4.570352e+01	-4.369146e+02	-4.581032e+01	8.564710e+02	3.177466e+02
1.395000e+00	-4.387222e+02	-4.594228e+01	-4.397182e+02	-4.604963e+01	8.618937e+02	3.197178e+02
1.402500e+00	-4.415213e+02	-4.618131e+01	-4.425237e+02	-4.628919e+01	8.673193e+02	3.216893e+02
1.410000e+00	-4.443224e+02	-4.642059e+01	-4.453311e+02	-4.652902e+01	8.727479e+02	3.236614e+02
1.417500e+00	-4.471254e+02	-4.666013e+01	-4.481405e+02	-4.676910e+01	8.781795e+02	3.256338e+02
1.425000e+00	-4.499303e+02	-4.689993e+01	-4.509517e+02	-4.700944e+01	8.836140e+02	3.276067e+02
1.432500e+00	-4.527372e+02	-4.713998e+01	-4.537650e+02	-4.725004e+01	8.890515e+02	3.295800e+02
1.440000e+00	-4.555459e+02	-4.738028e+01	-4.565801e+02	-4.749089e+01	8.944919e+02	3.315538e+02
1.447500e+00	-4.583567e+02	-4.762084e+01	-4.593972e+02	-4.773199e+01	8.999353e+02	3.335279e+02
1.455000e+00	-4.611693e+02	-4.786165e+01	-4.622163e+02	-4.797335e+01	9.053818e+02	3.355025e+02
1.462500e+00	-4.639839e+02	-4.810270e+01	-4.650373e+02	-4.821495e+01	9.108312e+02	3.374776e+02
1.470000e+00	-4.668005e+02	-4.834401e+01	-4.678602e+02	-4.845681e+01	9.162836e+02	3.394530e+02
1.477500e+00	-4.696190e+02	-4.858556e+01	-4.706851e+02	-4.869891e+01	9.217390e+02	3.414289e+02
1.485000e+00	-4.724395e+02	-4.882736e+01	-4.735120e+02	-4.894126e+01	9.271975e+02	3.434051e+02
1.492500e+00	-4.752619e+02	-4.906941e+01	-4.763408e+02	-4.918385e+01	9.326590e+02	3.453818e+02
1.500000e+00	-4.780863e+02	-4.931170e+01	-4.791716e+02	-4.942669e+01	9.381235e+02	3.473589e+02
1.507500e+00	-4.809126e+02	-4.955423e+01	-4.820044e+02	-4.966977e+01	9.435911e+02	3.493363e+02
1.515000e+00	-4.837409e+02	-4.979700e+01	-4.848391e+02	-4.991309e+01	9.490617e+02	3.513142e+02
1.522500e+00	-4.865712e+02	-5.004001e+01	-4.876758e+02	-5.015666e+01	9.545354e+02	3.532925e+02
1.530000e+00	-4.894035e+02	-5.028326e+01	-4.905145e+02	-5.040046e+01	9.600122e+02	3.552712e+02
1.537500e+00	-4.922377e+02	-5.052674e+01	-4.933552e+02	-5.064450e+01	9.654920e+02	3.572502e+02
1.545000e+00	-4.950740e+02	-5.077047e+01	-4.961979e+02	-5.088877e+01	9.709749e+02	3.592297e+02
1.552500e+00	-4.979122e+02	-5.101442e+01	-4.990426e+02	-5.113328e+01	9.764609e+02	3.612095e+02
1.560000e+00	-5.007524e+02	-5.125861e+01	-5.018892e+02	-5.137803e+01	9.819501e+02	3.631897e+02
1.567500e+00	-5.035946e+02	-5.150303e+01	-5.047379e+02	-5.162300e+01	9.874423e+02	3.651703e+02
1.575000e+00	-5.064389e+02	-5.174769e+01	-5.075886e+02	-5.186821e+01	9.929376e+02	3.671513e+02
1.582500e+00	-5.092851e+02	-5.199257e+01	-5.104413e+02	-5.211365e+01	9.984361e+02	3.691326e+02
1.590000e+00	-5.121333e+02	-5.223768e+01	-5.132960e+02	-5.235931e+01	1.003938e+03	3.711144e+02
1.597500e+00	-5.149836e+02	-5.248301e+01	-5.161527e+02	-5.260521e+01	1.009442e+03	3.730964e+02
1.605000e+00	-5.178358e+02	-5.272857e+01	-5.190114e+02	-5.285133e+01	1.014950e+03	3.750789e+02
1.612500e+00	-5.206901e+02	-5.297436e+01	-5.218722e+02	-5.309767e+01	1.020461e+03	3.770617e+02
1.620000e+00	-5.235464e+02	-5.322037e+01	-5.247350e+02	-5.334424e+01	1.025976e+03	3.790449e+02
1.627500e+00	-5.264047e+02	-5.346660e+01	-5.275998e+02	-5.359102e+01	1.031493e+03	3.810284e+02
1.635000e+00	-5.292651e+02	-5.371305e+01	-5.304666e+02	-5.383803e+01	1.037014e+03	3.830123e+02
1.642500e+00	-5.321275e+02	-5.395972e+01	-5.333355e+02	-5.408526e+01	1.042538e+03	3.849965e+02
1.650000e+00	-5.349919e+02	-5.420660e+01	-5.362065e+02	-5.433271e+01	1.048065e+03	3.869811e+02
1.657500e+00	-5.378584e+02	-5.445371e+01	-5.390794e+02	-5.458037e+01	1.053595e+03	3.889660e+02
1.665000e+00	-5.407269e+02	-5.470102e+01	-5.419545e+02	-5.482825e+01	1.059128e+03	3.909512e+02
1.672500e+00	-5.435975e+02	-5.494855e+01	-5.448316e+02	-5.507634e+01	1.064665e+03	3.929368e+02
1.680000e+00	-5.464701e+02	-5.519630e+01	-5.477107e+02	-5.532465e+01	1.070205e+03	3.949227e+02
1.687500e+00	-5.493448e+02	-5.544425e+01	-5.505919e+02	-5.557316e+01	1.075748e+03	3.969090e+02
1.695000e+00	-5.522216e+02	-5.569241e+01	-5.534752e+02	-5.582189e+01	1.081294e+03	3.988956e+02
1.702500e+00	-5.551004e+02	-5.594078e+01	-5.563606e+02	-5.607083e+01	1.086844e+03	4.008825e+02
1.710000e+00	-5.579813e+02	-5.618936e+01	-5.592480e+02	-5.631997e+01	1.092397e+03	4.028697e+02
1.717500e+00	-5.608642e+02	-5.643814e+01	-5.621375e+02	-5.656931e+01	1.097953e+03	4.048573e+02
1.725000e+00	-5.637493e+02	-5.668713e+01	-5.650291e+02	-5.681887e+01	1.103512e+03	4.068451e+02
