"LEM_ADAMSS"

"Time      "	".rama_wahacz_L.Element_Force.X"	".rama_wahacz_L.Element_Force.Y"	".rama_wahacz_P.Element_Force.X"	".rama_wahacz_P.Element_Force.Y"	".link_wahacz.Element_Force.X"	".link_wahacz.Element_Force.Y"
2.820000e+00	-2.122067e+03	-3.270057e+01	-2.117713e+03	-3.347060e+01	3.475485e+03	9.426521e+02
2.825000e+00	-2.151541e+03	-3.191261e+01	-2.146019e+03	-3.070247e+01	3.520701e+03	9.541334e+02
2.827320e+00	-2.133281e+03	-3.166053e+01	-2.127894e+03	-3.058909e+01	3.491972e+03	9.461318e+02
2.830000e+00	-2.143495e+03	-3.140975e+01	-2.138343e+03	-3.077028e+01	3.498060e+03	9.474953e+02
2.833941e+00	-2.137028e+03	-3.213061e+01	-2.132538e+03	-3.271000e+01	3.493997e+03	9.460319e+02
2.835000e+00	-2.138509e+03	-3.192996e+01	-2.133540e+03	-3.164791e+01	3.500772e+03	9.477057e+02
2.840000e+00	-2.135319e+03	-3.229157e+01	-2.130904e+03	-3.301191e+01	3.497199e+03	9.461887e+02
2.845000e+00	-2.163401e+03	-3.139388e+01	-2.157931e+03	-3.031188e+01	3.537004e+03	9.561824e+02
2.850000e+00	-2.156052e+03	-3.089056e+01	-2.150765e+03	-3.006233e+01	3.518025e+03	9.505364e+02
2.855000e+00	-2.111318e+03	-3.303431e+01	-2.107978e+03	-3.564251e+01	3.471489e+03	9.375558e+02
2.860000e+00	-2.146504e+03	-3.166000e+01	-2.141777e+03	-3.187162e+01	3.516022e+03	9.489341e+02
2.865000e+00	-2.159677e+03	-3.073002e+01	-2.154135e+03	-2.950464e+01	3.532500e+03	9.526082e+02
2.870000e+00	-2.165146e+03	-3.066976e+01	-2.159987e+03	-3.012630e+01	3.534932e+03	9.527471e+02
2.875000e+00	-2.142803e+03	-3.168869e+01	-2.138538e+03	-3.273335e+01	3.513248e+03	9.464101e+02
2.877584e+00	-2.147931e+03	-3.306813e+01	-2.144557e+03	-3.583288e+01	3.533246e+03	9.513737e+02
2.880000e+00	-2.163900e+03	-3.051077e+01	-2.159010e+03	-3.044115e+01	3.532028e+03	9.507653e+02
2.885000e+00	-2.147610e+03	-3.120844e+01	-2.143053e+03	-3.176176e+01	3.520319e+03	9.471747e+02
2.890000e+00	-2.158745e+03	-3.209488e+01	-2.154928e+03	-3.406498e+01	3.543200e+03	9.526051e+02
2.895000e+00	-2.191662e+03	-2.930457e+01	-2.185569e+03	-2.716170e+01	3.573688e+03	9.600835e+02
2.900000e+00	-2.164510e+03	-3.328609e+01	-2.161878e+03	-3.757767e+01	3.558402e+03	9.554508e+02
2.905000e+00	-2.202226e+03	-2.735946e+01	-2.195095e+03	-2.317058e+01	3.576575e+03	9.594925e+02
2.910000e+00	-2.211350e+03	-2.650169e+01	-2.206092e+03	-2.586106e+01	3.537483e+03	9.487506e+02
2.915000e+00	-2.158426e+03	-3.430837e+01	-2.154928e+03	-3.722773e+01	3.590950e+03	9.625729e+02
2.920000e+00	-2.181909e+03	-2.884969e+01	-2.175150e+03	-2.530221e+01	3.583335e+03	9.594944e+02
2.925000e+00	-2.270156e+03	-2.115025e+01	-2.261398e+03	-1.397475e+01	3.581677e+03	9.585939e+02
2.930000e+00	-2.196989e+03	-3.200988e+01	-2.193840e+03	-3.615312e+01	3.592747e+03	9.607857e+02
2.932500e+00	-2.161998e+03	-2.767862e+01	-2.152269e+03	-1.918051e+01	3.585250e+03	9.584345e+02
2.935000e+00	-2.197982e+03	-3.272031e+01	-2.197766e+03	-4.014137e+01	3.596266e+03	9.611069e+02
2.940000e+00	-2.240653e+03	-2.718614e+01	-2.235562e+03	-2.679774e+01	3.607434e+03	9.639364e+02
2.941654e+00	-2.136665e+03	-2.132515e+01	-2.123147e+03	-4.603057e+00	3.511521e+03	9.381789e+02
2.945000e+00	-2.145955e+03	-3.578864e+01	-2.141291e+03	-3.679637e+01	3.641495e+03	9.724639e+02
2.950000e+00	-2.212794e+03	-2.938892e+01	-2.208980e+03	-3.139304e+01	3.598100e+03	9.601970e+02
2.951611e+00	-2.251581e+03	-2.653610e+01	-2.245515e+03	-2.443999e+01	3.633301e+03	9.692438e+02
2.955000e+00	-2.261691e+03	-2.607772e+01	-2.254854e+03	-2.266153e+01	3.652659e+03	9.738727e+02
2.956667e+00	-2.201148e+03	-3.200001e+01	-2.198623e+03	-3.657934e+01	3.615634e+03	9.638349e+02
2.960000e+00	-2.197094e+03	-3.033687e+01	-2.194129e+03	-3.404211e+01	3.587328e+03	9.558380e+02
2.965000e+00	-2.227614e+03	-2.715997e+01	-2.220199e+03	-2.275441e+01	3.645031e+03	9.705868e+02
2.970000e+00	-2.209546e+03	-3.277820e+01	-2.207127e+03	-3.792759e+01	3.643921e+03	9.697108e+02
2.975000e+00	-2.237912e+03	-2.701804e+01	-2.233791e+03	-2.851259e+01	3.602687e+03	9.585543e+02
2.980000e+00	-2.219841e+03	-2.888027e+01	-2.212320e+03	-2.426043e+01	3.683569e+03	9.788729e+02
2.985000e+00	-2.246724e+03	-2.632881e+01	-2.242361e+03	-2.753524e+01	3.611343e+03	9.592229e+02
2.990000e+00	-2.251837e+03	-2.711207e+01	-2.246227e+03	-2.601915e+01	3.659430e+03	9.715767e+02
2.995000e+00	-2.199345e+03	-3.049040e+01	-2.194991e+03	-3.185054e+01	3.637386e+03	9.650763e+02
3.000000e+00	-2.241338e+03	-2.767178e+01	-2.236488e+03	-2.799334e+01	3.650086e+03	9.677800e+02
3.005000e+00	-2.246994e+03	-2.736857e+01	-2.241465e+03	-2.652629e+01	3.666363e+03	9.713868e+02
3.010000e+00	-2.223989e+03	-2.830385e+01	-2.219552e+03	-2.937164e+01	3.638859e+03	9.636431e+02
3.015000e+00	-2.241896e+03	-2.805175e+01	-2.237188e+03	-2.870000e+01	3.665447e+03	9.699818e+02
3.020000e+00	-2.291869e+03	-2.577174e+01	-2.284987e+03	-2.264841e+01	3.725772e+03	9.851314e+02
3.025000e+00	-2.263131e+03	-2.697023e+01	-2.257933e+03	-2.676237e+01	3.687461e+03	9.744236e+02
3.030000e+00	-2.253002e+03	-2.783436e+01	-2.248433e+03	-2.878150e+01	3.683348e+03	9.727961e+02
3.035000e+00	-2.287055e+03	-2.668387e+01	-2.281218e+03	-2.546892e+01	3.730774e+03	9.844649e+02
3.037335e+00	-2.265539e+03	-2.661451e+01	-2.259900e+03	-2.565234e+01	3.699509e+03	9.759775e+02
3.040000e+00	-2.275633e+03	-2.634161e+01	-2.270229e+03	-2.580569e+01	3.704851e+03	9.770783e+02
3.045000e+00	-2.245924e+03	-2.786953e+01	-2.241649e+03	-2.934799e+01	3.679855e+03	9.699795e+02
3.050000e+00	-2.264796e+03	-2.714129e+01	-2.260096e+03	-2.789692e+01	3.700918e+03	9.748292e+02
3.055000e+00	-2.309923e+03	-2.531399e+01	-2.303393e+03	-2.291943e+01	3.758473e+03	9.891603e+02
3.057778e+00	-2.281955e+03	-2.569838e+01	-2.276003e+03	-2.419872e+01	3.722568e+03	9.793846e+02
3.060000e+00	-2.285907e+03	-2.561956e+01	-2.280480e+03	-2.506241e+01	3.717870e+03	9.779451e+02
3.065000e+00	-2.268588e+03	-2.683428e+01	-2.263778e+03	-2.743606e+01	3.711561e+03	9.757221e+02
3.069167e+00	-2.296885e+03	-2.482672e+01	-2.290751e+03	-2.304645e+01	3.733722e+03	9.810122e+02
3.070000e+00	-2.293960e+03	-2.593269e+01	-2.288796e+03	-2.596527e+01	3.735466e+03	9.813756e+02
3.075000e+00	-2.277745e+03	-2.632741e+01	-2.272706e+03	-2.654625e+01	3.722937e+03	9.775752e+02
3.077773e+00	-2.268766e+03	-2.805709e+01	-2.264892e+03	-3.040624e+01	3.730219e+03	9.789080e+02
3.080000e+00	-2.284016e+03	-2.630325e+01	-2.279127e+03	-2.681457e+01	3.733348e+03	9.794236e+02
3.085000e+00	-2.308141e+03	-2.526595e+01	-2.302550e+03	-2.455802e+01	3.759896e+03	9.856859e+02
3.090000e+00	-2.278214e+03	-2.709932e+01	-2.274540e+03	-2.980885e+01	3.727343e+03	9.766330e+02
3.095000e+00	-2.312655e+03	-2.297630e+01	-2.305089e+03	-1.853620e+01	3.763254e+03	9.851951e+02
3.100000e+00	-2.285698e+03	-2.815543e+01	-2.282832e+03	-3.253430e+01	3.749826e+03	9.812002e+02
3.105000e+00	-2.291402e+03	-2.663652e+01	-2.286424e+03	-2.681509e+01	3.776561e+03	9.872365e+02
3.110000e+00	-2.323794e+03	-2.221236e+01	-2.317397e+03	-1.987329e+01	3.751337e+03	9.801847e+02
3.115000e+00	-2.325387e+03	-2.441288e+01	-2.320387e+03	-2.497899e+01	3.772174e+03	9.850935e+02
3.120000e+00	-2.289594e+03	-2.804352e+01	-2.285906e+03	-3.116205e+01	3.778185e+03	9.861699e+02
3.123333e+00	-2.326975e+03	-2.776464e+01	-2.323971e+03	-3.235746e+01	3.810502e+03	9.939458e+02
3.125000e+00	-2.311556e+03	-2.384338e+01	-2.305746e+03	-2.219798e+01	3.779059e+03	9.853062e+02
3.130000e+00	-2.344292e+03	-2.111682e+01	-2.334783e+03	-1.333808e+01	3.824739e+03	9.967642e+02
3.135000e+00	-2.334764e+03	-2.101151e+01	-2.330246e+03	-2.223951e+01	3.721652e+03	9.690294e+02
3.140000e+00	-2.336284e+03	-2.479158e+01	-2.331123e+03	-2.505649e+01	3.817782e+03	9.937723e+02
3.143333e+00	-2.279818e+03	-2.716729e+01	-2.274494e+03	-2.735519e+01	3.794905e+03	9.873443e+02
3.145000e+00	-2.290263e+03	-2.681388e+01	-2.284941e+03	-2.701842e+01	3.801950e+03	9.890232e+02
3.150000e+00	-2.364372e+03	-2.250951e+01	-2.359352e+03	-2.283825e+01	3.813367e+03	9.913884e+02
3.151667e+00	-2.371840e+03	-2.193379e+01	-2.366396e+03	-2.146622e+01	3.821008e+03	9.931017e+02
3.155000e+00	-2.352863e+03	-2.326364e+01	-2.347417e+03	-2.293925e+01	3.825294e+03	9.936823e+02
3.160000e+00	-2.326264e+03	-2.481716e+01	-2.321480e+03	-2.577724e+01	3.812858e+03	9.898442e+02
3.165000e+00	-2.367591e+03	-2.316293e+01	-2.361632e+03	-2.208032e+01	3.858796e+03	1.000930e+03
3.167500e+00	-2.355867e+03	-2.283411e+01	-2.349932e+03	-2.171258e+01	3.837798e+03	9.951991e+02
3.170000e+00	-2.360368e+03	-2.263802e+01	-2.354695e+03	-2.196414e+01	3.836737e+03	9.946353e+02
3.175000e+00	-2.322699e+03	-2.497763e+01	-2.318461e+03	-2.691116e+01	3.813665e+03	9.880352e+02
3.180000e+00	-2.381671e+03	-2.160704e+01	-2.374659e+03	-1.862459e+01	3.875169e+03	1.003145e+03
3.185000e+00	-2.341467e+03	-2.674962e+01	-2.338813e+03	-3.185692e+01	3.853409e+03	9.968100e+02
3.190000e+00	-2.388684e+03	-1.940527e+01	-2.381940e+03	-1.661058e+01	3.844030e+03	9.936432e+02
3.195000e+00	-2.346497e+03	-2.444962e+01	-2.342449e+03	-2.691118e+01	3.843734e+03	9.931773e+02
3.200000e+00	-2.349411e+03	-2.404358e+01	-2.343866e+03	-2.365969e+01	3.875460e+03	1.000532e+03
3.205000e+00	-2.385774e+03	-2.062721e+01	-2.380152e+03	-2.004201e+01	3.853421e+03	9.942782e+02
3.210000e+00	-2.414003e+03	-2.134603e+01	-2.405732e+03	-1.649226e+01	3.955098e+03	1.019798e+03
3.215000e+00	-2.416625e+03	-1.860907e+01	-2.412201e+03	-2.026313e+01	3.836276e+03	9.881222e+02
3.220000e+00	-2.376492e+03	-2.291073e+01	-2.372047e+03	-2.471791e+01	3.875696e+03	9.982735e+02
3.225000e+00	-2.352289e+03	-2.317073e+01	-2.345415e+03	-2.051393e+01	3.904458e+03	1.004541e+03
3.230000e+00	-2.400975e+03	-2.087742e+01	-2.396343e+03	-2.231190e+01	3.876637e+03	9.969839e+02
3.231667e+00	-2.425627e+03	-1.946966e+01	-2.419632e+03	-1.831797e+01	3.908848e+03	1.005027e+03
3.235000e+00	-2.418441e+03	-1.966807e+01	-2.412200e+03	-1.802435e+01	3.912554e+03	1.005445e+03
3.240000e+00	-2.371806e+03	-2.371558e+01	-2.367461e+03	-2.588078e+01	3.901704e+03	1.001964e+03
3.245000e+00	-2.381726e+03	-2.037102e+01	-2.376297e+03	-1.994868e+01	3.876730e+03	9.946444e+02
3.248750e+00	-2.428991e+03	-1.864204e+01	-2.423257e+03	-1.789581e+01	3.904327e+03	1.001577e+03
3.250000e+00	-2.423318e+03	-1.984720e+01	-2.417826e+03	-1.967815e+01	3.918130e+03	1.004969e+03
3.255000e+00	-2.396307e+03	-2.195440e+01	-2.390390e+03	-2.126787e+01	3.938855e+03	1.009447e+03
3.258750e+00	-2.417927e+03	-1.917487e+01	-2.410744e+03	-1.607448e+01	3.933729e+03	1.007684e+03
3.260000e+00	-2.407948e+03	-2.156557e+01	-2.403259e+03	-2.305543e+01	3.925886e+03	1.005552e+03
3.265000e+00	-2.421290e+03	-2.011933e+01	-2.415874e+03	-2.014515e+01	3.932779e+03	1.006542e+03
3.270000e+00	-2.408369e+03	-2.066731e+01	-2.402968e+03	-2.078665e+01	3.929667e+03	1.005141e+03
3.275000e+00	-2.412808e+03	-2.031730e+01	-2.406802e+03	-1.941500e+01	3.944349e+03	1.007994e+03
3.280000e+00	-2.395771e+03	-2.080317e+01	-2.390963e+03	-2.194188e+01	3.913187e+03	9.995426e+02
3.285000e+00	-2.417244e+03	-2.038830e+01	-2.412079e+03	-2.095998e+01	3.944222e+03	1.006696e+03
3.290000e+00	-2.454382e+03	-1.863215e+01	-2.447984e+03	-1.706227e+01	3.982748e+03	1.015742e+03
3.295000e+00	-2.438689e+03	-1.838661e+01	-2.432425e+03	-1.692634e+01	3.958460e+03	1.008921e+03
3.300000e+00	-2.432816e+03	-2.045801e+01	-2.427358e+03	-2.064651e+01	3.984161e+03	1.014806e+03
3.305000e+00	-2.438594e+03	-1.970314e+01	-2.433600e+03	-2.061742e+01	3.971708e+03	1.010903e+03
3.310000e+00	-2.462981e+03	-1.865308e+01	-2.456943e+03	-1.779630e+01	4.005825e+03	1.018689e+03
3.315000e+00	-2.453252e+03	-1.763785e+01	-2.446968e+03	-1.619752e+01	3.978609e+03	1.011200e+03
3.320000e+00	-2.435160e+03	-1.989985e+01	-2.430128e+03	-2.085599e+01	3.984150e+03	1.011934e+03
3.325000e+00	-2.469558e+03	-1.818767e+01	-2.463443e+03	-1.723874e+01	4.017940e+03	1.019683e+03
3.328889e+00	-2.452876e+03	-1.894481e+01	-2.447853e+03	-1.989823e+01	3.994398e+03	1.013281e+03
3.330000e+00	-2.460546e+03	-1.828133e+01	-2.454797e+03	-1.793265e+01	4.005108e+03	1.015802e+03
3.335000e+00	-2.443446e+03	-1.898408e+01	-2.438265e+03	-1.966278e+01	3.990619e+03	1.011466e+03
3.340000e+00	-2.475349e+03	-1.725759e+01	-2.468646e+03	-1.526421e+01	4.029303e+03	1.020405e+03
3.345000e+00	-2.452861e+03	-2.025016e+01	-2.449049e+03	-2.358203e+01	4.013708e+03	1.015782e+03
3.350000e+00	-2.483398e+03	-1.585367e+01	-2.476740e+03	-1.377814e+01	4.018031e+03	1.016120e+03
3.355000e+00	-2.439211e+03	-1.996007e+01	-2.435106e+03	-2.268679e+01	4.002783e+03	1.011775e+03
3.360000e+00	-2.483805e+03	-1.530747e+01	-2.476216e+03	-1.158377e+01	4.032165e+03	1.018376e+03
3.365000e+00	-2.463872e+03	-1.939626e+01	-2.459883e+03	-2.242941e+01	4.029091e+03	1.017011e+03
3.370000e+00	-2.465830e+03	-1.852009e+01	-2.460383e+03	-1.872286e+01	4.051260e+03	1.021662e+03
3.375000e+00	-2.492774e+03	-1.530286e+01	-2.486491e+03	-1.398569e+01	4.030831e+03	1.015931e+03
3.376667e+00	-2.485162e+03	-1.749082e+01	-2.480137e+03	-1.870851e+01	4.043796e+03	1.019059e+03
3.380000e+00	-2.497987e+03	-1.640274e+01	-2.492375e+03	-1.652178e+01	4.051253e+03	1.020451e+03
3.381667e+00	-2.484527e+03	-1.695951e+01	-2.479231e+03	-1.750099e+01	4.043761e+03	1.018344e+03
3.385000e+00	-2.468707e+03	-1.893829e+01	-2.464063e+03	-2.097224e+01	4.053440e+03	1.020352e+03
3.390000e+00	-2.520454e+03	-1.347155e+01	-2.512826e+03	-9.678733e+00	4.066783e+03	1.022973e+03
3.395000e+00	-2.494239e+03	-1.810735e+01	-2.489926e+03	-2.076424e+01	4.072199e+03	1.023543e+03
3.400000e+00	-2.517780e+03	-1.431137e+01	-2.510732e+03	-1.178540e+01	4.077606e+03	1.024199e+03
3.405000e+00	-2.486880e+03	-1.797208e+01	-2.482520e+03	-2.045073e+01	4.070688e+03	1.021758e+03
3.406667e+00	-2.510984e+03	-1.454340e+01	-2.504006e+03	-1.204092e+01	4.081036e+03	1.024076e+03
3.410000e+00	-2.498979e+03	-1.664359e+01	-2.493347e+03	-1.663069e+01	4.091584e+03	1.026141e+03
3.415000e+00	-2.519754e+03	-1.437834e+01	-2.513638e+03	-1.350259e+01	4.078228e+03	1.022142e+03
3.420000e+00	-2.515579e+03	-1.562578e+01	-2.509990e+03	-1.591787e+01	4.092683e+03	1.025113e+03
3.425000e+00	-2.503327e+03	-1.673450e+01	-2.498268e+03	-1.802804e+01	4.095635e+03	1.025183e+03
3.426667e+00	-2.525921e+03	-1.439709e+01	-2.519334e+03	-1.271292e+01	4.107584e+03	1.027892e+03
3.430000e+00	-2.539515e+03	-1.310067e+01	-2.532470e+03	-1.054013e+01	4.107817e+03	1.027497e+03
3.431667e+00	-2.520157e+03	-1.627284e+01	-2.515528e+03	-1.838627e+01	4.104355e+03	1.026432e+03
3.435000e+00	-2.517704e+03	-1.652054e+01	-2.512963e+03	-1.847183e+01	4.113004e+03	1.028009e+03
3.440000e+00	-2.541678e+03	-1.338348e+01	-2.534881e+03	-1.142962e+01	4.120049e+03	1.029048e+03
3.445000e+00	-2.519049e+03	-1.609331e+01	-2.514347e+03	-1.803378e+01	4.114891e+03	1.027031e+03
3.448750e+00	-2.488032e+03	-2.135380e+01	-2.485552e+03	-2.770077e+01	4.159531e+03	1.036966e+03
3.450000e+00	-2.492265e+03	-1.554452e+01	-2.487657e+03	-1.705761e+01	4.083729e+03	1.017827e+03
3.455000e+00	-2.565241e+03	-1.228939e+01	-2.559169e+03	-1.160651e+01	4.125022e+03	1.028257e+03
3.460000e+00	-2.554963e+03	-1.490236e+01	-2.547433e+03	-1.211657e+01	4.205309e+03	1.047351e+03
3.465000e+00	-2.549621e+03	-1.299583e+01	-2.543756e+03	-1.274066e+01	4.126628e+03	1.027033e+03
3.470000e+00	-2.512387e+03	-1.512342e+01	-2.506954e+03	-1.577547e+01	4.119498e+03	1.024719e+03
3.475000e+00	-2.539795e+03	-1.523495e+01	-2.534854e+03	-1.685517e+01	4.156951e+03	1.033092e+03
3.480000e+00	-2.562319e+03	-1.275520e+01	-2.556216e+03	-1.217061e+01	4.157498e+03	1.032494e+03
3.485000e+00	-2.543344e+03	-1.386002e+01	-2.537907e+03	-1.449626e+01	4.148411e+03	1.029584e+03
3.489167e+00	-2.572406e+03	-1.200099e+01	-2.565858e+03	-1.064717e+01	4.169924e+03	1.034339e+03
3.490000e+00	-2.568471e+03	-1.294735e+01	-2.562637e+03	-1.293960e+01	4.173236e+03	1.035028e+03
3.495000e+00	-2.551848e+03	-1.345255e+01	-2.546158e+03	-1.369462e+01	4.163492e+03	1.031998e+03
3.497778e+00	-2.546156e+03	-1.462779e+01	-2.541296e+03	-1.638253e+01	4.172761e+03	1.033651e+03
3.500000e+00	-2.558484e+03	-1.332758e+01	-2.552868e+03	-1.372677e+01	4.175208e+03	1.033921e+03
3.505000e+00	-2.551663e+03	-1.304373e+01	-2.546199e+03	-1.366018e+01	4.159284e+03	1.029408e+03
3.510000e+00	-2.562112e+03	-1.401056e+01	-2.557124e+03	-1.564468e+01	4.193908e+03	1.037007e+03
3.515000e+00	-2.587101e+03	-1.144315e+01	-2.580936e+03	-1.084298e+01	4.195720e+03	1.036721e+03
3.520000e+00	-2.566319e+03	-1.262601e+01	-2.560833e+03	-1.327736e+01	4.185861e+03	1.033628e+03
3.524167e+00	-2.596017e+03	-1.073806e+01	-2.589418e+03	-9.393239e+00	4.207486e+03	1.038385e+03
3.525000e+00	-2.591976e+03	-1.168361e+01	-2.586086e+03	-1.167581e+01	4.210896e+03	1.039093e+03
3.530000e+00	-2.575155e+03	-1.219705e+01	-2.569412e+03	-1.244396e+01	4.201129e+03	1.036070e+03
3.532778e+00	-2.569402e+03	-1.336330e+01	-2.564480e+03	-1.510797e+01	4.210590e+03	1.037753e+03
3.535000e+00	-2.581794e+03	-1.206741e+01	-2.576120e+03	-1.246515e+01	4.212959e+03	1.038002e+03
3.540000e+00	-2.575666e+03	-1.177055e+01	-2.570136e+03	-1.237256e+01	4.197733e+03	1.033675e+03
3.545000e+00	-2.586758e+03	-1.284650e+01	-2.581732e+03	-1.454483e+01	4.235715e+03	1.042038e+03
3.550000e+00	-2.610554e+03	-1.011218e+01	-2.604409e+03	-9.632533e+00	4.230437e+03	1.040013e+03
3.555000e+00	-2.592010e+03	-1.126965e+01	-2.586394e+03	-1.179598e+01	4.226266e+03	1.038330e+03
3.560000e+00	-2.630991e+03	-9.838356e+00	-2.624414e+03	-8.730216e+00	4.271244e+03	1.048497e+03
3.564167e+00	-2.605257e+03	-1.173200e+01	-2.600391e+03	-1.372207e+01	4.250094e+03	1.042723e+03
3.565000e+00	-2.609211e+03	-1.047225e+01	-2.603508e+03	-1.079945e+01	4.244681e+03	1.041275e+03
3.570000e+00	-2.629641e+03	-9.809705e+00	-2.623631e+03	-9.677965e+00	4.269287e+03	1.046350e+03
3.572778e+00	-2.630880e+03	-8.698674e+00	-2.623963e+03	-6.961878e+00	4.261127e+03	1.044201e+03
3.575000e+00	-2.626893e+03	-9.478827e+00	-2.620763e+03	-9.122529e+00	4.261770e+03	1.044060e+03
3.580000e+00	-2.635650e+03	-9.830110e+00	-2.629383e+03	-9.357366e+00	4.292346e+03	1.050598e+03
3.585000e+00	-2.632498e+03	-7.965089e+00	-2.625810e+03	-6.472139e+00	4.254524e+03	1.040837e+03
3.590000e+00	-2.594905e+03	-1.208412e+01	-2.589996e+03	-1.410520e+01	4.270870e+03	1.044106e+03
3.593750e+00	-2.632564e+03	-9.384093e+00	-2.626347e+03	-8.992282e+00	4.288570e+03	1.047746e+03
3.595000e+00	-2.627719e+03	-9.616710e+00	-2.622009e+03	-1.009321e+01	4.278382e+03	1.045084e+03
3.600000e+00	-2.638634e+03	-8.744354e+00	-2.632406e+03	-8.306265e+00	4.288317e+03	1.046680e+03
3.605000e+00	-2.623310e+03	-9.463249e+00	-2.617653e+03	-1.005056e+01	4.277271e+03	1.043322e+03
3.609219e+00	-2.651396e+03	-7.478007e+00	-2.644641e+03	-6.071603e+00	4.294101e+03	1.046797e+03
3.610000e+00	-2.651026e+03	-8.292149e+00	-2.644911e+03	-8.117631e+00	4.300740e+03	1.048294e+03
3.615000e+00	-2.636675e+03	-8.848823e+00	-2.630795e+03	-9.078732e+00	4.294489e+03	1.046135e+03
3.617778e+00	-2.624444e+03	-1.025818e+01	-2.619313e+03	-1.189127e+01	4.302797e+03	1.047507e+03
3.620000e+00	-2.640227e+03	-8.849771e+00	-2.634403e+03	-9.223188e+00	4.305677e+03	1.047869e+03
3.625000e+00	-2.634342e+03	-8.618520e+00	-2.628648e+03	-9.179464e+00	4.292688e+03	1.044097e+03
3.630000e+00	-2.648772e+03	-1.005914e+01	-2.643655e+03	-1.197768e+01	4.343475e+03	1.055391e+03
3.635000e+00	-2.662483e+03	-6.163018e+00	-2.656492e+03	-6.037458e+00	4.290390e+03	1.041693e+03
3.636667e+00	-2.695131e+03	-5.247761e+00	-2.688808e+03	-4.574022e+00	4.321521e+03	1.049056e+03
3.640000e+00	-2.670168e+03	-7.229397e+00	-2.663716e+03	-6.566305e+00	4.341717e+03	1.053506e+03
3.645000e+00	-2.636907e+03	-9.268221e+00	-2.632022e+03	-1.142349e+01	4.317406e+03	1.047000e+03
3.650000e+00	-2.682617e+03	-5.306628e+00	-2.675228e+03	-2.783384e+00	4.342163e+03	1.052192e+03
3.655000e+00	-2.660449e+03	-8.475615e+00	-2.655330e+03	-1.028529e+01	4.346202e+03	1.052434e+03
3.660000e+00	-2.688234e+03	-5.890645e+00	-2.681272e+03	-4.334094e+00	4.366099e+03	1.056333e+03
3.665000e+00	-2.668278e+03	-8.291768e+00	-2.663433e+03	-1.064388e+01	4.358499e+03	1.053746e+03
3.670000e+00	-2.692354e+03	-5.272479e+00	-2.685669e+03	-4.129363e+00	4.361692e+03	1.053743e+03
3.675000e+00	-2.665963e+03	-7.570468e+00	-2.660620e+03	-8.983942e+00	4.358095e+03	1.052228e+03
3.680000e+00	-2.694861e+03	-5.016789e+00	-2.687878e+03	-3.392769e+00	4.375222e+03	1.055562e+03
3.685000e+00	-2.685213e+03	-6.820148e+00	-2.679761e+03	-8.087786e+00	4.379365e+03	1.055803e+03
3.690000e+00	-2.688192e+03	-5.231523e+00	-2.682165e+03	-5.319830e+00	4.362517e+03	1.050784e+03
3.695000e+00	-2.693922e+03	-5.242411e+00	-2.687376e+03	-4.549450e+00	4.386315e+03	1.055808e+03
3.700000e+00	-2.680795e+03	-6.015000e+00	-2.675094e+03	-6.797076e+00	4.374080e+03	1.052266e+03
3.705000e+00	-2.702207e+03	-7.105095e+00	-2.696854e+03	-8.899806e+00	4.430441e+03	1.064808e+03
3.710000e+00	-2.730247e+03	-2.885543e+00	-2.723514e+03	-1.729329e+00	4.399386e+03	1.056504e+03
3.715000e+00	-2.688654e+03	-5.476477e+00	-2.683038e+03	-6.443344e+00	4.386857e+03	1.052960e+03
3.720000e+00	-2.756119e+03	-2.001724e+00	-2.747812e+03	1.720677e+00	4.455951e+03	1.068697e+03
3.722114e+00	-2.721414e+03	-4.039144e+00	-2.715004e+03	-3.607342e+00	4.422391e+03	1.060342e+03
3.725000e+00	-2.725116e+03	-4.078412e+00	-2.718897e+03	-4.021695e+00	4.427580e+03	1.061124e+03
3.730000e+00	-2.749762e+03	-3.450170e+00	-2.743207e+03	-2.866053e+00	4.461788e+03	1.068318e+03
3.732701e+00	-2.736037e+03	-3.164881e+00	-2.729150e+03	-1.970675e+00	4.442821e+03	1.063469e+03
3.735000e+00	-2.736775e+03	-2.947360e+00	-2.730184e+03	-2.212944e+00	4.433455e+03	1.060988e+03
3.740000e+00	-2.718810e+03	-4.223072e+00	-2.712820e+03	-4.641161e+00	4.434055e+03	1.060365e+03
3.745000e+00	-2.736910e+03	-3.025879e+00	-2.730346e+03	-2.416277e+00	4.447538e+03	1.062691e+03
3.750000e+00	-2.717264e+03	-3.952731e+00	-2.711467e+03	-4.707339e+00	4.431832e+03	1.058278e+03
3.755000e+00	-2.734424e+03	-3.102013e+00	-2.728284e+03	-3.273256e+00	4.448014e+03	1.061239e+03
3.760000e+00	-2.714814e+03	-3.788209e+00	-2.708942e+03	-4.460262e+00	4.435968e+03	1.057781e+03
3.765000e+00	-2.735231e+03	-4.140485e+00	-2.729760e+03	-5.657691e+00	4.474734e+03	1.065979e+03
3.766667e+00	-2.737737e+03	-3.208604e+00	-2.731499e+03	-3.277582e+00	4.473635e+03	1.065416e+03
3.770000e+00	-2.758804e+03	-1.791536e+00	-2.752349e+03	-1.415871e+00	4.473231e+03	1.064850e+03
3.775000e+00	-2.770158e+03	-1.915122e+00	-2.763735e+03	-1.684190e+00	4.501303e+03	1.070484e+03
3.777761e+00	-2.781540e+03	-2.034257e-01	-2.774253e+03	1.634619e+00	4.489724e+03	1.067584e+03
