"LEM_ADAMSS"

"Time      "	".rama_wahacz_L.Element_Force.X"	".rama_wahacz_L.Element_Force.Y"	".rama_wahacz_P.Element_Force.X"	".rama_wahacz_P.Element_Force.Y"	".link_wahacz.Element_Force.X"	".link_wahacz.Element_Force.Y"
5.189320e+00	-3.813548e+03	8.011774e+01	-3.803677e+03	8.198035e+01	6.203265e+03	1.173663e+03
5.190000e+00	-3.811875e+03	7.910319e+01	-3.803358e+03	7.856055e+01	6.200667e+03	1.172897e+03
5.195000e+00	-3.823558e+03	7.996825e+01	-3.814473e+03	8.029511e+01	6.246428e+03	1.180058e+03
5.196958e+00	-3.805155e+03	8.015023e+01	-3.795533e+03	8.150913e+01	6.212189e+03	1.173463e+03
5.200000e+00	-3.795879e+03	7.900722e+01	-3.787916e+03	7.758611e+01	6.183206e+03	1.167510e+03
5.204339e+00	-3.802571e+03	7.851205e+01	-3.795393e+03	7.547536e+01	6.218168e+03	1.173098e+03
5.205000e+00	-3.799115e+03	7.951443e+01	-3.790761e+03	7.873977e+01	6.210701e+03	1.171660e+03
5.210000e+00	-3.787853e+03	7.941075e+01	-3.779667e+03	7.836195e+01	6.178673e+03	1.165061e+03
5.215000e+00	-3.815247e+03	8.164869e+01	-3.805274e+03	8.370441e+01	6.226292e+03	1.172826e+03
5.220000e+00	-3.817584e+03	8.084959e+01	-3.809035e+03	8.033938e+01	6.222255e+03	1.171167e+03
5.225000e+00	-3.813793e+03	8.185645e+01	-3.804814e+03	8.254187e+01	6.198699e+03	1.165653e+03
5.230000e+00	-3.809180e+03	8.078547e+01	-3.800875e+03	7.970243e+01	6.249220e+03	1.174122e+03
5.234375e+00	-3.850860e+03	8.359105e+01	-3.840940e+03	8.550936e+01	6.247383e+03	1.173030e+03
5.235000e+00	-3.854204e+03	8.279105e+01	-3.845389e+03	8.266394e+01	6.253624e+03	1.173980e+03
5.240000e+00	-3.824464e+03	8.195019e+01	-3.815944e+03	8.134647e+01	6.234896e+03	1.169980e+03
5.241845e+00	-3.816207e+03	8.041760e+01	-3.809456e+03	7.653809e+01	6.269696e+03	1.175314e+03
5.245000e+00	-3.836720e+03	8.277147e+01	-3.827948e+03	8.248977e+01	6.269618e+03	1.174748e+03
5.249085e+00	-3.838100e+03	8.236342e+01	-3.830243e+03	8.051536e+01	6.264880e+03	1.173147e+03
5.250000e+00	-3.850344e+03	8.357914e+01	-3.841194e+03	8.393102e+01	6.289804e+03	1.177644e+03
5.254430e+00	-3.854126e+03	8.463431e+01	-3.844136e+03	8.654649e+01	6.280174e+03	1.175187e+03
5.255000e+00	-3.858878e+03	8.388971e+01	-3.849938e+03	8.381358e+01	6.287389e+03	1.176303e+03
5.260000e+00	-3.831515e+03	8.276165e+01	-3.823739e+03	8.078019e+01	6.263325e+03	1.170709e+03
5.263111e+00	-3.871822e+03	8.597471e+01	-3.861094e+03	8.905873e+01	6.309072e+03	1.178879e+03
5.265000e+00	-3.860278e+03	8.433644e+01	-3.851607e+03	8.384356e+01	6.297296e+03	1.176055e+03
5.270000e+00	-3.837920e+03	8.361423e+01	-3.829948e+03	8.195840e+01	6.271286e+03	1.170261e+03
5.275000e+00	-3.871660e+03	8.609978e+01	-3.861799e+03	8.771778e+01	6.306527e+03	1.175909e+03
5.280000e+00	-3.876184e+03	8.603696e+01	-3.866633e+03	8.692538e+01	6.338660e+03	1.180762e+03
5.285000e+00	-3.860607e+03	8.466400e+01	-3.852934e+03	8.232588e+01	6.309535e+03	1.174254e+03
5.290000e+00	-3.866889e+03	8.521023e+01	-3.859110e+03	8.307447e+01	6.310205e+03	1.173440e+03
5.295000e+00	-3.875202e+03	8.572147e+01	-3.867410e+03	8.363102e+01	6.313679e+03	1.173176e+03
5.298857e+00	-3.888467e+03	8.833828e+01	-3.877770e+03	9.127440e+01	6.346511e+03	1.178585e+03
5.300000e+00	-3.870194e+03	8.560516e+01	-3.862801e+03	8.277092e+01	6.304648e+03	1.170434e+03
5.304357e+00	-3.863152e+03	8.536262e+01	-3.855963e+03	8.208526e+01	6.336612e+03	1.175312e+03
5.305000e+00	-3.862906e+03	8.643482e+01	-3.854505e+03	8.543823e+01	6.325097e+03	1.173221e+03
5.310000e+00	-3.905626e+03	8.865935e+01	-3.895745e+03	9.004969e+01	6.370337e+03	1.180787e+03
5.313045e+00	-3.889478e+03	8.655673e+01	-3.882103e+03	8.353597e+01	6.351156e+03	1.176540e+03
5.315000e+00	-3.890712e+03	8.770782e+01	-3.882102e+03	8.695782e+01	6.347569e+03	1.175612e+03
5.320000e+00	-3.921842e+03	8.951912e+01	-3.911965e+03	9.081959e+01	6.398966e+03	1.184087e+03
5.322939e+00	-3.896965e+03	8.772363e+01	-3.889064e+03	8.570467e+01	6.354150e+03	1.175348e+03
5.325000e+00	-3.894058e+03	8.819686e+01	-3.885561e+03	8.723656e+01	6.356884e+03	1.175515e+03
5.330000e+00	-3.867705e+03	8.711495e+01	-3.860373e+03	8.422030e+01	6.321030e+03	1.167822e+03
5.331885e+00	-3.910113e+03	8.776757e+01	-3.903037e+03	8.407073e+01	6.384931e+03	1.179015e+03
5.335000e+00	-3.909456e+03	8.941130e+01	-3.900639e+03	8.898381e+01	6.374066e+03	1.176583e+03
5.340000e+00	-3.929656e+03	9.065654e+01	-3.919957e+03	9.159188e+01	6.417274e+03	1.183507e+03
5.345000e+00	-3.908236e+03	8.945792e+01	-3.899997e+03	8.798378e+01	6.380975e+03	1.175900e+03
5.350000e+00	-3.884135e+03	8.777520e+01	-3.877781e+03	8.297108e+01	6.367401e+03	1.172100e+03
5.355000e+00	-3.921499e+03	8.848974e+01	-3.915518e+03	8.266288e+01	6.416003e+03	1.179691e+03
5.360000e+00	-3.935610e+03	9.136438e+01	-3.926985e+03	9.054899e+01	6.388409e+03	1.174277e+03
5.365000e+00	-3.899894e+03	8.970997e+01	-3.892222e+03	8.705910e+01	6.405878e+03	1.176624e+03
5.370000e+00	-3.929587e+03	9.197225e+01	-3.920560e+03	9.184238e+01	6.418116e+03	1.177742e+03
5.375000e+00	-3.946966e+03	9.300624e+01	-3.937280e+03	9.384799e+01	6.447451e+03	1.182156e+03
5.380000e+00	-3.935677e+03	9.218723e+01	-3.927190e+03	9.102241e+01	6.426880e+03	1.177454e+03
5.385000e+00	-3.953056e+03	9.346764e+01	-3.943678e+03	9.377514e+01	6.456362e+03	1.181885e+03
5.390000e+00	-3.957259e+03	9.334132e+01	-3.948461e+03	9.259901e+01	6.475221e+03	1.184337e+03
5.395000e+00	-3.950868e+03	9.401926e+01	-3.941604e+03	9.417542e+01	6.454746e+03	1.179396e+03
5.400000e+00	-3.969126e+03	9.507857e+01	-3.959270e+03	9.613592e+01	6.481468e+03	1.183303e+03
5.403021e+00	-3.957661e+03	9.343984e+01	-3.949869e+03	9.088326e+01	6.465753e+03	1.179745e+03
5.405000e+00	-3.961354e+03	9.441357e+01	-3.952584e+03	9.363125e+01	6.465420e+03	1.179409e+03
5.410000e+00	-3.995331e+03	9.639326e+01	-3.985224e+03	9.778312e+01	6.520478e+03	1.188381e+03
5.415000e+00	-3.966155e+03	9.407569e+01	-3.958645e+03	9.095398e+01	6.483316e+03	1.180520e+03
5.420000e+00	-3.989945e+03	9.630411e+01	-3.980754e+03	9.615598e+01	6.514141e+03	1.184950e+03
5.422192e+00	-4.002666e+03	9.783127e+01	-3.991736e+03	1.006727e+02	6.517762e+03	1.185840e+03
5.425000e+00	-3.977543e+03	9.584211e+01	-3.968817e+03	9.495570e+01	6.488956e+03	1.179929e+03
5.430000e+00	-3.965359e+03	9.495379e+01	-3.957810e+03	9.200470e+01	6.481420e+03	1.177482e+03
5.435000e+00	-3.996640e+03	9.830577e+01	-3.985989e+03	1.008265e+02	6.510624e+03	1.182117e+03
5.438279e+00	-3.978737e+03	9.580813e+01	-3.970912e+03	9.319201e+01	6.515345e+03	1.182013e+03
5.440000e+00	-3.978826e+03	9.652838e+01	-3.970233e+03	9.527553e+01	6.517078e+03	1.181937e+03
5.445000e+00	-3.982437e+03	9.665631e+01	-3.974345e+03	9.463942e+01	6.501850e+03	1.178177e+03
5.450000e+00	-4.003702e+03	9.908917e+01	-3.993485e+03	1.008634e+02	6.518784e+03	1.180456e+03
5.454167e+00	-3.959572e+03	9.553895e+01	-3.952772e+03	9.107327e+01	6.520264e+03	1.179360e+03
5.455000e+00	-3.986033e+03	9.823965e+01	-3.976539e+03	9.851620e+01	6.544169e+03	1.183758e+03
5.457222e+00	-4.007771e+03	9.881660e+01	-3.998415e+03	9.883021e+01	6.549863e+03	1.184335e+03
5.460000e+00	-4.047414e+03	1.004936e+02	-4.037260e+03	1.017948e+02	6.599413e+03	1.192623e+03
5.461916e+00	-4.019979e+03	9.993749e+01	-4.009894e+03	1.012258e+02	6.563401e+03	1.185879e+03
5.465000e+00	-3.997226e+03	9.834949e+01	-3.988857e+03	9.675017e+01	6.524554e+03	1.178308e+03
5.469344e+00	-4.007863e+03	9.797003e+01	-4.000465e+03	9.442036e+01	6.562635e+03	1.184065e+03
5.470000e+00	-4.005441e+03	9.912010e+01	-3.996699e+03	9.816705e+01	6.552425e+03	1.182245e+03
5.474375e+00	-4.031451e+03	1.010862e+02	-4.021196e+03	1.027617e+02	6.553862e+03	1.181992e+03
5.475000e+00	-4.034733e+03	1.004010e+02	-4.025454e+03	1.002647e+02	6.561345e+03	1.183130e+03
5.480000e+00	-4.010175e+03	9.972770e+01	-4.001168e+03	9.912584e+01	6.552675e+03	1.180967e+03
5.482061e+00	-3.999146e+03	9.858305e+01	-3.991681e+03	9.527385e+01	6.560239e+03	1.181266e+03
5.485000e+00	-4.030798e+03	1.010264e+02	-4.021272e+03	1.012326e+02	6.591276e+03	1.186321e+03
5.490000e+00	-4.021539e+03	1.008931e+02	-4.012465e+03	1.004189e+02	6.563071e+03	1.180177e+03
5.494375e+00	-4.032504e+03	1.025168e+02	-4.021765e+03	1.049059e+02	6.574518e+03	1.181789e+03
5.495000e+00	-4.041222e+03	1.016800e+02	-4.031847e+03	1.015745e+02	6.582943e+03	1.183071e+03
5.500000e+00	-4.037775e+03	1.015765e+02	-4.028752e+03	1.010015e+02	6.578541e+03	1.181704e+03
5.505000e+00	-4.057045e+03	1.027367e+02	-4.047700e+03	1.026518e+02	6.609448e+03	1.185636e+03
5.509048e+00	-4.031385e+03	1.012924e+02	-4.023366e+03	9.887145e+01	6.594785e+03	1.182237e+03
5.510000e+00	-4.057117e+03	1.032901e+02	-4.047223e+03	1.040266e+02	6.637846e+03	1.189799e+03
5.515000e+00	-4.045120e+03	1.027521e+02	-4.036164e+03	1.019724e+02	6.600425e+03	1.181959e+03
5.520000e+00	-4.040387e+03	1.029860e+02	-4.031321e+03	1.023669e+02	6.594570e+03	1.179962e+03
5.525000e+00	-4.059119e+03	1.029401e+02	-4.050929e+03	1.007228e+02	6.625059e+03	1.184615e+03
5.529306e+00	-4.040142e+03	1.026355e+02	-4.032183e+03	9.999692e+01	6.625801e+03	1.183553e+03
5.530000e+00	-4.046544e+03	1.037038e+02	-4.037454e+03	1.031174e+02	6.624499e+03	1.183351e+03
5.535000e+00	-4.023779e+03	1.028922e+02	-4.015187e+03	1.014800e+02	6.582006e+03	1.175416e+03
5.536651e+00	-4.076618e+03	1.038607e+02	-4.068622e+03	1.012622e+02	6.650263e+03	1.186831e+03
5.540000e+00	-4.085928e+03	1.056422e+02	-4.076078e+03	1.061600e+02	6.684245e+03	1.192082e+03
5.544169e+00	-4.073610e+03	1.056564e+02	-4.063881e+03	1.061441e+02	6.657058e+03	1.186360e+03
5.545000e+00	-4.070477e+03	1.049580e+02	-4.061650e+03	1.038707e+02	6.639578e+03	1.183068e+03
5.550000e+00	-4.079481e+03	1.048398e+02	-4.071326e+03	1.024833e+02	6.658533e+03	1.185579e+03
5.554306e+00	-4.058259e+03	1.044954e+02	-4.050320e+03	1.017352e+02	6.658027e+03	1.184282e+03
5.555000e+00	-4.065065e+03	1.056125e+02	-4.055940e+03	1.050051e+02	6.656397e+03	1.184036e+03
5.560000e+00	-4.095518e+03	1.071496e+02	-4.085559e+03	1.078531e+02	6.690241e+03	1.189184e+03
5.564167e+00	-4.084453e+03	1.069793e+02	-4.074774e+03	1.072829e+02	6.677553e+03	1.186095e+03
5.565000e+00	-4.083313e+03	1.064852e+02	-4.074313e+03	1.056021e+02	6.666429e+03	1.183962e+03
5.570000e+00	-4.094737e+03	1.065186e+02	-4.086324e+03	1.045430e+02	6.685521e+03	1.186483e+03
5.575000e+00	-4.049877e+03	1.054751e+02	-4.041834e+03	1.029879e+02	6.634679e+03	1.176618e+03
5.576659e+00	-4.098949e+03	1.069049e+02	-4.090689e+03	1.046465e+02	6.691716e+03	1.186211e+03
5.580000e+00	-4.117550e+03	1.086999e+02	-4.107721e+03	1.090817e+02	6.730183e+03	1.192308e+03
5.585000e+00	-4.131497e+03	1.109814e+02	-4.119500e+03	1.150899e+02	6.768895e+03	1.198074e+03
5.590000e+00	-4.116713e+03	1.091720e+02	-4.107185e+03	1.092140e+02	6.726724e+03	1.189737e+03
5.595000e+00	-4.056221e+03	1.069669e+02	-4.047916e+03	1.048098e+02	6.658615e+03	1.176784e+03
5.600000e+00	-4.137760e+03	1.105130e+02	-4.127674e+03	1.112782e+02	6.757936e+03	1.193324e+03
5.604354e+00	-4.112962e+03	1.104106e+02	-4.102839e+03	1.115297e+02	6.715138e+03	1.184857e+03
5.605000e+00	-4.122306e+03	1.099516e+02	-4.112993e+03	1.094923e+02	6.716257e+03	1.184913e+03
5.610000e+00	-4.077187e+03	1.085910e+02	-4.068302e+03	1.073316e+02	6.693053e+03	1.180326e+03
5.611935e+00	-4.112872e+03	1.089704e+02	-4.105038e+03	1.059294e+02	6.722737e+03	1.184761e+03
5.615000e+00	-4.142890e+03	1.123952e+02	-4.131567e+03	1.153342e+02	6.769807e+03	1.192696e+03
5.620000e+00	-4.163708e+03	1.124301e+02	-4.153471e+03	1.133024e+02	6.808600e+03	1.198049e+03
5.625000e+00	-4.132099e+03	1.101673e+02	-4.124322e+03	1.068258e+02	6.756757e+03	1.187800e+03
5.630000e+00	-4.161413e+03	1.126924e+02	-4.151812e+03	1.125512e+02	6.795705e+03	1.193399e+03
5.632071e+00	-4.158396e+03	1.136723e+02	-4.147186e+03	1.162990e+02	6.783928e+03	1.191683e+03
5.635000e+00	-4.142964e+03	1.119731e+02	-4.133831e+03	1.111053e+02	6.760112e+03	1.186902e+03
5.640000e+00	-4.162780e+03	1.128765e+02	-4.153370e+03	1.123822e+02	6.800455e+03	1.193069e+03
5.644167e+00	-4.162582e+03	1.125108e+02	-4.154027e+03	1.105336e+02	6.797744e+03	1.191648e+03
5.645000e+00	-4.163097e+03	1.133865e+02	-4.153471e+03	1.132602e+02	6.811041e+03	1.193800e+03
5.650000e+00	-4.188221e+03	1.151290e+02	-4.177457e+03	1.168109e+02	6.850500e+03	1.199524e+03
5.652040e+00	-4.165744e+03	1.150812e+02	-4.154614e+03	1.176713e+02	6.804306e+03	1.191215e+03
5.655000e+00	-4.168458e+03	1.139181e+02	-4.159165e+03	1.132463e+02	6.797497e+03	1.189326e+03
5.660000e+00	-4.195387e+03	1.158456e+02	-4.184737e+03	1.173060e+02	6.856667e+03	1.198495e+03
5.665000e+00	-4.152368e+03	1.136394e+02	-4.143710e+03	1.118708e+02	6.784877e+03	1.185140e+03
5.669341e+00	-4.163632e+03	1.132658e+02	-4.156111e+03	1.092450e+02	6.826011e+03	1.191127e+03
5.670000e+00	-4.161923e+03	1.145384e+02	-4.152886e+03	1.134459e+02	6.813475e+03	1.189010e+03
5.675000e+00	-4.178272e+03	1.150652e+02	-4.169236e+03	1.138334e+02	6.823926e+03	1.190067e+03
5.679375e+00	-4.196212e+03	1.172872e+02	-4.185110e+03	1.197392e+02	6.825729e+03	1.189818e+03
5.680000e+00	-4.199691e+03	1.162696e+02	-4.190050e+03	1.160470e+02	6.832221e+03	1.190662e+03
5.685000e+00	-4.186002e+03	1.158562e+02	-4.176661e+03	1.152427e+02	6.817387e+03	1.187711e+03
5.686689e+00	-4.121938e+03	1.132779e+02	-4.114028e+03	1.096715e+02	6.847916e+03	1.191914e+03
5.690000e+00	-4.232372e+03	1.183224e+02	-4.221964e+03	1.193552e+02	6.895907e+03	1.199509e+03
5.695000e+00	-4.194700e+03	1.166915e+02	-4.185732e+03	1.153832e+02	6.840660e+03	1.188866e+03
5.699254e+00	-4.201221e+03	1.169973e+02	-4.192225e+03	1.155449e+02	6.863106e+03	1.191972e+03
5.700000e+00	-4.199768e+03	1.175309e+02	-4.190125e+03	1.172480e+02	6.871070e+03	1.193230e+03
5.704375e+00	-4.188267e+03	1.163338e+02	-4.180339e+03	1.129923e+02	6.875248e+03	1.192615e+03
5.705000e+00	-4.184003e+03	1.171508e+02	-4.174976e+03	1.158962e+02	6.859793e+03	1.189966e+03
5.710000e+00	-4.223652e+03	1.193222e+02	-4.213224e+03	1.203336e+02	6.895184e+03	1.195305e+03
5.713074e+00	-4.178429e+03	1.160972e+02	-4.171259e+03	1.114160e+02	6.865000e+03	1.188899e+03
5.715000e+00	-4.203267e+03	1.185107e+02	-4.193686e+03	1.181726e+02	6.856826e+03	1.187717e+03
5.719375e+00	-4.207666e+03	1.199322e+02	-4.196441e+03	1.223799e+02	6.870895e+03	1.189752e+03
5.720000e+00	-4.216053e+03	1.190452e+02	-4.206283e+03	1.188471e+02	6.878537e+03	1.190813e+03
5.725000e+00	-4.213575e+03	1.189412e+02	-4.204157e+03	1.182979e+02	6.871509e+03	1.189110e+03
5.726931e+00	-4.168142e+03	1.167203e+02	-4.160620e+03	1.125065e+02	6.889150e+03	1.190807e+03
5.730000e+00	-4.235440e+03	1.202507e+02	-4.225723e+03	1.200519e+02	6.906742e+03	1.193464e+03
5.734089e+00	-4.210494e+03	1.188108e+02	-4.202125e+03	1.162152e+02	6.895382e+03	1.190736e+03
5.735000e+00	-4.233072e+03	1.207848e+02	-4.222862e+03	1.213138e+02	6.933798e+03	1.197248e+03
5.740000e+00	-4.222152e+03	1.203063e+02	-4.212733e+03	1.195779e+02	6.895118e+03	1.189399e+03
5.744375e+00	-4.233391e+03	1.220619e+02	-4.222143e+03	1.244916e+02	6.905217e+03	1.190737e+03
5.745000e+00	-4.240939e+03	1.211639e+02	-4.231136e+03	1.209622e+02	6.912780e+03	1.191773e+03
5.750000e+00	-4.232787e+03	1.209067e+02	-4.223328e+03	1.202490e+02	6.904269e+03	1.189831e+03
5.751921e+00	-4.189147e+03	1.187570e+02	-4.181581e+03	1.145363e+02	6.923199e+03	1.191725e+03
5.755000e+00	-4.253614e+03	1.221995e+02	-4.243856e+03	1.219806e+02	6.939748e+03	1.194190e+03
5.759089e+00	-4.230507e+03	1.208085e+02	-4.222098e+03	1.182009e+02	6.928265e+03	1.191458e+03
5.760000e+00	-4.253403e+03	1.228033e+02	-4.243144e+03	1.233342e+02	6.967186e+03	1.198032e+03
5.765000e+00	-4.241940e+03	1.222899e+02	-4.232484e+03	1.215420e+02	6.928180e+03	1.190159e+03
5.769375e+00	-4.253681e+03	1.240762e+02	-4.242366e+03	1.265380e+02	6.938312e+03	1.191510e+03
5.770000e+00	-4.261150e+03	1.231619e+02	-4.251303e+03	1.229528e+02	6.945820e+03	1.192525e+03
5.775000e+00	-4.252359e+03	1.228825e+02	-4.242856e+03	1.222163e+02	6.936915e+03	1.190537e+03
5.776910e+00	-4.209238e+03	1.207666e+02	-4.201629e+03	1.165319e+02	6.957098e+03	1.192621e+03
5.780000e+00	-4.273251e+03	1.241866e+02	-4.263453e+03	1.239519e+02	6.972857e+03	1.194938e+03
5.784095e+00	-4.250760e+03	1.228181e+02	-4.242301e+03	1.202090e+02	6.962127e+03	1.192347e+03
5.785000e+00	-4.272927e+03	1.247859e+02	-4.262640e+03	1.252799e+02	7.000020e+03	1.198720e+03
5.790000e+00	-4.261404e+03	1.242892e+02	-4.251884e+03	1.235675e+02	6.960660e+03	1.190810e+03
5.794375e+00	-4.272940e+03	1.260415e+02	-4.261593e+03	1.284701e+02	6.971328e+03	1.192256e+03
5.795000e+00	-4.280435e+03	1.251402e+02	-4.270543e+03	1.249222e+02	6.978788e+03	1.193258e+03
5.800000e+00	-4.272515e+03	1.248831e+02	-4.262966e+03	1.242129e+02	6.970093e+03	1.191314e+03
5.801915e+00	-4.227936e+03	1.227474e+02	-4.220286e+03	1.184991e+02	6.989347e+03	1.193217e+03
5.805000e+00	-4.293847e+03	1.262077e+02	-4.283999e+03	1.259763e+02	7.006079e+03	1.195700e+03
5.809093e+00	-4.269935e+03	1.247873e+02	-4.261452e+03	1.221360e+02	6.994644e+03	1.192995e+03
5.810000e+00	-4.293029e+03	1.268119e+02	-4.282680e+03	1.273257e+02	7.033754e+03	1.199553e+03
5.815000e+00	-4.281681e+03	1.262772e+02	-4.272139e+03	1.255070e+02	6.994265e+03	1.191654e+03
5.819375e+00	-4.293822e+03	1.280903e+02	-4.282392e+03	1.305829e+02	7.004598e+03	1.193043e+03
5.820000e+00	-4.301159e+03	1.271575e+02	-4.291224e+03	1.269318e+02	7.011973e+03	1.194018e+03
5.825000e+00	-4.291767e+03	1.268548e+02	-4.282176e+03	1.261734e+02	7.002506e+03	1.191968e+03
5.826895e+00	-4.248970e+03	1.247889e+02	-4.241275e+03	1.205271e+02	7.024307e+03	1.194274e+03
5.830000e+00	-4.312948e+03	1.281875e+02	-4.303064e+03	1.279291e+02	7.039201e+03	1.196422e+03
5.834102e+00	-4.290859e+03	1.268363e+02	-4.282309e+03	1.242110e+02	7.029335e+03	1.193996e+03
5.835000e+00	-4.312306e+03	1.287847e+02	-4.301950e+03	1.292305e+02	7.066185e+03	1.200145e+03
5.840000e+00	-4.300635e+03	1.282948e+02	-4.291008e+03	1.275927e+02	7.026074e+03	1.192154e+03
5.844375e+00	-4.312237e+03	1.300322e+02	-4.300793e+03	1.324558e+02	7.037476e+03	1.193731e+03
5.845000e+00	-4.319760e+03	1.291314e+02	-4.309778e+03	1.288972e+02	7.044847e+03	1.194703e+03
5.850000e+00	-4.312597e+03	1.288898e+02	-4.302959e+03	1.282086e+02	7.036206e+03	1.192789e+03
5.851912e+00	-4.266183e+03	1.267448e+02	-4.258450e+03	1.224665e+02	7.055215e+03	1.194605e+03
5.855000e+00	-4.334553e+03	1.302500e+02	-4.324613e+03	1.300111e+02	7.072586e+03	1.197183e+03
5.859097e+00	-4.309263e+03	1.287827e+02	-4.300710e+03	1.260797e+02	7.061077e+03	1.194479e+03
5.860000e+00	-4.332729e+03	1.308472e+02	-4.322289e+03	1.313490e+02	7.100580e+03	1.201056e+03
5.865000e+00	-4.321599e+03	1.302878e+02	-4.311978e+03	1.294867e+02	7.060613e+03	1.193129e+03
5.870000e+00	-4.314892e+03	1.304052e+02	-4.305212e+03	1.296612e+02	7.054481e+03	1.191189e+03
5.875000e+00	-4.334834e+03	1.303940e+02	-4.326157e+03	1.278501e+02	7.084866e+03	1.195528e+03
5.879306e+00	-4.310507e+03	1.299837e+02	-4.302173e+03	1.268122e+02	7.083890e+03	1.194062e+03
5.880000e+00	-4.319751e+03	1.312367e+02	-4.310055e+03	1.305353e+02	7.082299e+03	1.193909e+03
5.885000e+00	-4.356201e+03	1.330876e+02	-4.345500e+03	1.339567e+02	7.124785e+03	1.200243e+03
5.890000e+00	-4.333766e+03	1.317158e+02	-4.324520e+03	1.301680e+02	7.091221e+03	1.193675e+03
5.895000e+00	-4.335439e+03	1.331276e+02	-4.325062e+03	1.342256e+02	7.054502e+03	1.186827e+03
5.900000e+00	-4.345445e+03	1.331518e+02	-4.335492e+03	1.325797e+02	7.159062e+03	1.203228e+03
5.905000e+00	-4.398930e+03	1.354543e+02	-4.388200e+03	1.362912e+02	7.180969e+03	1.205606e+03
5.910000e+00	-4.368163e+03	1.332109e+02	-4.359697e+03	1.300162e+02	7.145147e+03	1.198445e+03
5.914167e+00	-4.414749e+03	1.375216e+02	-4.402380e+03	1.412869e+02	7.177041e+03	1.203445e+03
5.915000e+00	-4.370227e+03	1.337604e+02	-4.361505e+03	1.312918e+02	7.113674e+03	1.192339e+03
5.920000e+00	-4.358285e+03	1.354474e+02	-4.347249e+03	1.372489e+02	7.109376e+03	1.191350e+03
5.925000e+00	-4.381590e+03	1.359236e+02	-4.371124e+03	1.363094e+02	7.165491e+03	1.199323e+03
5.930000e+00	-4.404868e+03	1.380497e+02	-4.392745e+03	1.412103e+02	7.207560e+03	1.205497e+03
5.935000e+00	-4.406305e+03	1.391038e+02	-4.393232e+03	1.441454e+02	7.196486e+03	1.202960e+03
5.938750e+00	-4.368656e+03	1.343222e+02	-4.361024e+03	1.295757e+02	7.163556e+03	1.195868e+03
5.940000e+00	-4.397060e+03	1.384134e+02	-4.385245e+03	1.412008e+02	7.208968e+03	1.203625e+03
5.945000e+00	-4.422456e+03	1.394816e+02	-4.410353e+03	1.426310e+02	7.222961e+03	1.204882e+03
5.948750e+00	-4.378267e+03	1.347430e+02	-4.371321e+03	1.285930e+02	7.193417e+03	1.198495e+03
5.950000e+00	-4.388513e+03	1.385576e+02	-4.377357e+03	1.403082e+02	7.209900e+03	1.201406e+03
5.955000e+00	-4.430365e+03	1.397353e+02	-4.418704e+03	1.420440e+02	7.226588e+03	1.203953e+03
5.960000e+00	-4.397742e+03	1.397989e+02	-4.385508e+03	1.432759e+02	7.212766e+03	1.200716e+03
5.965000e+00	-4.416245e+03	1.402130e+02	-4.404532e+03	1.428977e+02	7.222252e+03	1.201346e+03
5.970000e+00	-4.393568e+03	1.377344e+02	-4.384786e+03	1.350674e+02	7.183873e+03	1.193159e+03
5.975000e+00	-4.396472e+03	1.377411e+02	-4.388176e+03	1.341196e+02	7.216197e+03	1.197755e+03
5.980000e+00	-4.415300e+03	1.386525e+02	-4.406683e+03	1.354610e+02	7.225614e+03	1.198306e+03
5.984167e+00	-4.459957e+03	1.436056e+02	-4.446286e+03	1.494850e+02	7.256969e+03	1.203879e+03
5.985000e+00	-4.453965e+03	1.401310e+02	-4.444732e+03	1.378896e+02	7.256285e+03	1.202920e+03
5.990000e+00	-4.382747e+03	1.390325e+02	-4.372961e+03	1.379974e+02	7.207281e+03	1.194432e+03
5.991747e+00	-4.463096e+03	1.406497e+02	-4.454463e+03	1.377826e+02	7.260935e+03	1.202164e+03
5.993810e+00	-4.409821e+03	1.399647e+02	-4.400514e+03	1.381526e+02	7.235857e+03	1.197528e+03
5.995000e+00	-4.443120e+03	1.421138e+02	-4.432271e+03	1.427444e+02	7.297191e+03	1.207297e+03
5.998095e+00	-4.425787e+03	1.399772e+02	-4.417348e+03	1.364106e+02	7.259136e+03	1.200190e+03
6.000000e+00	-4.430981e+03	1.412800e+02	-4.421161e+03	1.403086e+02	7.251634e+03	1.198742e+03
6.005000e+00	-4.463597e+03	1.432629e+02	-4.452682e+03	1.440624e+02	7.300440e+03	1.205831e+03
6.010000e+00	-4.430577e+03	1.415745e+02	-4.421082e+03	1.400521e+02	7.252268e+03	1.197066e+03
6.014200e+00	-4.446621e+03	1.421299e+02	-4.437239e+03	1.403291e+02	7.272363e+03	1.199560e+03
6.015000e+00	-4.453597e+03	1.431270e+02	-4.443246e+03	1.430133e+02	7.289661e+03	1.202329e+03
6.020000e+00	-4.439408e+03	1.432780e+02	-4.428879e+03	1.435021e+02	7.275642e+03	1.198828e+03
6.025000e+00	-4.473800e+03	1.450951e+02	-4.462366e+03	1.467324e+02	7.319531e+03	1.205145e+03
6.028021e+00	-4.446562e+03	1.421628e+02	-4.438380e+03	1.381356e+02	7.287238e+03	1.198954e+03
6.030000e+00	-4.455902e+03	1.436524e+02	-4.446112e+03	1.425585e+02	7.282686e+03	1.198119e+03
6.034375e+00	-4.468884e+03	1.454286e+02	-4.457271e+03	1.475057e+02	7.292933e+03	1.199497e+03
