"LEM_ADAMSS"

"Time      "	".JOINT_38.Element_Force.X"	".JOINT_38.Element_Force.Y"
3.878741e+00	-1.057445e+03	1.117677e+03
3.880000e+00	-1.044906e+03	1.116470e+03
3.888997e+00	-1.021121e+03	1.120594e+03
3.890000e+00	-1.046748e+03	1.118926e+03
3.900000e+00	-1.058090e+03	1.124189e+03
3.910000e+00	-1.083045e+03	1.131741e+03
3.920000e+00	-9.803135e+02	1.128659e+03
3.930000e+00	-1.024638e+03	1.123398e+03
3.934516e+00	-1.060930e+03	1.127480e+03
3.940000e+00	-1.034558e+03	1.122877e+03
3.950000e+00	-1.080554e+03	1.132947e+03
3.957921e+00	-1.051388e+03	1.133615e+03
3.960000e+00	-1.053861e+03	1.134682e+03
3.970000e+00	-1.079612e+03	1.138923e+03
3.977246e+00	-1.054475e+03	1.140576e+03
3.980000e+00	-1.074211e+03	1.137098e+03
3.987778e+00	-1.149135e+03	1.140530e+03
3.990000e+00	-1.086217e+03	1.139793e+03
3.998642e+00	-1.090839e+03	1.140920e+03
4.000000e+00	-1.064179e+03	1.137440e+03
4.010000e+00	-1.086331e+03	1.143867e+03
4.020000e+00	-1.099386e+03	1.147048e+03
4.026707e+00	-1.102780e+03	1.146606e+03
4.030000e+00	-1.118978e+03	1.151230e+03
4.034231e+00	-1.086858e+03	1.149368e+03
4.040000e+00	-1.119522e+03	1.156204e+03
4.050000e+00	-1.049134e+03	1.147184e+03
4.060000e+00	-1.078292e+03	1.149760e+03
4.070000e+00	-1.117343e+03	1.156637e+03
4.080000e+00	-1.094911e+03	1.155904e+03
4.090000e+00	-1.094807e+03	1.158993e+03
4.100000e+00	-1.108214e+03	1.162595e+03
4.102865e+00	-1.169998e+03	1.162543e+03
4.110000e+00	-1.084111e+03	1.159546e+03
4.120000e+00	-1.117996e+03	1.163959e+03
4.127778e+00	-1.051079e+03	1.164166e+03
4.130000e+00	-1.100729e+03	1.164129e+03
4.137513e+00	-1.105366e+03	1.167915e+03
4.140000e+00	-1.113800e+03	1.166990e+03
4.150000e+00	-1.136320e+03	1.169961e+03
4.160000e+00	-1.124840e+03	1.173860e+03
4.170000e+00	-1.112261e+03	1.170124e+03
4.177692e+00	-1.100774e+03	1.177472e+03
4.180000e+00	-1.140971e+03	1.173466e+03
4.190000e+00	-1.131764e+03	1.174268e+03
4.200000e+00	-1.135162e+03	1.179303e+03
4.209143e+00	-1.167885e+03	1.179154e+03
4.210000e+00	-1.153976e+03	1.182665e+03
4.220000e+00	-1.120707e+03	1.184382e+03
4.226347e+00	-1.076578e+03	1.176955e+03
4.230000e+00	-1.123357e+03	1.187006e+03
4.234068e+00	-1.081890e+03	1.192883e+03
4.240000e+00	-1.185327e+03	1.190705e+03
4.243763e+00	-1.129937e+03	1.188505e+03
4.250000e+00	-1.152881e+03	1.192220e+03
4.254065e+00	-1.069386e+03	1.197645e+03
4.260000e+00	-1.193318e+03	1.196203e+03
4.265989e+00	-1.125468e+03	1.196757e+03
4.270000e+00	-1.180628e+03	1.192905e+03
4.277168e+00	-1.160994e+03	1.197704e+03
4.280000e+00	-1.131087e+03	1.193372e+03
4.287144e+00	-1.161005e+03	1.197219e+03
4.290000e+00	-1.155094e+03	1.196458e+03
4.297141e+00	-1.161035e+03	1.198524e+03
4.300000e+00	-1.159748e+03	1.198389e+03
4.308971e+00	-1.159941e+03	1.199145e+03
4.310000e+00	-1.163678e+03	1.200755e+03
4.320000e+00	-1.179105e+03	1.208120e+03
4.329005e+00	-1.167219e+03	1.202421e+03
4.330000e+00	-1.166428e+03	1.200910e+03
4.340000e+00	-1.104490e+03	1.207497e+03
4.346958e+00	-1.134149e+03	1.212954e+03
4.350000e+00	-1.183659e+03	1.204995e+03
4.360000e+00	-1.162683e+03	1.207992e+03
4.364288e+00	-1.212545e+03	1.208781e+03
4.370000e+00	-1.151351e+03	1.206567e+03
4.373325e+00	-1.177265e+03	1.210993e+03
4.380000e+00	-1.195010e+03	1.214580e+03
4.387852e+00	-1.148821e+03	1.217862e+03
4.390000e+00	-1.191261e+03	1.213526e+03
4.400000e+00	-1.167922e+03	1.214674e+03
4.407062e+00	-1.161961e+03	1.224898e+03
4.410000e+00	-1.204780e+03	1.216985e+03
4.420000e+00	-1.178453e+03	1.219443e+03
4.423635e+00	-1.194510e+03	1.219007e+03
4.428378e+00	-1.222448e+03	1.220373e+03
4.430000e+00	-1.203380e+03	1.222390e+03
4.438380e+00	-1.244106e+03	1.220539e+03
4.440000e+00	-1.208840e+03	1.225942e+03
4.450000e+00	-1.263066e+03	1.229174e+03
4.454338e+00	-1.280385e+03	1.231249e+03
4.460000e+00	-1.177020e+03	1.223527e+03
4.470000e+00	-1.197825e+03	1.232816e+03
4.476907e+00	-1.191653e+03	1.237158e+03
4.480000e+00	-1.200252e+03	1.234492e+03
4.485113e+00	-1.235132e+03	1.232525e+03
4.490000e+00	-1.207045e+03	1.233170e+03
4.500000e+00	-1.181382e+03	1.230538e+03
4.510000e+00	-1.222653e+03	1.239986e+03
4.519421e+00	-1.236726e+03	1.231081e+03
4.520000e+00	-1.236626e+03	1.236396e+03
4.530000e+00	-1.239642e+03	1.244134e+03
4.539054e+00	-1.223650e+03	1.242780e+03
4.540000e+00	-1.216918e+03	1.242178e+03
4.550000e+00	-1.218575e+03	1.242223e+03
4.559330e+00	-1.180758e+03	1.251842e+03
4.560000e+00	-1.200561e+03	1.246076e+03
4.565875e+00	-1.273554e+03	1.245660e+03
4.568763e+00	-1.242154e+03	1.248412e+03
4.570000e+00	-1.232679e+03	1.250678e+03
4.575360e+00	-1.248918e+03	1.250358e+03
4.580000e+00	-1.246931e+03	1.248246e+03
4.585777e+00	-1.223493e+03	1.251707e+03
4.590000e+00	-1.208053e+03	1.250551e+03
4.593963e+00	-1.268095e+03	1.251379e+03
4.600000e+00	-1.212690e+03	1.250242e+03
4.607716e+00	-1.244174e+03	1.254153e+03
4.610000e+00	-1.264067e+03	1.256766e+03
4.617528e+00	-1.260242e+03	1.254436e+03
4.620000e+00	-1.256333e+03	1.260412e+03
4.628337e+00	-1.284649e+03	1.257879e+03
4.630000e+00	-1.251784e+03	1.261359e+03
4.640000e+00	-1.240112e+03	1.265541e+03
4.644852e+00	-1.234341e+03	1.267062e+03
4.648958e+00	-1.240422e+03	1.265848e+03
4.650000e+00	-1.245883e+03	1.264055e+03
4.654767e+00	-1.212281e+03	1.268608e+03
4.660000e+00	-1.290637e+03	1.266057e+03
4.663267e+00	-1.227623e+03	1.268589e+03
4.668830e+00	-1.263833e+03	1.268616e+03
4.670000e+00	-1.272741e+03	1.263502e+03
4.680000e+00	-1.264472e+03	1.272233e+03
4.684831e+00	-1.275397e+03	1.269719e+03
4.690000e+00	-1.251439e+03	1.270150e+03
4.695956e+00	-1.279508e+03	1.272073e+03
4.700000e+00	-1.258817e+03	1.270408e+03
4.710000e+00	-1.272742e+03	1.278984e+03
4.714548e+00	-1.275473e+03	1.276783e+03
4.720000e+00	-1.260106e+03	1.277342e+03
4.730000e+00	-1.289999e+03	1.282587e+03
4.732843e+00	-1.280126e+03	1.283210e+03
4.740000e+00	-1.264153e+03	1.279836e+03
4.750000e+00	-1.266276e+03	1.281185e+03
4.755819e+00	-1.308275e+03	1.281815e+03
4.760000e+00	-1.288506e+03	1.287550e+03
4.770000e+00	-1.289673e+03	1.285946e+03
4.780000e+00	-1.263791e+03	1.286367e+03
4.786841e+00	-1.246150e+03	1.294936e+03
4.790000e+00	-1.304692e+03	1.289571e+03
4.800000e+00	-1.255901e+03	1.290057e+03
4.808573e+00	-1.246364e+03	1.295899e+03
4.810000e+00	-1.287319e+03	1.292054e+03
4.820000e+00	-1.280031e+03	1.295051e+03
4.828948e+00	-1.297868e+03	1.300105e+03
4.830000e+00	-1.297465e+03	1.299173e+03
4.834793e+00	-1.258457e+03	1.302832e+03
4.840000e+00	-1.335775e+03	1.301476e+03
4.844208e+00	-1.302153e+03	1.301185e+03
4.848822e+00	-1.359864e+03	1.299312e+03
4.850000e+00	-1.319342e+03	1.306585e+03
4.854492e+00	-1.248774e+03	1.304647e+03
4.860000e+00	-1.323204e+03	1.308104e+03
4.870000e+00	-1.296547e+03	1.303963e+03
4.880000e+00	-1.304007e+03	1.306506e+03
4.890000e+00	-1.301137e+03	1.308787e+03
4.899245e+00	-1.270753e+03	1.312252e+03
4.900000e+00	-1.301309e+03	1.309275e+03
4.910000e+00	-1.325059e+03	1.316945e+03
4.914597e+00	-1.329802e+03	1.315215e+03
4.920000e+00	-1.307518e+03	1.314274e+03
4.930000e+00	-1.348190e+03	1.322944e+03
4.940000e+00	-1.286242e+03	1.315749e+03
4.950000e+00	-1.298306e+03	1.312079e+03
4.957366e+00	-1.335566e+03	1.323217e+03
4.960000e+00	-1.341235e+03	1.322895e+03
4.970000e+00	-1.383017e+03	1.330728e+03
4.980000e+00	-1.320500e+03	1.322045e+03
4.985437e+00	-1.367042e+03	1.324625e+03
4.990000e+00	-1.357022e+03	1.323908e+03
4.995218e+00	-1.371733e+03	1.327323e+03
5.000000e+00	-1.361064e+03	1.336429e+03
5.010000e+00	-1.366088e+03	1.326201e+03
5.014129e+00	-1.311374e+03	1.333923e+03
5.018053e+00	-1.368677e+03	1.335546e+03
5.020000e+00	-1.394660e+03	1.335399e+03
5.026420e+00	-1.208673e+03	1.345958e+03
5.030000e+00	-1.418748e+03	1.331727e+03
5.039364e+00	-1.307979e+03	1.340643e+03
5.040000e+00	-1.331573e+03	1.336125e+03
5.045743e+00	-1.366473e+03	1.334657e+03
5.050000e+00	-1.371753e+03	1.343302e+03
5.060000e+00	-1.365794e+03	1.340367e+03
5.069332e+00	-1.313217e+03	1.345340e+03
5.070000e+00	-1.335011e+03	1.341538e+03
5.075876e+00	-1.401399e+03	1.343178e+03
5.080000e+00	-1.371455e+03	1.348550e+03
5.083721e+00	-1.251040e+03	1.348238e+03
5.090000e+00	-1.368193e+03	1.349912e+03
5.100000e+00	-1.381125e+03	1.350787e+03
5.110000e+00	-1.377188e+03	1.350716e+03
5.115437e+00	-1.405895e+03	1.350119e+03
5.120000e+00	-1.380944e+03	1.358254e+03
5.130000e+00	-1.395745e+03	1.349234e+03
5.133777e+00	-1.351012e+03	1.357645e+03
5.137747e+00	-1.400329e+03	1.355187e+03
5.140000e+00	-1.420853e+03	1.361454e+03
5.143148e+00	-1.365107e+03	1.357775e+03
5.150000e+00	-1.396456e+03	1.353994e+03
5.158972e+00	-1.342788e+03	1.364849e+03
5.160000e+00	-1.379681e+03	1.359070e+03
5.170000e+00	-1.393221e+03	1.368247e+03
5.180000e+00	-1.410915e+03	1.358818e+03
5.190000e+00	-1.406510e+03	1.369557e+03
5.200000e+00	-1.336796e+03	1.366614e+03
5.208051e+00	-1.423856e+03	1.367140e+03
5.210000e+00	-1.418030e+03	1.371204e+03
5.216913e+00	-1.392534e+03	1.370618e+03
5.220000e+00	-1.406015e+03	1.369976e+03
5.229133e+00	-1.402973e+03	1.378836e+03
5.230000e+00	-1.403859e+03	1.378534e+03
5.240000e+00	-1.413750e+03	1.378255e+03
5.250000e+00	-1.384126e+03	1.370905e+03
5.258910e+00	-1.341432e+03	1.386935e+03
5.260000e+00	-1.416421e+03	1.370393e+03
5.268725e+00	-1.349953e+03	1.383036e+03
5.270000e+00	-1.385561e+03	1.386103e+03
5.280000e+00	-1.398559e+03	1.381983e+03
5.283778e+00	-1.419364e+03	1.384210e+03
5.290000e+00	-1.427583e+03	1.387445e+03
5.300000e+00	-1.410086e+03	1.386950e+03
5.305596e+00	-1.425224e+03	1.389222e+03
5.310000e+00	-1.448275e+03	1.394804e+03
5.320000e+00	-1.455912e+03	1.394777e+03
5.329576e+00	-1.536098e+03	1.385487e+03
5.330000e+00	-1.476996e+03	1.400331e+03
5.333058e+00	-9.747504e+02	1.434492e+03
5.337135e+00	-1.927974e+03	1.370009e+03
5.340000e+00	-1.169800e+03	1.432328e+03
5.348763e+00	-1.726987e+03	1.404711e+03
5.350000e+00	-1.612391e+03	1.408642e+03
5.360000e+00	-1.476505e+03	1.395980e+03
5.369229e+00	-1.378683e+03	1.400898e+03
5.370000e+00	-1.418445e+03	1.398488e+03
5.375843e+00	-1.469205e+03	1.398816e+03
5.380000e+00	-1.454330e+03	1.406091e+03
5.384739e+00	-1.446983e+03	1.401429e+03
5.390000e+00	-1.460650e+03	1.408612e+03
5.395613e+00	-1.395936e+03	1.409422e+03
5.400000e+00	-1.431516e+03	1.402941e+03
5.406571e+00	-1.415679e+03	1.414679e+03
5.410000e+00	-1.458727e+03	1.408044e+03
5.420000e+00	-1.506935e+03	1.421287e+03
5.430000e+00	-1.482914e+03	1.418870e+03
5.440000e+00	-1.408793e+03	1.407261e+03
5.442936e+00	-1.461068e+03	1.415153e+03
5.450000e+00	-1.473815e+03	1.419259e+03
5.458850e+00	-1.474461e+03	1.416630e+03
5.460000e+00	-1.460206e+03	1.415267e+03
5.464410e+00	-1.467895e+03	1.420562e+03
5.470000e+00	-1.446080e+03	1.416592e+03
5.475430e+00	-1.509264e+03	1.421823e+03
5.480000e+00	-1.482136e+03	1.429885e+03
5.488673e+00	-1.493387e+03	1.423457e+03
5.490000e+00	-1.471662e+03	1.420210e+03
5.496811e+00	-1.448342e+03	1.431934e+03
5.500000e+00	-1.479343e+03	1.424559e+03
5.506642e+00	-1.479571e+03	1.428979e+03
5.510000e+00	-1.477164e+03	1.432169e+03
5.514358e+00	-1.483836e+03	1.428070e+03
5.518805e+00	-1.542588e+03	1.426872e+03
5.520000e+00	-1.493852e+03	1.433755e+03
5.524537e+00	-1.415625e+03	1.431559e+03
5.530000e+00	-1.502434e+03	1.436647e+03
5.540000e+00	-1.466022e+03	1.430159e+03
5.550000e+00	-1.494585e+03	1.437301e+03
5.558620e+00	-1.339219e+03	1.447682e+03
5.560000e+00	-1.498237e+03	1.435555e+03
5.562759e+00	-1.641894e+03	1.432946e+03
5.570000e+00	-1.381222e+03	1.448070e+03
5.580000e+00	-1.460249e+03	1.437841e+03
5.587517e+00	-1.511427e+03	1.439406e+03
5.590000e+00	-1.499956e+03	1.441965e+03
5.598483e+00	-1.555843e+03	1.440793e+03
5.600000e+00	-1.505923e+03	1.447034e+03
5.608845e+00	-1.355253e+03	1.438509e+03
5.610000e+00	-1.438338e+03	1.448684e+03
5.619407e+00	-1.525918e+03	1.440784e+03
5.620000e+00	-1.521156e+03	1.446206e+03
5.630000e+00	-1.510307e+03	1.454269e+03
5.640000e+00	-1.504494e+03	1.453902e+03
5.645534e+00	-1.458812e+03	1.457182e+03
5.650000e+00	-1.471091e+03	1.445880e+03
5.657419e+00	-1.517967e+03	1.455679e+03
5.660000e+00	-1.523871e+03	1.455244e+03
5.670000e+00	-1.583732e+03	1.467853e+03
5.680000e+00	-1.511184e+03	1.455952e+03
5.683357e+00	-1.525884e+03	1.461138e+03
5.690000e+00	-1.510000e+03	1.464737e+03
5.696642e+00	-1.495359e+03	1.467026e+03
5.700000e+00	-1.536699e+03	1.472116e+03
5.706323e+00	-1.532940e+03	1.462771e+03
5.710000e+00	-1.521771e+03	1.459738e+03
5.718590e+00	-1.464204e+03	1.467654e+03
5.720000e+00	-1.522625e+03	1.463878e+03
5.724740e+00	-1.579874e+03	1.469573e+03
5.730000e+00	-1.505521e+03	1.465357e+03
5.737901e+00	-1.578062e+03	1.465978e+03
5.740000e+00	-1.589964e+03	1.468784e+03
5.750000e+00	-1.555189e+03	1.483654e+03
5.760000e+00	-1.539334e+03	1.476317e+03
5.770000e+00	-1.527786e+03	1.475773e+03
5.780000e+00	-1.539854e+03	1.477492e+03
5.790000e+00	-1.528203e+03	1.478656e+03
5.800000e+00	-1.566403e+03	1.485000e+03
5.804466e+00	-1.546653e+03	1.481261e+03
5.810000e+00	-1.559665e+03	1.487967e+03
5.820000e+00	-1.576800e+03	1.489426e+03
5.822854e+00	-1.564151e+03	1.491194e+03
5.830000e+00	-1.541737e+03	1.484791e+03
5.838591e+00	-1.496982e+03	1.490677e+03
5.840000e+00	-1.552587e+03	1.486870e+03
5.850000e+00	-1.532663e+03	1.487516e+03
5.860000e+00	-1.638604e+03	1.484074e+03
5.864223e+00	-1.410354e+03	1.504334e+03
5.870000e+00	-1.620579e+03	1.503476e+03
5.873639e+00	-1.595787e+03	1.495194e+03
5.880000e+00	-1.532146e+03	1.490119e+03
5.890000e+00	-1.578993e+03	1.500920e+03
5.898955e+00	-1.582500e+03	1.499567e+03
5.900000e+00	-1.585465e+03	1.499583e+03
5.909321e+00	-1.516339e+03	1.504171e+03
5.910000e+00	-1.550195e+03	1.500059e+03
5.915744e+00	-1.609072e+03	1.500253e+03
5.920000e+00	-1.597690e+03	1.509438e+03
5.930000e+00	-1.539140e+03	1.499127e+03
5.940000e+00	-1.573269e+03	1.512231e+03
5.950000e+00	-1.536432e+03	1.522014e+03
5.959123e+00	-1.555429e+03	1.511657e+03
5.960000e+00	-1.574094e+03	1.514542e+03
5.964610e+00	-1.602531e+03	1.514770e+03
5.970000e+00	-1.571921e+03	1.512358e+03
5.976344e+00	-1.549223e+03	1.522743e+03
5.980000e+00	-1.610529e+03	1.517056e+03
5.985314e+00	-1.528014e+03	1.520434e+03
5.990000e+00	-1.585400e+03	1.511759e+03
5.995281e+00	-1.629496e+03	1.515039e+03
6.000000e+00	-1.620029e+03	1.517933e+03
6.003379e+00	-1.597603e+03	1.521008e+03
6.008698e+00	-1.599422e+03	1.522181e+03
6.010000e+00	-1.598173e+03	1.525109e+03
6.016961e+00	-1.577544e+03	1.527565e+03
6.020000e+00	-1.611947e+03	1.529426e+03
6.027003e+00	-1.694967e+03	1.516501e+03
6.030000e+00	-1.610450e+03	1.527042e+03
6.035099e+00	-1.611902e+03	1.523706e+03
6.039337e+00	-1.675739e+03	1.526765e+03
6.040000e+00	-1.638761e+03	1.530889e+03
6.045707e+00	-1.544160e+03	1.529705e+03
6.050000e+00	-1.597580e+03	1.524383e+03
6.057476e+00	-1.619837e+03	1.529170e+03
6.060000e+00	-1.642446e+03	1.533927e+03
6.063465e+00	-1.594832e+03	1.532623e+03
6.070000e+00	-1.639952e+03	1.527996e+03
6.076565e+00	-1.608747e+03	1.534963e+03
6.080000e+00	-1.636776e+03	1.542482e+03
6.090000e+00	-1.648357e+03	1.534543e+03
6.100000e+00	-1.602972e+03	1.539147e+03
6.110000e+00	-1.688068e+03	1.544138e+03
6.120000e+00	-1.606685e+03	1.540282e+03
6.127128e+00	-1.696329e+03	1.545991e+03
6.130000e+00	-1.648476e+03	1.543076e+03
6.138647e+00	-1.574759e+03	1.548224e+03
6.140000e+00	-1.633363e+03	1.543617e+03
6.144705e+00	-1.695266e+03	1.549761e+03
6.150000e+00	-1.608814e+03	1.543737e+03
6.153155e+00	-1.657067e+03	1.550743e+03
6.160000e+00	-1.630300e+03	1.551765e+03
6.166305e+00	-1.658279e+03	1.551979e+03
6.170000e+00	-1.606196e+03	1.540304e+03
6.177389e+00	-1.648763e+03	1.552405e+03
6.180000e+00	-1.664698e+03	1.553305e+03
6.189167e+00	-1.708689e+03	1.555953e+03
6.190000e+00	-1.659874e+03	1.560696e+03
6.200000e+00	-1.657247e+03	1.564308e+03
6.209343e+00	-1.710999e+03	1.559659e+03
6.210000e+00	-1.680372e+03	1.563127e+03
6.215841e+00	-1.584883e+03	1.562583e+03
6.220000e+00	-1.646625e+03	1.557765e+03
6.229132e+00	-1.650737e+03	1.568092e+03
6.230000e+00	-1.660317e+03	1.569269e+03
6.240000e+00	-1.626664e+03	1.558778e+03
6.250000e+00	-1.652883e+03	1.567295e+03
6.256727e+00	-1.660412e+03	1.569462e+03
6.260000e+00	-1.680039e+03	1.574794e+03
6.264286e+00	-1.685120e+03	1.570940e+03
6.270000e+00	-1.681741e+03	1.574522e+03
6.275123e+00	-1.639283e+03	1.580707e+03
6.280000e+00	-1.661605e+03	1.567721e+03
6.287445e+00	-1.684038e+03	1.572874e+03
6.290000e+00	-1.708673e+03	1.578664e+03
6.293207e+00	-1.661893e+03	1.575257e+03
6.298634e+00	-1.690097e+03	1.578648e+03
6.300000e+00	-1.702170e+03	1.572716e+03
6.310000e+00	-1.684852e+03	1.580038e+03
6.318742e+00	-1.668697e+03	1.579474e+03
6.320000e+00	-1.658873e+03	1.584472e+03
6.326227e+00	-1.674567e+03	1.588167e+03
6.330000e+00	-1.684589e+03	1.586609e+03
6.335772e+00	-1.630979e+03	1.587453e+03
6.340000e+00	-1.677330e+03	1.580593e+03
6.344182e+00	-1.712006e+03	1.589499e+03
6.349360e+00	-1.617031e+03	1.592308e+03
6.350000e+00	-1.650573e+03	1.585022e+03
6.355295e+00	-1.767968e+03	1.589276e+03
6.360000e+00	-1.709543e+03	1.600027e+03
6.366377e+00	-1.748999e+03	1.584434e+03
6.370000e+00	-1.725735e+03	1.590254e+03
6.378711e+00	-1.525616e+03	1.597950e+03
6.380000e+00	-1.602087e+03	1.589110e+03
6.386315e+00	-1.729994e+03	1.596648e+03
6.390000e+00	-1.721983e+03	1.605499e+03
6.396155e+00	-1.713804e+03	1.593402e+03
6.400000e+00	-1.691124e+03	1.587737e+03
6.405268e+00	-1.744272e+03	1.594783e+03
6.410000e+00	-1.724606e+03	1.605730e+03
6.413045e+00	-1.689108e+03	1.599061e+03
6.418516e+00	-1.723826e+03	1.601030e+03
6.420000e+00	-1.736781e+03	1.596817e+03
6.428344e+00	-1.789840e+03	1.602751e+03
6.430000e+00	-1.738402e+03	1.602960e+03
6.435126e+00	-1.720898e+03	1.603028e+03
6.440000e+00	-1.730930e+03	1.605565e+03
6.450000e+00	-1.685789e+03	1.595036e+03
6.460000e+00	-1.716479e+03	1.604755e+03
6.469393e+00	-1.772026e+03	1.609592e+03
6.470000e+00	-1.745280e+03	1.613746e+03
6.475347e+00	-1.715457e+03	1.611937e+03
6.480000e+00	-1.770899e+03	1.622103e+03
6.490000e+00	-1.740975e+03	1.616547e+03
6.494536e+00	-1.763325e+03	1.613387e+03
6.500000e+00	-1.695092e+03	1.608505e+03
6.503069e+00	-1.735245e+03	1.613583e+03
6.510000e+00	-1.724417e+03	1.618531e+03
6.519374e+00	-1.672009e+03	1.619507e+03
6.520000e+00	-1.717209e+03	1.613176e+03
6.529038e+00	-1.688988e+03	1.625507e+03
6.530000e+00	-1.733001e+03	1.618847e+03
6.533404e+00	-1.756446e+03	1.620738e+03
6.540000e+00	-1.710079e+03	1.620841e+03
6.546226e+00	-1.754763e+03	1.626191e+03
6.550000e+00	-1.805862e+03	1.612945e+03
6.559190e+00	-1.745135e+03	1.624546e+03
6.560000e+00	-1.749458e+03	1.623797e+03
6.564276e+00	-1.802868e+03	1.629175e+03
6.569331e+00	-1.688784e+03	1.628881e+03
6.570000e+00	-1.723030e+03	1.625097e+03
6.575734e+00	-1.797350e+03	1.626120e+03
6.580000e+00	-1.767932e+03	1.635477e+03
6.590000e+00	-1.766071e+03	1.628140e+03
6.596090e+00	-1.669104e+03	1.635225e+03
6.598722e+00	-1.801474e+03	1.633240e+03
6.600000e+00	-1.764964e+03	1.629842e+03
6.606677e+00	-1.735932e+03	1.642846e+03
6.610000e+00	-1.769633e+03	1.635061e+03
6.616949e+00	-1.836842e+03	1.635042e+03
6.620000e+00	-1.762110e+03	1.633247e+03
6.626401e+00	-1.721041e+03	1.645228e+03
6.630000e+00	-1.800863e+03	1.640896e+03
6.634244e+00	-1.710205e+03	1.640312e+03
6.640000e+00	-1.762001e+03	1.647502e+03
6.648079e+00	-1.729807e+03	1.647140e+03
6.650000e+00	-1.776751e+03	1.641393e+03
6.654770e+00	-1.841164e+03	1.646380e+03
6.660000e+00	-1.739058e+03	1.640053e+03
6.663186e+00	-1.793614e+03	1.647195e+03
6.668374e+00	-1.761426e+03	1.645857e+03
6.670000e+00	-1.762423e+03	1.647645e+03
6.680000e+00	-1.782741e+03	1.645850e+03
6.685080e+00	-1.827712e+03	1.650412e+03
6.690000e+00	-1.759591e+03	1.648084e+03
6.696529e+00	-1.755142e+03	1.659866e+03
6.700000e+00	-1.794515e+03	1.652478e+03
6.709164e+00	-1.714502e+03	1.656499e+03
6.710000e+00	-1.739856e+03	1.658038e+03
6.720000e+00	-1.731135e+03	1.646397e+03
6.727175e+00	-1.806710e+03	1.660317e+03
6.730000e+00	-1.791372e+03	1.655802e+03
6.739101e+00	-1.784100e+03	1.665058e+03
6.740000e+00	-1.814811e+03	1.670049e+03
6.745264e+00	-1.752806e+03	1.669173e+03
6.750000e+00	-1.850827e+03	1.672469e+03
6.753629e+00	-1.830057e+03	1.662617e+03
6.760000e+00	-1.849468e+03	1.656427e+03
6.763324e+00	-1.752493e+03	1.672162e+03
6.770000e+00	-1.824567e+03	1.663676e+03
6.779084e+00	-1.777164e+03	1.673099e+03
6.780000e+00	-1.804504e+03	1.666799e+03
6.787008e+00	-1.817749e+03	1.669963e+03
6.790000e+00	-1.810757e+03	1.673418e+03
6.797753e+00	-1.784755e+03	1.679041e+03
6.800000e+00	-1.817547e+03	1.669707e+03
6.810000e+00	-1.773586e+03	1.667387e+03
6.813067e+00	-1.831243e+03	1.675258e+03
6.818286e+00	-1.806947e+03	1.675619e+03
6.820000e+00	-1.802166e+03	1.675589e+03
6.830000e+00	-1.842886e+03	1.685082e+03
6.836247e+00	-1.865269e+03	1.674919e+03
6.840000e+00	-1.837959e+03	1.678034e+03
6.846994e+00	-1.782137e+03	1.686571e+03
6.850000e+00	-1.844429e+03	1.679131e+03
6.856570e+00	-1.780562e+03	1.691656e+03
6.860000e+00	-1.844045e+03	1.694827e+03
6.865094e+00	-1.766679e+03	1.688537e+03
6.870000e+00	-1.811138e+03	1.676737e+03
6.879172e+00	-1.830172e+03	1.685328e+03
6.880000e+00	-1.830477e+03	1.683677e+03
6.890000e+00	-1.829042e+03	1.687583e+03
6.900000e+00	-1.789206e+03	1.682672e+03
6.909126e+00	-1.844212e+03	1.692711e+03
6.910000e+00	-1.831468e+03	1.688890e+03
6.918562e+00	-1.776464e+03	1.693906e+03
6.920000e+00	-1.836725e+03	1.691615e+03
6.930000e+00	-1.802130e+03	1.688987e+03
6.932937e+00	-1.859153e+03	1.697671e+03
6.938228e+00	-1.848272e+03	1.700442e+03
6.940000e+00	-1.833255e+03	1.698656e+03
6.945031e+00	-1.823603e+03	1.698898e+03
6.950000e+00	-1.854940e+03	1.700455e+03
6.960000e+00	-1.791544e+03	1.691346e+03
6.970000e+00	-1.845047e+03	1.699573e+03
6.979075e+00	-1.835528e+03	1.708025e+03
6.980000e+00	-1.874005e+03	1.715566e+03
6.990000e+00	-1.896581e+03	1.698097e+03
6.995906e+00	-1.759128e+03	1.706220e+03
6.999318e+00	-1.835938e+03	1.712250e+03
7.000000e+00	-1.844771e+03	1.710094e+03
7.006419e+00	-1.887818e+03	1.713797e+03
7.010000e+00	-1.868176e+03	1.720278e+03
7.019238e+00	-1.852797e+03	1.713455e+03
7.020000e+00	-1.877331e+03	1.714002e+03
7.025538e+00	-1.917861e+03	1.716939e+03
7.030000e+00	-1.864225e+03	1.714444e+03
7.039333e+00	-1.794239e+03	1.717637e+03
7.040000e+00	-1.841789e+03	1.712925e+03
7.045205e+00	-1.942790e+03	1.721096e+03
7.050000e+00	-1.856899e+03	1.716810e+03
7.058566e+00	-1.815130e+03	1.720323e+03
7.060000e+00	-1.872982e+03	1.718131e+03
7.070000e+00	-1.838227e+03	1.715346e+03
7.072935e+00	-1.895821e+03	1.724012e+03
7.080000e+00	-1.865770e+03	1.723532e+03
7.085627e+00	-1.909850e+03	1.726947e+03
7.090000e+00	-1.936639e+03	1.739785e+03
7.097000e+00	-1.889600e+03	1.730513e+03
7.100000e+00	-1.887648e+03	1.732671e+03
7.107716e+00	-1.839142e+03	1.735823e+03
7.110000e+00	-1.905026e+03	1.726797e+03
