"LEM_ADAMSS"

"Time      "	".rama_wahacz_L.Element_Force.X"	".rama_wahacz_L.Element_Force.Y"	".link_wahacz.Element_Force.X"	".link_wahacz.Element_Force.Y"	".kolo_tyl_wahacz.Element_Force.X"	".kolo_tyl_wahacz.Element_Force.Y"
2.576526e+00	-6.482181e+02	-5.373910e+01	1.306735e+03	4.400077e+02	1.079349e+01	3.809515e+02
2.580000e+00	-6.477040e+02	-5.274380e+01	1.308728e+03	4.405750e+02	1.458051e+01	3.787533e+02
2.595000e+00	-6.579951e+02	-5.016504e+01	1.301777e+03	4.382350e+02	-1.266195e+01	3.796884e+02
2.610000e+00	-6.724718e+02	-4.609525e+01	1.298545e+03	4.370308e+02	-4.374618e+01	3.798808e+02
2.625000e+00	-6.579748e+02	-4.871330e+01	1.289050e+03	4.339601e+02	-2.530699e+01	3.775832e+02
2.636349e+00	-6.419881e+02	-5.611259e+01	1.310353e+03	4.413002e+02	2.617605e+01	3.819065e+02
2.640000e+00	-6.515169e+02	-5.086788e+01	1.299847e+03	4.375745e+02	-1.673052e+00	3.776831e+02
2.655000e+00	-6.723045e+02	-4.596749e+01	1.302019e+03	4.381460e+02	-3.962849e+01	3.794067e+02
2.660184e+00	-6.563029e+02	-5.151319e+01	1.293100e+03	4.354475e+02	-1.921586e+01	3.817249e+02
2.670000e+00	-6.426939e+02	-5.346532e+01	1.307093e+03	4.400604e+02	2.282711e+01	3.775321e+02
2.682359e+00	-6.720495e+02	-4.603230e+01	1.304148e+03	4.388534e+02	-3.686764e+01	3.792938e+02
2.685000e+00	-6.596136e+02	-5.048734e+01	1.302993e+03	4.386778e+02	-1.492271e+01	3.810730e+02
2.700000e+00	-6.588485e+02	-4.996353e+01	1.303206e+03	4.387067e+02	-1.279806e+01	3.797063e+02
2.710103e+00	-6.519232e+02	-5.245816e+01	1.295585e+03	4.362921e+02	-8.023070e+00	3.810513e+02
2.715000e+00	-6.525830e+02	-5.002406e+01	1.293710e+03	4.355237e+02	-9.916218e+00	3.769616e+02
2.730000e+00	-6.309852e+02	-5.673463e+01	1.294941e+03	4.362251e+02	3.225739e+01	3.780117e+02
2.745000e+00	-6.427186e+02	-5.365088e+01	1.305687e+03	4.396017e+02	2.116068e+01	3.779611e+02
2.758564e+00	-6.446520e+02	-5.335848e+01	1.303543e+03	4.389030e+02	1.501745e+01	3.785567e+02
2.760000e+00	-6.608561e+02	-4.978848e+01	1.300712e+03	4.378864e+02	-1.951322e+01	3.805326e+02
2.775000e+00	-6.542827e+02	-5.060732e+01	1.301417e+03	4.381150e+02	-5.595729e+00	3.785837e+02
2.790000e+00	-6.619193e+02	-4.906734e+01	1.303438e+03	4.387451e+02	-1.838182e+01	3.796239e+02
2.805000e+00	-6.532967e+02	-5.053252e+01	1.300363e+03	4.377412e+02	-4.623992e+00	3.779750e+02
2.817880e+00	-6.385996e+02	-5.589370e+01	1.303271e+03	4.389357e+02	2.582848e+01	3.800239e+02
2.820000e+00	-6.442057e+02	-5.220002e+01	1.301214e+03	4.380466e+02	1.418258e+01	3.762530e+02
2.832334e+00	-7.182984e+02	-4.471373e+01	1.304734e+03	4.394902e+02	-1.315702e+02	4.010202e+02
2.835000e+00	-6.631730e+02	-4.957072e+01	1.301164e+03	4.380480e+02	-2.372603e+01	3.813364e+02
2.850000e+00	-6.852627e+02	-4.241241e+01	1.290711e+03	4.343318e+02	-7.647890e+01	3.801466e+02
2.855944e+00	-6.632398e+02	-4.916473e+01	1.308186e+03	4.403246e+02	-1.612634e+01	3.802742e+02
2.865000e+00	-6.599402e+02	-5.073385e+01	1.302155e+03	4.384107e+02	-1.667060e+01	3.817792e+02
2.880000e+00	-6.487844e+02	-5.275999e+01	1.308965e+03	4.406791e+02	1.257745e+01	3.793385e+02
2.895000e+00	-6.154672e+02	-6.359901e+01	1.335678e+03	4.498887e+02	1.038111e+02	3.806573e+02
2.902095e+00	-6.144443e+02	-6.192189e+01	1.305383e+03	4.398150e+02	7.460856e+01	3.785200e+02
2.910000e+00	-6.407671e+02	-5.615600e+01	1.334151e+03	4.490646e+02	5.402135e+01	3.802758e+02
2.923959e+00	-6.633216e+02	-4.909384e+01	1.303359e+03	4.387284e+02	-2.141603e+01	3.804382e+02
2.925000e+00	-6.536705e+02	-5.146966e+01	1.304888e+03	4.393013e+02	-1.153380e+00	3.797094e+02
2.940000e+00	-6.757823e+02	-4.539657e+01	1.285653e+03	4.328032e+02	-6.395477e+01	3.809401e+02
2.955000e+00	-6.685129e+02	-4.692523e+01	1.289001e+03	4.339322e+02	-4.619638e+01	3.798056e+02
2.970000e+00	-6.414850e+02	-5.659711e+01	1.326804e+03	4.467201e+02	4.445191e+01	3.817834e+02
2.985000e+00	-6.780482e+02	-4.378496e+01	1.283478e+03	4.319822e+02	-7.002807e+01	3.792669e+02
2.992990e+00	-6.477512e+02	-5.314260e+01	1.305047e+03	4.394039e+02	1.031254e+01	3.797009e+02
3.000000e+00	-6.595366e+02	-4.823962e+01	1.284568e+03	4.324886e+02	-3.303396e+01	3.777185e+02
3.015000e+00	-6.391573e+02	-5.530213e+01	1.321282e+03	4.447844e+02	4.417945e+01	3.784344e+02
3.030000e+00	-6.714148e+02	-4.492572e+01	1.285226e+03	4.325639e+02	-5.505812e+01	3.778153e+02
3.036099e+00	-6.694980e+02	-4.658925e+01	1.299395e+03	4.373066e+02	-3.695739e+01	3.791988e+02
3.043771e+00	-6.749537e+02	-4.725603e+01	1.306435e+03	4.397435e+02	-4.121010e+01	3.829792e+02
3.045000e+00	-6.519969e+02	-5.310279e+01	1.315400e+03	4.428577e+02	1.253751e+01	3.813747e+02
3.060000e+00	-6.486995e+02	-5.127992e+01	1.296696e+03	4.365281e+02	5.787842e-01	3.771145e+02
3.072353e+00	-6.769416e+02	-4.506496e+01	1.301741e+03	4.380399e+02	-4.900712e+01	3.801556e+02
3.075000e+00	-6.592122e+02	-5.043542e+01	1.302395e+03	4.384703e+02	-1.469261e+01	3.807921e+02
3.090000e+00	-6.553730e+02	-4.979002e+01	1.297049e+03	4.366384e+02	-1.202157e+01	3.778414e+02
3.105000e+00	-6.469622e+02	-5.316821e+01	1.309274e+03	4.407994e+02	1.645624e+01	3.791178e+02
3.109922e+00	-6.642399e+02	-4.803585e+01	1.302529e+03	4.384055e+02	-2.356938e+01	3.789988e+02
3.118756e+00	-6.491239e+02	-5.324013e+01	1.304658e+03	4.393028e+02	6.992684e+00	3.806090e+02
3.120000e+00	-6.560008e+02	-4.971856e+01	1.296331e+03	4.363864e+02	-1.405276e+01	3.780757e+02
3.135000e+00	-6.461322e+02	-5.245885e+01	1.305828e+03	4.396087e+02	1.492465e+01	3.775481e+02
3.150000e+00	-6.572981e+02	-4.893466e+01	1.293483e+03	4.354128e+02	-1.931331e+01	3.774378e+02
3.156249e+00	-6.636632e+02	-4.806806e+01	1.300979e+03	4.378843e+02	-2.404186e+01	3.788257e+02
3.165000e+00	-6.488376e+02	-5.319968e+01	1.305042e+03	4.394193e+02	8.022493e+00	3.803647e+02
3.180000e+00	-6.600520e+02	-4.947882e+01	1.303523e+03	4.387799e+02	-1.465717e+01	3.794022e+02
3.195000e+00	-6.531206e+02	-5.070999e+01	1.304864e+03	4.392262e+02	4.496744e-01	3.779724e+02
3.210000e+00	-6.483105e+02	-5.134841e+01	1.300054e+03	4.376457e+02	4.920469e+00	3.768965e+02
3.225000e+00	-6.478820e+02	-4.977006e+01	1.290322e+03	4.343450e+02	-3.606865e+00	3.741965e+02
3.240000e+00	-6.436146e+02	-5.595694e+01	1.322958e+03	4.454415e+02	3.631534e+01	3.818883e+02
3.246529e+00	-6.381877e+02	-5.563731e+01	1.308388e+03	4.405853e+02	3.223538e+01	3.791800e+02
3.255000e+00	-6.510486e+02	-5.100366e+01	1.299051e+03	4.373355e+02	-1.626370e+00	3.777232e+02
3.267599e+00	-6.401866e+02	-5.480169e+01	1.304717e+03	4.393407e+02	2.468000e+01	3.788377e+02
3.270000e+00	-6.492506e+02	-5.148573e+01	1.299739e+03	4.375618e+02	2.544638e+00	3.776556e+02
3.285000e+00	-6.114527e+02	-6.347174e+01	1.329657e+03	4.478657e+02	1.058121e+02	3.786081e+02
3.297917e+00	-6.419833e+02	-5.494178e+01	1.307754e+03	4.403654e+02	2.408675e+01	3.799125e+02
3.300000e+00	-6.522794e+02	-5.105960e+01	1.299358e+03	4.374343e+02	-3.909147e+00	3.784826e+02
3.315000e+00	-6.633764e+02	-4.863747e+01	1.302837e+03	4.385281e+02	-2.179229e+01	3.796183e+02
3.330000e+00	-6.551005e+02	-5.012656e+01	1.298303e+03	4.370521e+02	-1.032819e+01	3.782684e+02
3.337145e+00	-6.683659e+02	-4.723958e+01	1.302166e+03	4.382636e+02	-3.205793e+01	3.797045e+02
3.345000e+00	-6.541493e+02	-5.163471e+01	1.301851e+03	4.383121e+02	-5.485803e+00	3.804092e+02
3.360000e+00	-6.481446e+02	-5.288430e+01	1.309418e+03	4.408313e+02	1.431691e+01	3.792117e+02
3.373681e+00	-6.422796e+02	-5.440658e+01	1.304491e+03	4.392720e+02	2.034572e+01	3.791844e+02
3.375000e+00	-6.566943e+02	-5.050603e+01	1.304138e+03	4.390188e+02	-7.638224e+00	3.795140e+02
3.390000e+00	-6.573127e+02	-4.837750e+01	1.292431e+03	4.350224e+02	-2.013881e+01	3.764756e+02
3.394287e+00	-6.516308e+02	-5.215245e+01	1.298836e+03	4.373339e+02	-3.766697e+00	3.801770e+02
3.405000e+00	-6.441721e+02	-5.408119e+01	1.311752e+03	4.416431e+02	2.434628e+01	3.792305e+02
3.420000e+00	-6.669358e+02	-4.786365e+01	1.296764e+03	4.365087e+02	-3.520252e+01	3.803414e+02
3.435000e+00	-6.592561e+02	-4.832122e+01	1.289536e+03	4.341122e+02	-2.721822e+01	3.775114e+02
3.450000e+00	-6.414984e+02	-5.624029e+01	1.319155e+03	4.441992e+02	3.649814e+01	3.814745e+02
3.465000e+00	-6.491770e+02	-5.263476e+01	1.312116e+03	4.416871e+02	1.518500e+01	3.791822e+02
3.480000e+00	-6.791024e+02	-4.464571e+01	1.300787e+03	4.377270e+02	-5.428487e+01	3.805915e+02
3.495000e+00	-6.643019e+02	-4.842767e+01	1.298218e+03	4.370113e+02	-2.852775e+01	3.799559e+02
3.503166e+00	-6.498492e+02	-5.295578e+01	1.302569e+03	4.386024e+02	3.430873e+00	3.805583e+02
3.510000e+00	-6.589577e+02	-4.756212e+01	1.279004e+03	4.306147e+02	-3.734814e+01	3.764176e+02
3.523352e+00	-6.534320e+02	-5.190369e+01	1.300890e+03	4.380127e+02	-5.183281e+00	3.805809e+02
3.525000e+00	-6.512102e+02	-5.116259e+01	1.299250e+03	4.373963e+02	-1.853699e+00	3.781033e+02
3.540000e+00	-6.531847e+02	-5.137385e+01	1.303532e+03	4.388550e+02	-1.519704e+00	3.793257e+02
3.555000e+00	-6.777927e+02	-4.963050e+01	1.307753e+03	4.403899e+02	-4.712011e+01	3.887789e+02
3.570000e+00	-6.818740e+02	-4.632384e+01	1.291026e+03	4.347110e+02	-7.144268e+01	3.855842e+02
3.584189e+00	-6.351764e+02	-5.609985e+01	1.303834e+03	4.391142e+02	3.341030e+01	3.786028e+02
3.585000e+00	-6.492375e+02	-5.216758e+01	1.306478e+03	4.398353e+02	9.365843e+00	3.785621e+02
3.598575e+00	-6.503096e+02	-5.537505e+01	1.306569e+03	4.401156e+02	5.303560e+00	3.850551e+02
3.600000e+00	-6.631815e+02	-4.896016e+01	1.301812e+03	4.382057e+02	-2.267588e+01	3.801628e+02
3.615000e+00	-6.429753e+02	-5.423816e+01	1.311676e+03	4.416129e+02	2.665635e+01	3.789012e+02
3.630000e+00	-6.594080e+02	-4.884655e+01	1.294811e+03	4.358673e+02	-2.223651e+01	3.783238e+02
3.634621e+00	-6.494469e+02	-5.311899e+01	1.303987e+03	4.390725e+02	5.679958e+00	3.805821e+02
3.645000e+00	-6.443236e+02	-5.367497e+01	1.309634e+03	4.409198e+02	2.201800e+01	3.786581e+02
3.658528e+00	-6.434706e+02	-5.388413e+01	1.304559e+03	4.392581e+02	1.823890e+01	3.788632e+02
3.660000e+00	-6.630626e+02	-4.926272e+01	1.299906e+03	4.376027e+02	-2.464255e+01	3.807524e+02
3.675000e+00	-6.590617e+02	-5.030044e+01	1.301681e+03	4.382288e+02	-1.505678e+01	3.804940e+02
3.690000e+00	-6.751099e+02	-4.389747e+01	1.289908e+03	4.340629e+02	-5.712691e+01	3.776253e+02
3.705000e+00	-6.476587e+02	-5.225473e+01	1.304901e+03	4.393183e+02	1.090064e+01	3.779945e+02
3.720000e+00	-6.533485e+02	-5.158729e+01	1.304981e+03	4.393522e+02	-4.536880e-01	3.797550e+02
3.733838e+00	-6.681848e+02	-4.830117e+01	1.306397e+03	4.397468e+02	-2.779439e+01	3.813538e+02
3.735000e+00	-6.507674e+02	-5.280087e+01	1.312709e+03	4.419550e+02	1.241529e+01	3.802901e+02
3.750000e+00	-6.691663e+02	-4.742395e+01	1.316442e+03	4.429311e+02	-1.859257e+01	3.797521e+02
3.755771e+00	-6.288651e+02	-5.774019e+01	1.299201e+03	4.376202e+02	4.060650e+01	3.785488e+02
3.765000e+00	-6.658351e+02	-4.868519e+01	1.291812e+03	4.349890e+02	-3.867269e+01	3.814952e+02
3.777270e+00	-6.853635e+02	-4.385786e+01	1.302286e+03	4.382181e+02	-6.522251e+01	3.823295e+02
3.780000e+00	-6.616390e+02	-4.994120e+01	1.301560e+03	4.381788e+02	-2.033191e+01	3.811902e+02
3.795000e+00	-6.449122e+02	-5.418431e+01	1.315915e+03	4.430215e+02	2.717529e+01	3.796244e+02
3.810000e+00	-6.551799e+02	-5.009015e+01	1.298010e+03	4.369643e+02	-1.078145e+01	3.782558e+02
3.825000e+00	-6.598966e+02	-4.783742e+01	1.286915e+03	4.332210e+02	-3.105221e+01	3.770739e+02
3.840000e+00	-6.417578e+02	-5.624487e+01	1.323925e+03	4.457619e+02	4.103165e+01	3.814059e+02
3.846933e+00	-6.498128e+02	-5.158412e+01	1.303088e+03	4.386795e+02	4.890865e+00	3.779674e+02
3.855000e+00	-6.530234e+02	-5.124948e+01	1.303570e+03	4.388510e+02	-1.071998e+00	3.790125e+02
3.870000e+00	-6.809839e+02	-4.677773e+01	1.318299e+03	4.436307e+02	-4.074858e+01	3.845949e+02
3.885000e+00	-6.447962e+02	-5.410307e+01	1.313736e+03	4.423040e+02	2.514837e+01	3.795074e+02
3.891129e+00	-6.515942e+02	-5.254703e+01	1.301145e+03	4.381273e+02	-1.468995e+00	3.807845e+02
3.900000e+00	-6.474540e+02	-5.139847e+01	1.303017e+03	4.386217e+02	9.850434e+00	3.763614e+02
3.913993e+00	-6.430711e+02	-5.482557e+01	1.304791e+03	4.394176e+02	1.878429e+01	3.803363e+02
3.915000e+00	-6.535111e+02	-5.090370e+01	1.306350e+03	4.397414e+02	1.100857e+00	3.784745e+02
3.930000e+00	-6.498090e+02	-5.265218e+01	1.314543e+03	4.424438e+02	1.643013e+01	3.794625e+02
3.945000e+00	-6.700520e+02	-4.483814e+01	1.282549e+03	4.316797e+02	-5.502216e+01	3.770645e+02
3.951307e+00	-6.488897e+02	-5.150019e+01	1.300294e+03	4.377459e+02	3.886225e+00	3.774550e+02
3.960000e+00	-6.523087e+02	-5.133447e+01	1.303656e+03	4.388806e+02	4.546673e-01	3.787915e+02
3.975000e+00	-6.568192e+02	-5.427352e+01	1.322186e+03	4.452210e+02	9.059433e+00	3.857208e+02
3.990000e+00	-5.550514e+02	-7.487115e+01	1.350441e+03	4.548892e+02	2.382931e+02	3.692775e+02
4.005000e+00	-6.322479e+02	-5.579696e+01	1.315144e+03	4.427442e+02	5.171066e+01	3.760109e+02
4.020000e+00	-6.596221e+02	-4.934492e+01	1.302008e+03	4.382681e+02	-1.531085e+01	3.790207e+02
4.035000e+00	-6.584332e+02	-5.012237e+01	1.293841e+03	4.356126e+02	-2.202797e+01	3.802442e+02
4.050000e+00	-6.457459e+02	-5.444877e+01	1.320638e+03	4.445884e+02	3.031227e+01	3.803352e+02
4.063862e+00	-6.556436e+02	-5.017919e+01	1.303578e+03	4.388027e+02	-5.864664e+00	3.784016e+02
4.065000e+00	-6.494420e+02	-5.208130e+01	1.306359e+03	4.397883e+02	8.841922e+00	3.785503e+02
4.080000e+00	-6.603302e+02	-4.737781e+01	1.284486e+03	4.323854e+02	-3.426635e+01	3.765634e+02
4.094131e+00	-6.899917e+02	-4.473530e+01	1.306887e+03	4.398499e+02	-7.048536e+01	3.861882e+02
4.095000e+00	-6.668633e+02	-4.962691e+01	1.303652e+03	4.389027e+02	-2.881038e+01	3.833026e+02
4.110000e+00	-6.489146e+02	-5.276765e+01	1.309266e+03	4.407825e+02	1.262447e+01	3.794058e+02
4.123706e+00	-6.433762e+02	-5.410586e+01	1.303993e+03	4.390982e+02	1.771418e+01	3.792279e+02
4.125000e+00	-6.562030e+02	-5.068132e+01	1.304265e+03	4.390683e+02	-6.587800e+00	3.795754e+02
4.140000e+00	-6.532909e+02	-4.930828e+01	1.294913e+03	4.358610e+02	-9.693308e+00	3.759754e+02
4.155000e+00	-6.318233e+02	-5.796286e+01	1.310227e+03	4.413142e+02	4.607801e+01	3.799866e+02
4.162929e+00	-6.612162e+02	-4.982813e+01	1.302782e+03	4.385666e+02	-1.809722e+01	3.807229e+02
4.170000e+00	-6.442758e+02	-5.423316e+01	1.318132e+03	4.437233e+02	3.082591e+01	3.792845e+02
4.185000e+00	-6.508038e+02	-5.210030e+01	1.306558e+03	4.398628e+02	6.209555e+00	3.792911e+02
4.200000e+00	-6.272266e+02	-5.947525e+01	1.316832e+03	4.435309e+02	6.175299e+01	3.800821e+02
4.215000e+00	-6.560897e+02	-5.026988e+01	1.300303e+03	4.377291e+02	-1.034232e+01	3.789624e+02
4.222514e+00	-6.697663e+02	-4.673802e+01	1.299915e+03	4.375016e+02	-3.706831e+01	3.796186e+02
4.230000e+00	-6.550110e+02	-5.131726e+01	1.301405e+03	4.381505e+02	-7.562918e+00	3.802956e+02
4.245000e+00	-6.573617e+02	-5.026002e+01	1.306003e+03	4.396139e+02	-6.888301e+00	3.793173e+02
4.260000e+00	-6.513283e+02	-5.233574e+01	1.309813e+03	4.409462e+02	8.442735e+00	3.798539e+02
4.273461e+00	-6.432866e+02	-5.424909e+01	1.305697e+03	4.396539e+02	1.962100e+01	3.793797e+02
4.275000e+00	-6.634685e+02	-4.876446e+01	1.298335e+03	4.370518e+02	-2.686253e+01	3.801186e+02
4.290000e+00	-6.562663e+02	-4.979928e+01	1.297295e+03	4.367268e+02	-1.362657e+01	3.783203e+02
4.305000e+00	-6.332878e+02	-5.644184e+01	1.298171e+03	4.372800e+02	3.109646e+01	3.785128e+02
4.320000e+00	-6.478416e+02	-5.345943e+01	1.311821e+03	4.416589e+02	1.716525e+01	3.799997e+02
4.335000e+00	-6.519423e+02	-5.143663e+01	1.302857e+03	4.386175e+02	2.970683e-01	3.788360e+02
4.350000e+00	-6.603355e+02	-4.958794e+01	1.301437e+03	4.381137e+02	-1.754854e+01	3.798733e+02
4.358993e+00	-6.550935e+02	-5.181173e+01	1.296408e+03	4.365501e+02	-1.335376e+01	3.814854e+02
4.365000e+00	-6.565749e+02	-4.870450e+01	1.286507e+03	4.331173e+02	-2.509359e+01	3.769423e+02
4.380000e+00	-6.259199e+02	-6.055624e+01	1.319981e+03	4.446325e+02	6.717924e+01	3.812450e+02
4.395000e+00	-6.758172e+02	-4.500731e+01	1.296817e+03	4.364216e+02	-5.189399e+01	3.797110e+02
4.410000e+00	-6.357782e+02	-5.545074e+01	1.311572e+03	4.415920e+02	4.076311e+01	3.774022e+02
4.425000e+00	-6.455336e+02	-5.451014e+01	1.320102e+03	4.444014e+02	3.014333e+01	3.803622e+02
4.434543e+00	-6.405696e+02	-5.492827e+01	1.306581e+03	4.399597e+02	2.578804e+01	3.791932e+02
4.440000e+00	-6.495369e+02	-5.288131e+01	1.314444e+03	4.424435e+02	1.676016e+01	3.797279e+02
4.455000e+00	-6.638852e+02	-4.662376e+01	1.285495e+03	4.326978e+02	-4.013415e+01	3.769921e+02
4.470000e+00	-6.418774e+02	-5.450229e+01	1.313170e+03	4.421035e+02	3.037497e+01	3.787399e+02
4.485000e+00	-6.671152e+02	-4.823701e+01	1.305460e+03	4.394137e+02	-2.653941e+01	3.807311e+02
4.500000e+00	-6.454040e+02	-5.324120e+01	1.303486e+03	4.388772e+02	1.346700e+01	3.787312e+02
4.515000e+00	-6.488156e+02	-5.261274e+01	1.308244e+03	4.404373e+02	1.183419e+01	3.791152e+02
4.530000e+00	-6.243039e+02	-6.039792e+01	1.323172e+03	4.456525e+02	7.403540e+01	3.799544e+02
4.545000e+00	-6.766939e+02	-4.454612e+01	1.294984e+03	4.357872e+02	-5.539008e+01	3.793965e+02
4.558462e+00	-6.717877e+02	-4.635279e+01	1.299556e+03	4.373657e+02	-4.140205e+01	3.799495e+02
4.560000e+00	-6.364765e+02	-5.482329e+01	1.309233e+03	4.407834e+02	3.719568e+01	3.767160e+02
4.575000e+00	-6.465392e+02	-5.372970e+01	1.314834e+03	4.426333e+02	2.291305e+01	3.796852e+02
4.579784e+00	-6.645727e+02	-4.839124e+01	1.306445e+03	4.397043e+02	-2.029560e+01	3.796330e+02
4.590000e+00	-6.594394e+02	-4.921978e+01	1.297930e+03	4.369047e+02	-1.920495e+01	3.788866e+02
4.603204e+00	-6.603052e+02	-4.969124e+01	1.308664e+03	4.404821e+02	-9.837535e+00	3.796938e+02
4.605000e+00	-6.551355e+02	-5.125633e+01	1.308079e+03	4.403470e+02	-6.695265e-01	3.799305e+02
4.620000e+00	-6.573942e+02	-4.871185e+01	1.289958e+03	4.342384e+02	-2.313454e+01	3.772366e+02
4.635000e+00	-6.338136e+02	-5.793910e+01	1.322703e+03	4.454096e+02	5.523999e+01	3.804137e+02
4.650000e+00	-7.005241e+02	-4.027292e+01	1.302320e+03	4.381087e+02	-9.456067e+01	3.836525e+02
4.665000e+00	-6.548624e+02	-5.048817e+01	1.304420e+03	4.390871e+02	-3.520104e+00	3.785107e+02
4.680000e+00	-6.500627e+02	-5.238355e+01	1.307335e+03	4.401321e+02	8.410452e+00	3.793874e+02
4.695000e+00	-6.582365e+02	-5.020456e+01	1.309939e+03	4.409249e+02	-4.484567e+00	3.794990e+02
4.710000e+00	-6.746480e+02	-4.464786e+01	1.294541e+03	4.356244e+02	-5.168412e+01	3.785531e+02
4.725000e+00	-6.568503e+02	-5.079411e+01	1.307621e+03	4.401729e+02	-4.417630e+00	3.799532e+02
4.740000e+00	-6.434635e+02	-5.488531e+01	1.316872e+03	4.433596e+02	3.078961e+01	3.801085e+02
4.744875e+00	-6.779723e+02	-4.594302e+01	1.317053e+03	4.431159e+02	-3.547095e+01	3.817695e+02
4.755000e+00	-6.765824e+02	-5.275255e+01	1.329471e+03	4.477268e+02	-2.334694e+01	3.929154e+02
4.770000e+00	-6.561559e+02	-4.990018e+01	1.307647e+03	4.401076e+02	-2.441319e+00	3.779845e+02
4.785000e+00	-6.512266e+02	-5.314897e+01	1.315048e+03	4.427169e+02	1.374345e+01	3.810607e+02
4.800000e+00	-6.656619e+02	-4.686155e+01	1.293373e+03	4.353165e+02	-3.558090e+01	3.780021e+02
4.815000e+00	-6.478217e+02	-5.248360e+01	1.306482e+03	4.398232e+02	1.209529e+01	3.784445e+02
4.830000e+00	-6.411540e+02	-5.645624e+01	1.327631e+03	4.469706e+02	4.610370e+01	3.813144e+02
4.845000e+00	-6.527655e+02	-5.135741e+01	1.297354e+03	4.368106e+02	-7.250297e+00	3.794066e+02
4.860000e+00	-6.529044e+02	-5.127653e+01	1.303703e+03	4.388940e+02	-6.997861e-01	3.789951e+02
4.875000e+00	-7.003833e+02	-4.380597e+01	1.288239e+03	4.338243e+02	-1.113710e+02	3.907420e+02
4.890000e+00	-5.976830e+02	-6.462089e+01	1.316008e+03	4.433233e+02	1.191712e+02	3.742064e+02
4.901244e+00	-6.262776e+02	-5.792260e+01	1.315149e+03	4.428090e+02	6.271460e+01	3.770239e+02
4.905000e+00	-6.259761e+02	-5.266678e+01	1.288531e+03	4.336662e+02	3.820512e+01	3.682788e+02
4.920000e+00	-6.354418e+02	-5.333554e+01	1.302271e+03	4.383635e+02	3.278449e+01	3.738059e+02
4.930435e+00	-6.657590e+02	-4.810738e+01	1.303698e+03	4.388056e+02	-2.548140e+01	3.797991e+02
4.935000e+00	-6.512369e+02	-5.223944e+01	1.309708e+03	4.409128e+02	8.579711e+00	3.796315e+02
4.942451e+00	-6.497342e+02	-5.288739e+01	1.299002e+03	4.374105e+02	-9.535626e-02	3.805465e+02
4.950000e+00	-6.259752e+02	-5.727465e+01	1.315779e+03	4.429748e+02	6.454449e+01	3.754199e+02
4.965000e+00	-6.605629e+02	-4.752514e+01	1.287660e+03	4.334379e+02	-3.145674e+01	3.768108e+02
4.980000e+00	-6.542748e+02	-5.051366e+01	1.300912e+03	4.379315e+02	-6.072219e+00	3.784457e+02
4.995000e+00	-6.774167e+02	-4.590171e+01	1.315124e+03	4.424800e+02	-3.623285e+01	3.813215e+02
5.010000e+00	-6.480580e+02	-5.269008e+01	1.308476e+03	4.405205e+02	1.361461e+01	3.788468e+02
5.017138e+00	-6.475762e+02	-5.390700e+01	1.305380e+03	4.395775e+02	1.058616e+01	3.809880e+02
5.025000e+00	-6.542670e+02	-5.053108e+01	1.304739e+03	4.392048e+02	-1.972315e+00	3.782724e+02
5.040000e+00	-6.538970e+02	-5.034799e+01	1.299965e+03	4.376078e+02	-6.185343e+00	3.779674e+02
5.055000e+00	-6.516407e+02	-5.092750e+01	1.302382e+03	4.384160e+02	7.416462e-01	3.777299e+02
5.070000e+00	-6.505541e+02	-5.218366e+01	1.299089e+03	4.374299e+02	-1.274051e+00	3.796560e+02
5.085000e+00	-6.491918e+02	-5.216020e+01	1.304928e+03	4.393199e+02	7.794648e+00	3.786238e+02
5.100000e+00	-6.469203e+02	-5.191178e+01	1.304206e+03	4.390390e+02	1.186629e+01	3.770554e+02
5.115000e+00	-6.506964e+02	-5.121335e+01	1.303324e+03	4.387303e+02	3.515388e+00	3.777548e+02
5.124272e+00	-6.837236e+02	-4.770431e+01	1.299588e+03	4.376294e+02	-6.697597e+01	3.886775e+02
5.130000e+00	-6.336170e+02	-5.551777e+01	1.319223e+03	4.440628e+02	5.337272e+01	3.760293e+02
5.145000e+00	-6.664511e+02	-4.564288e+01	1.281642e+03	4.313959e+02	-4.898283e+01	3.767005e+02
5.160000e+00	-6.590702e+02	-4.988324e+01	1.303546e+03	4.388024e+02	-1.285119e+01	3.796608e+02
5.175000e+00	-6.671604e+02	-4.671775e+01	1.298718e+03	4.370613e+02	-3.290794e+01	3.782607e+02
5.190000e+00	-6.541783e+02	-5.032711e+01	1.304369e+03	4.390499e+02	-2.046857e+00	3.778434e+02
5.205000e+00	-6.301270e+02	-6.107539e+01	1.326592e+03	4.468960e+02	6.517486e+01	3.840879e+02
5.220000e+00	-6.794314e+02	-4.371535e+01	1.293350e+03	4.352223e+02	-6.232426e+01	3.793735e+02
5.235000e+00	-6.313961e+02	-5.711280e+01	1.316140e+03	4.431658e+02	5.374187e+01	3.779678e+02
5.250000e+00	-6.792137e+02	-4.378206e+01	1.293393e+03	4.352191e+02	-6.189058e+01	3.794128e+02
5.265000e+00	-6.496780e+02	-5.245309e+01	1.303752e+03	4.389497e+02	5.351293e+00	3.794790e+02
5.280000e+00	-6.464133e+02	-5.338241e+01	1.311638e+03	4.415744e+02	1.998313e+01	3.791200e+02
5.286470e+00	-6.482546e+02	-5.348864e+01	1.305819e+03	4.396922e+02	9.890694e+00	3.805540e+02
