"LEM_ADAMSS"

"Time      "	".tyl_kolo.Element_Force.X"	".tyl_kolo.Element_Force.Y"
2.933727e+00	-5.506310e-01	-1.888504e+02
2.940000e+00	-3.933047e-01	-1.889946e+02
2.950000e+00	3.239494e-01	-1.893141e+02
2.959049e+00	-1.262992e+00	-1.892562e+02
2.960000e+00	8.587229e-01	-1.880379e+02
2.965952e+00	-1.013043e+00	-1.890701e+02
2.970000e+00	-9.475185e-01	-1.889791e+02
2.972743e+00	6.263515e-01	-1.883962e+02
2.979243e+00	5.992491e-01	-1.883124e+02
2.980000e+00	-3.222068e-01	-1.888465e+02
2.990000e+00	8.964128e-01	-1.882756e+02
2.995434e+00	-8.287062e-01	-1.891251e+02
3.000000e+00	-1.304804e+00	-1.889842e+02
3.010000e+00	1.638615e+00	-1.881967e+02
3.018966e+00	-1.433885e+00	-1.892195e+02
3.020000e+00	1.422680e+00	-1.875562e+02
3.026363e+00	1.695116e+00	-1.874925e+02
3.030000e+00	-3.178632e-01	-1.885440e+02
3.040000e+00	1.203565e+00	-1.885805e+02
3.050000e+00	1.378629e+00	-1.880691e+02
3.053081e+00	-1.313858e+00	-1.890238e+02
3.059228e+00	-3.387597e-01	-1.886670e+02
3.060000e+00	4.801834e-01	-1.883190e+02
3.065021e+00	1.379260e+00	-1.881623e+02
3.068985e+00	1.333543e+00	-1.881063e+02
3.070000e+00	-1.267029e+00	-1.895730e+02
3.073278e+00	1.356074e+00	-1.882574e+02
3.080000e+00	-6.998260e-01	-1.890326e+02
3.088248e+00	-9.933005e-01	-1.893131e+02
3.090000e+00	-2.573357e-01	-1.888815e+02
3.096172e+00	-1.135238e+00	-1.891483e+02
3.100000e+00	-7.020127e-01	-1.888397e+02
3.103366e+00	1.860868e+00	-1.872160e+02
3.110000e+00	2.418706e-01	-1.885831e+02
3.120000e+00	7.498324e-01	-1.884636e+02
3.127198e+00	-1.400004e+00	-1.894497e+02
3.130000e+00	1.974728e-01	-1.886665e+02
3.135563e+00	1.365101e+00	-1.881290e+02
3.140000e+00	-3.025636e-01	-1.889942e+02
3.146035e+00	-8.862697e-01	-1.889273e+02
3.150000e+00	-7.125593e-01	-1.888845e+02
3.152884e+00	5.607585e-01	-1.885292e+02
3.160000e+00	5.440321e-01	-1.879606e+02
3.169018e+00	1.282363e+00	-1.881069e+02
3.170000e+00	-1.316516e-01	-1.887039e+02
3.178248e+00	-1.013359e+00	-1.892732e+02
3.180000e+00	-2.381399e-01	-1.888775e+02
3.186644e+00	-1.491113e+00	-1.890872e+02
3.190000e+00	2.979718e-02	-1.885710e+02
3.198653e+00	1.274217e+00	-1.882242e+02
3.200000e+00	3.757099e-01	-1.885165e+02
3.210000e+00	-3.292347e-01	-1.892920e+02
3.215442e+00	-1.168134e+00	-1.891264e+02
3.220000e+00	6.359730e-01	-1.878813e+02
3.223925e+00	-9.465374e-01	-1.885859e+02
3.230000e+00	-1.428303e+00	-1.898394e+02
3.234567e+00	-2.299910e+00	-1.898641e+02
3.239448e+00	1.250443e+00	-1.876521e+02
3.240000e+00	4.778396e-01	-1.882063e+02
3.248160e+00	7.361308e-01	-1.884799e+02
3.250000e+00	5.148379e-01	-1.886344e+02
3.258712e+00	1.215962e+00	-1.883630e+02
3.260000e+00	2.806436e-01	-1.886596e+02
3.270000e+00	-1.278120e+00	-1.890868e+02
3.274147e+00	-1.459679e+00	-1.891644e+02
3.280000e+00	-3.733957e-01	-1.892334e+02
3.290000e+00	-5.152948e-01	-1.888970e+02
3.296360e+00	1.123247e+00	-1.881700e+02
3.300000e+00	4.579895e-01	-1.885720e+02
3.303774e+00	-1.704161e+00	-1.895349e+02
3.310000e+00	-6.516535e-01	-1.897630e+02
3.317461e+00	-7.416550e-01	-1.887874e+02
3.320000e+00	-5.284026e-01	-1.884450e+02
3.323192e+00	1.322121e+00	-1.881372e+02
3.329310e+00	1.075325e+00	-1.873502e+02
3.330000e+00	1.496513e+00	-1.870896e+02
3.334733e+00	1.465044e+00	-1.877007e+02
3.340000e+00	1.066429e+00	-1.887247e+02
3.350000e+00	-1.687672e-01	-1.887449e+02
3.353886e+00	9.824463e-01	-1.892198e+02
3.358246e+00	-1.139120e+00	-1.894876e+02
3.360000e+00	-3.017851e-01	-1.889379e+02
3.366233e+00	-1.859895e+00	-1.895262e+02
3.370000e+00	-6.411656e-01	-1.888983e+02
3.374755e+00	-8.754361e-01	-1.889574e+02
3.380000e+00	1.559278e+00	-1.871642e+02
3.385472e+00	-5.959903e-01	-1.887176e+02
3.390000e+00	-1.319224e+00	-1.890803e+02
3.400000e+00	8.483677e-01	-1.884887e+02
3.403125e+00	-5.974590e-01	-1.887325e+02
3.410000e+00	5.785847e-01	-1.881874e+02
3.420000e+00	-1.047029e+00	-1.892346e+02
3.423327e+00	-3.266134e-01	-1.891726e+02
3.429024e+00	-1.441985e+00	-1.891017e+02
3.430000e+00	1.566304e+00	-1.878084e+02
3.438510e+00	1.134136e+00	-1.881327e+02
3.440000e+00	4.417992e-01	-1.885405e+02
3.446060e+00	-1.118848e+00	-1.890607e+02
3.450000e+00	-1.017856e+00	-1.892618e+02
3.453120e+00	1.482215e+00	-1.880219e+02
3.459201e+00	5.755017e-01	-1.886214e+02
3.460000e+00	-4.726916e-01	-1.891485e+02
3.467939e+00	1.793232e+00	-1.873721e+02
3.470000e+00	3.596075e-01	-1.883412e+02
3.475178e+00	1.179297e+00	-1.882081e+02
3.480000e+00	-1.164343e+00	-1.898180e+02
3.483501e+00	1.567539e+00	-1.879578e+02
3.490000e+00	8.726445e-01	-1.883707e+02
3.493579e+00	-1.446211e+00	-1.889785e+02
3.500000e+00	-5.467688e-01	-1.885238e+02
3.503174e+00	1.297449e+00	-1.881829e+02
3.509202e+00	1.039637e+00	-1.877440e+02
3.510000e+00	6.548728e-01	-1.880366e+02
3.516741e+00	-7.057447e-01	-1.899858e+02
3.520000e+00	4.854068e-01	-1.885595e+02
3.525490e+00	-1.368594e+00	-1.890167e+02
3.529112e+00	-2.566384e-01	-1.885023e+02
3.530000e+00	3.711632e-01	-1.881444e+02
3.535962e+00	1.228044e+00	-1.878896e+02
3.540000e+00	9.903094e-01	-1.883400e+02
3.545083e+00	-2.600983e-01	-1.885377e+02
3.550000e+00	-1.470580e+00	-1.891173e+02
3.555814e+00	-8.801698e-01	-1.890121e+02
3.560000e+00	-2.826983e-01	-1.887006e+02
3.565771e+00	1.266094e+00	-1.882775e+02
3.570000e+00	2.140372e+00	-1.877849e+02
3.573503e+00	-2.926060e+00	-1.904406e+02
3.580000e+00	1.241741e+00	-1.880252e+02
3.587166e+00	2.340397e+00	-1.881050e+02
3.590000e+00	-1.030705e+00	-1.893562e+02
3.600000e+00	1.974639e+00	-1.877597e+02
3.604639e+00	2.038476e+00	-1.871026e+02
3.608653e+00	2.591228e-02	-1.885727e+02
3.610000e+00	3.652800e-01	-1.886859e+02
3.616153e+00	-3.843945e-01	-1.891551e+02
3.620000e+00	7.287351e-01	-1.885194e+02
3.623371e+00	-1.349189e+00	-1.890394e+02
3.627261e+00	-7.915539e-01	-1.888528e+02
3.630000e+00	-7.707854e-01	-1.884067e+02
3.632874e+00	1.149760e+00	-1.881147e+02
3.640000e+00	-1.165078e+00	-1.893537e+02
3.646574e+00	-1.924109e+00	-1.899432e+02
3.650000e+00	1.627385e+00	-1.878254e+02
3.656375e+00	2.991724e+00	-1.865329e+02
3.660000e+00	-6.303249e-01	-1.890067e+02
3.664653e+00	2.462733e+00	-1.836408e+02
3.670000e+00	-1.932111e-01	-1.911411e+02
3.679167e+00	-3.128590e+00	-1.902289e+02
3.680000e+00	5.360209e-01	-1.888544e+02
3.686270e+00	1.809801e+00	-1.880117e+02
3.690000e+00	-8.283570e-01	-1.887860e+02
3.692862e+00	1.119476e+00	-1.883891e+02
3.699072e+00	1.428431e+00	-1.880555e+02
3.700000e+00	-7.210094e-01	-1.892890e+02
3.706098e+00	1.180074e+00	-1.882919e+02
3.710000e+00	8.280575e-01	-1.885198e+02
3.713377e+00	-1.210552e+00	-1.891266e+02
3.720000e+00	-3.357422e-01	-1.892722e+02
3.725835e+00	1.298548e+00	-1.883553e+02
3.730000e+00	-4.168181e-01	-1.890399e+02
3.740000e+00	-2.343787e-01	-1.883909e+02
3.743601e+00	1.376626e+00	-1.882910e+02
3.750000e+00	5.139630e-01	-1.879654e+02
3.756096e+00	1.134770e+00	-1.881891e+02
3.760000e+00	7.658365e-01	-1.884681e+02
3.763437e+00	-1.302788e+00	-1.891521e+02
3.770000e+00	-1.974310e+00	-1.898875e+02
3.780000e+00	-8.121410e-02	-1.884341e+02
3.785958e+00	1.067762e+00	-1.882770e+02
3.790000e+00	8.053622e-01	-1.885725e+02
3.793382e+00	-1.272336e+00	-1.892143e+02
3.800000e+00	-7.495074e-02	-1.890529e+02
3.810000e+00	-9.758210e-01	-1.891926e+02
3.820000e+00	9.968757e-01	-1.882855e+02
3.823028e+00	-4.220785e-01	-1.885572e+02
3.828641e+00	1.295050e+00	-1.881978e+02
3.830000e+00	3.952051e-01	-1.884377e+02
3.840000e+00	-3.193605e-01	-1.892089e+02
3.845477e+00	-1.158809e+00	-1.890841e+02
3.850000e+00	5.462698e-01	-1.879070e+02
3.853920e+00	-8.745421e-01	-1.884778e+02
3.860000e+00	-1.424458e+00	-1.898335e+02
3.864579e+00	-2.374368e+00	-1.899094e+02
3.868907e+00	-1.229304e+00	-1.895669e+02
3.870000e+00	8.922929e-01	-1.884096e+02
3.875457e+00	-8.659117e-01	-1.888590e+02
3.880000e+00	8.159809e-02	-1.888097e+02
3.887464e+00	-1.306470e+00	-1.891060e+02
3.890000e+00	7.161943e-01	-1.881115e+02
3.899068e+00	1.336733e+00	-1.881375e+02
3.900000e+00	-1.127136e+00	-1.893308e+02
3.903035e+00	1.427869e+00	-1.880008e+02
3.910000e+00	1.740844e+00	-1.880690e+02
3.918977e+00	-1.160743e+00	-1.891191e+02
3.920000e+00	1.161499e+00	-1.877540e+02
3.926434e+00	8.190058e-01	-1.884672e+02
3.930000e+00	-2.893232e-01	-1.891624e+02
3.937899e+00	-8.973592e-01	-1.890493e+02
3.940000e+00	-6.454083e-01	-1.887077e+02
3.946387e+00	-2.107869e+00	-1.897970e+02
3.950000e+00	1.130927e+00	-1.886937e+02
3.955865e+00	2.000739e+00	-1.871936e+02
3.958562e+00	-1.173360e-03	-1.883901e+02
3.960000e+00	1.165817e-01	-1.884505e+02
3.966609e+00	1.202254e+00	-1.882531e+02
3.970000e+00	2.884133e-01	-1.885974e+02
3.978131e+00	-1.504028e+00	-1.896311e+02
3.980000e+00	-5.736131e-01	-1.891059e+02
3.984938e+00	-9.040869e-01	-1.890755e+02
3.990000e+00	1.264126e+00	-1.873448e+02
3.992511e+00	2.462753e-01	-1.882518e+02
3.998393e+00	1.344705e+00	-1.881643e+02
4.000000e+00	9.957051e-01	-1.881130e+02
4.010000e+00	-4.331154e-01	-1.887242e+02
4.014669e+00	-1.350461e+00	-1.890549e+02
4.018905e+00	-1.865345e+00	-1.891191e+02
4.020000e+00	2.109248e+00	-1.869618e+02
4.023776e+00	-2.720012e+00	-1.890173e+02
4.030000e+00	3.722914e-01	-1.885922e+02
4.033706e+00	1.769603e+00	-1.885295e+02
4.040000e+00	2.204000e-01	-1.881902e+02
4.047547e+00	-2.056434e+00	-1.903706e+02
4.050000e+00	2.707185e-01	-1.888530e+02
4.060000e+00	-1.339503e+00	-1.890980e+02
4.065257e+00	3.276107e-01	-1.889475e+02
4.070000e+00	1.741344e+00	-1.879214e+02
4.078683e+00	1.138096e+00	-1.881642e+02
4.080000e+00	3.116635e-01	-1.885572e+02
4.090000e+00	-3.101445e-01	-1.893224e+02
4.095502e+00	-1.191409e+00	-1.891454e+02
4.100000e+00	5.419120e-01	-1.879664e+02
4.103979e+00	-1.012853e+00	-1.886551e+02
4.110000e+00	-9.934325e-01	-1.898013e+02
4.117768e+00	-8.863519e-01	-1.891026e+02
4.120000e+00	1.213004e-01	-1.885794e+02
4.130000e+00	1.566521e+00	-1.878386e+02
4.140000e+00	3.525539e-02	-1.888852e+02
4.145842e+00	1.097236e+00	-1.883125e+02
4.150000e+00	1.673273e+00	-1.879673e+02
4.153819e+00	4.835899e-01	-1.885911e+02
4.160000e+00	-1.153958e+00	-1.890029e+02
4.167255e+00	2.222587e+00	-1.870738e+02
4.170000e+00	-1.875310e-02	-1.884256e+02
4.173333e+00	-3.024954e-02	-1.884581e+02
4.178889e+00	1.393238e+00	-1.882606e+02
4.180000e+00	-1.995131e+00	-1.895111e+02
4.188794e+00	-1.113554e+00	-1.891380e+02
4.190000e+00	-9.881618e-02	-1.887808e+02
4.197412e+00	1.127557e+00	-1.880830e+02
4.200000e+00	-3.951784e-01	-1.889438e+02
4.210000e+00	1.188325e+00	-1.881002e+02
4.217206e+00	-2.217492e+00	-1.901652e+02
4.220000e+00	1.870258e-01	-1.887134e+02
4.229016e+00	9.770666e-01	-1.881814e+02
4.230000e+00	-8.785729e-01	-1.892522e+02
4.236608e+00	-2.135924e+00	-1.898435e+02
4.240000e+00	8.538564e-01	-1.885190e+02
4.242899e+00	-1.133490e+00	-1.890690e+02
4.249041e+00	-1.348719e+00	-1.892797e+02
4.250000e+00	9.539725e-01	-1.879648e+02
4.255812e+00	-1.008884e+00	-1.890986e+02
4.260000e+00	-1.167395e+00	-1.890430e+02
4.263855e+00	-5.206608e-01	-1.888543e+02
4.270000e+00	-3.078313e-01	-1.890113e+02
4.278276e+00	1.293704e+00	-1.876661e+02
4.280000e+00	3.077744e-01	-1.883114e+02
4.286255e+00	1.217129e+00	-1.880248e+02
4.290000e+00	6.113029e-01	-1.885523e+02
4.293587e+00	-1.466491e+00	-1.893668e+02
4.300000e+00	-1.516772e+00	-1.900632e+02
4.304210e+00	-1.071252e+00	-1.893097e+02
4.310000e+00	3.491321e-01	-1.881519e+02
4.317805e+00	1.137068e+00	-1.881718e+02
4.320000e+00	-7.615210e-02	-1.888368e+02
4.328793e+00	-1.141057e+00	-1.892396e+02
4.330000e+00	-1.108104e-01	-1.888821e+02
4.337322e+00	1.135725e+00	-1.881302e+02
4.340000e+00	-5.030404e-01	-1.890319e+02
4.350000e+00	-2.477636e-01	-1.891520e+02
4.360000e+00	6.017863e-02	-1.886554e+02
4.370000e+00	2.954042e-01	-1.881831e+02
4.374008e+00	-1.025338e+00	-1.882075e+02
4.378833e+00	6.673588e-01	-1.887057e+02
4.380000e+00	-9.879888e-01	-1.893135e+02
4.390000e+00	-1.533408e+00	-1.900507e+02
4.393364e+00	1.576068e+00	-1.879082e+02
4.400000e+00	8.548937e-01	-1.884019e+02
4.409076e+00	-4.643039e-01	-1.887224e+02
4.410000e+00	5.532133e-01	-1.881361e+02
4.415284e+00	1.050090e+00	-1.881542e+02
4.420000e+00	-3.915894e-01	-1.894249e+02
4.427772e+00	4.153747e-01	-1.886237e+02
4.430000e+00	2.373972e-01	-1.888096e+02
4.438940e+00	1.580376e+00	-1.879122e+02
4.440000e+00	-1.687738e+00	-1.896829e+02
4.443710e+00	2.201267e+00	-1.868916e+02
4.447759e+00	6.792459e-02	-1.884179e+02
4.450000e+00	-2.834476e-01	-1.890849e+02
4.453362e+00	2.419582e-01	-1.886687e+02
4.457616e+00	-1.719688e+00	-1.891012e+02
4.460000e+00	1.680691e-01	-1.886633e+02
4.470000e+00	-5.200705e-01	-1.890089e+02
4.480000e+00	2.360124e+00	-1.874672e+02
4.483545e+00	-3.411349e+00	-1.906137e+02
4.488579e+00	-3.444438e-03	-1.886737e+02
4.490000e+00	2.326268e-01	-1.887519e+02
4.500000e+00	1.160693e+00	-1.874716e+02
4.503532e+00	-1.114748e+00	-1.887883e+02
4.510000e+00	-2.232827e+00	-1.900163e+02
4.515237e+00	1.319592e+00	-1.883404e+02
4.519028e+00	9.485807e-01	-1.883187e+02
4.520000e+00	-8.709833e-01	-1.893603e+02
4.526640e+00	-2.068949e+00	-1.898617e+02
4.530000e+00	7.531202e-01	-1.885801e+02
4.538634e+00	-1.632958e-01	-1.884402e+02
4.540000e+00	6.055086e-01	-1.884254e+02
4.550000e+00	-1.193189e-01	-1.889858e+02
4.552766e+00	6.785208e-02	-1.886795e+02
4.558382e+00	-1.294188e+00	-1.888687e+02
4.560000e+00	-9.414681e-01	-1.894055e+02
4.563130e+00	1.000184e+00	-1.885919e+02
4.569158e+00	8.700030e-01	-1.882319e+02
4.570000e+00	-2.948221e-01	-1.889156e+02
4.579484e+00	-1.133391e+00	-1.894246e+02
4.580000e+00	2.817875e-01	-1.884591e+02
4.590000e+00	-1.838076e-01	-1.876785e+02
4.599140e+00	1.016842e+00	-1.884074e+02
4.600000e+00	-8.226828e-01	-1.893233e+02
4.610000e+00	1.133984e+00	-1.886772e+02
4.620000e+00	1.343604e+00	-1.880924e+02
4.623094e+00	-1.365390e+00	-1.890674e+02
4.630000e+00	-9.278694e-02	-1.888826e+02
4.633164e+00	3.790746e-02	-1.887038e+02
4.636582e+00	-6.832700e-03	-1.886964e+02
4.640000e+00	8.375067e-02	-1.888323e+02
4.646351e+00	1.232788e+00	-1.880307e+02
4.650000e+00	5.373412e-01	-1.885574e+02
4.653201e+00	-2.596440e-01	-1.884223e+02
4.658707e+00	1.266826e+00	-1.882210e+02
4.660000e+00	3.126369e-01	-1.885150e+02
4.670000e+00	-6.292723e-01	-1.888511e+02
4.675542e+00	1.367929e+00	-1.881909e+02
4.680000e+00	1.190525e+00	-1.874928e+02
4.686614e+00	1.299592e+00	-1.881713e+02
4.690000e+00	1.517859e-01	-1.887659e+02
4.698505e+00	-1.281826e+00	-1.891898e+02
4.700000e+00	-6.836092e-01	-1.890966e+02
4.703425e+00	5.932500e-01	-1.884233e+02
4.707535e+00	-1.718722e+00	-1.892811e+02
4.710000e+00	8.450715e-02	-1.885587e+02
4.720000e+00	8.131244e-01	-1.886233e+02
4.725355e+00	-1.361345e+00	-1.893565e+02
4.730000e+00	-6.123066e-03	-1.889158e+02
4.740000e+00	-6.513917e-01	-1.888827e+02
4.750000e+00	6.514853e-01	-1.884824e+02
4.760000e+00	-6.533617e-01	-1.884705e+02
4.763011e+00	1.215172e+00	-1.881566e+02
4.769075e+00	1.395127e+00	-1.878549e+02
4.770000e+00	-6.246797e-01	-1.890347e+02
4.776183e+00	1.163090e+00	-1.881855e+02
4.780000e+00	6.848891e-01	-1.884984e+02
4.783457e+00	-1.279607e+00	-1.891330e+02
4.790000e+00	-1.878653e-01	-1.890929e+02
4.800000e+00	-2.226785e-01	-1.885626e+02
4.806237e+00	1.340035e+00	-1.880991e+02
4.810000e+00	8.205532e-01	-1.883372e+02
4.815594e+00	-8.237338e-01	-1.891068e+02
4.820000e+00	-1.090022e+00	-1.889620e+02
4.823916e+00	-4.845318e-01	-1.887739e+02
4.830000e+00	-2.716607e-01	-1.890144e+02
4.835688e+00	-1.443101e+00	-1.891077e+02
4.840000e+00	-2.244332e+00	-1.891493e+02
4.846597e+00	-2.653802e-01	-1.885843e+02
4.850000e+00	1.150979e+00	-1.884512e+02
4.857235e+00	-1.299883e+00	-1.892425e+02
4.860000e+00	5.026456e-01	-1.883773e+02
4.870000e+00	7.673461e-03	-1.887232e+02
4.880000e+00	1.337944e+00	-1.883475e+02
4.882642e+00	-7.399822e-01	-1.891735e+02
4.890000e+00	1.695475e+00	-1.874549e+02
4.898684e+00	5.733702e-01	-1.886595e+02
4.900000e+00	-1.027009e+00	-1.891494e+02
4.903001e+00	1.172015e+00	-1.882986e+02
4.909062e+00	1.444947e+00	-1.877875e+02
4.910000e+00	-6.925041e-01	-1.890262e+02
4.916033e+00	1.167622e+00	-1.881406e+02
4.920000e+00	8.812032e-01	-1.884088e+02
4.923340e+00	-1.159924e+00	-1.890129e+02
4.930000e+00	3.857488e-02	-1.889200e+02
4.937404e+00	-1.217686e+00	-1.890674e+02
4.940000e+00	5.749537e-01	-1.883245e+02
4.950000e+00	-6.991517e-01	-1.887942e+02
4.955722e+00	1.108866e+00	-1.881283e+02
4.960000e+00	1.166161e+00	-1.884022e+02
4.970000e+00	1.170791e+00	-1.880264e+02
4.977736e+00	1.275068e+00	-1.881977e+02
4.980000e+00	-1.554499e-01	-1.888376e+02
4.990000e+00	4.823147e-01	-1.881477e+02
4.994141e+00	-1.525636e+00	-1.889955e+02
4.998007e+00	-6.774536e-01	-1.888565e+02
5.000000e+00	-1.847734e-01	-1.886638e+02


